Depth (m)	NH4	Age
Midpoint	(ppb)	(yrs BP)

1898.325	2.45	19109.0
1898.875	2.39	19128.0
1899.425	3.1	19154.0
1899.975	2.77	19181.0
1900.525	2.43	19205.5
1901.075	2.43	19230.5
1901.625	2.14	19253.0
1902.175	2.44	19276.0
1902.725	2.23	19300.5
1903.275	2.75	19325.5
1903.825	2.29	19351.5
1904.375	2.96	19374.0
1904.925	2.96	19398.0
1905.475	2.17	19424.0
1906.025	2.29	19449.0
1906.575	2.46	19472.5
1907.125	3.04	19495.0
1907.675	2.78	19519.5
1908.225	2.28	19549.5
1908.775	3.03	19579.0
1909.325	2.44	19604.5
1909.875	2.45	19630.0
1910.425	3.78	19656.0
1910.975	4	19687.0
1911.525	3.19	19719.0
1912.075	2.89	19749.5
1912.625	2.95	19776.0
1913.175	3.3	19797.5
1913.725	3.69	19821.5
1914.275	3.87	19848.5
1914.825	3.58	19873.0
1915.375	3.87	19898.0
1915.925	4.1	19927.0
1916.475	4.23	19960.0
1917.025	3.44	19991.5
1917.575	3.19	20019.0
1918.125	2.97	20045.0
1918.675	3.1	20067.0
1919.225	3.37	20087.5
1919.775	3.5	20110.5
1920.325	3.16	20136.5
1920.875	3.63	20161.5
1921.425	2.69	20186.5
1921.975	2.96	20217.0
1922.525	2.65	20246.0
1923.075	2.97	20270.0
1923.625	2.97	20294.5
1924.175	2.64	20321.5
1924.725	4.06	20348.0
1925.275	2.72	20372.0
1925.825	3.46	20395.0
1926.375	2.77	20418.5
1926.925	2.84	20442.0
1927.475	3.5	20464.5
1928.025	2.76	20487.0
1928.575	3.76	20513.5
1929.125	3.34	20543.0
1929.675	4.19	20575.0
1930.225	3.51	20608.0
1930.775	2.58	20635.5
1931.325	3.36	20662.0
1931.875	3.27	20688.5
1932.425	2.94	20713.0
1932.975	3.39	20738.0
1933.525	2.99	20764.0
1934.075	3.18	20788.0
1934.625	4.53	20811.5
1935.175	3.33	20838.0
1935.725	4.3	20871.0
1936.275	2.69	20904.0
1936.825	3.77	20929.0
1937.375	3.08	20950.0
1937.925	3.47	20972.5
1938.475	3.55	20998.0
1939.025	3.74	21025.0
1939.575	3.53	21050.5
1940.125	3.58	21074.0
1940.675	1.7	21096.0
1941.225	1.75	21115.0
1941.775	2.18	21132.0
1942.325	2.5	21149.5
1942.875	3.83	21169.5
1943.425	2.8	21194.0
1943.975	3.25	21220.5
1944.525	3.13	21247.5
1945.075	2.97	21276.5
1945.625	3.37	21308.0
1946.175	3.39	21338.5
1946.725	3.37	21367.0
1947.275	4.12	21394.5
1947.825	2.32	21418.5
1948.375	3.32	21440.0
1948.925	1.93	21458.0
1949.475	2.21	21473.5
1950.025	1.6	21489.0
1950.575	2.44	21507.0
1951.125	2.5	21527.5
1951.675	2.71	21547.0
1952.225	3.7	21570.0
1952.775	4.32	21599.5
1953.325	4.28	21629.5
1953.875	4.68	21656.5
1954.425	5.06	21686.0
1954.975	6.22	21718.0
1955.525	5.23	21749.5
1956.075	5.29	21779.5
1956.625	6.67	21811.5
1957.175	6.78	21852.0
1957.725	5.75	21895.0
1958.275	4.77	21930.5
1958.825	6.42	21961.5
1959.375	4.89	21994.0
1959.925	6.52	22039.5
1960.475	5.55	22089.0
1961.025	5.67	22126.0
1961.575	8.13	22160.5
1962.125	5.6	22195.5
1962.675	7.66	22231.0
1963.225	7.34	22271.0
1963.775	7.53	22318.5
1964.325	7.02	22358.0
1964.875	4.95	22388.0
1965.425	4.34	22421.0
1965.975	4.31	22455.0
1966.525	3.68	22486.0
1967.075	3.55	22514.0
1967.625	4.66	22541.5
1968.175	3.87	22568.0
1968.725	5.08	22595.5
1969.275	5.29	22625.5
1969.825	4.66	22656.0
1970.375	3.69	22681.5
1970.925	3.14	22706.0
1971.475	2.97	22735.5
1972.025	4.29	22761.5
1972.575	5.69	22793.0
1973.125	6.07	22831.0
1973.675	8.96	22863.0
1974.225	8.12	22889.5
1974.775	10.08	22913.0
1975.325	9.06	22943.0
1975.875	8.18	22977.5
1976.425	6.07	23010.5
1976.975	6.1	23040.5
1977.525	6.19	23067.0
1978.075	5.45	23094.5
1978.625	3.18	23119.5
1979.175	2.36	23140.5
1979.725	2.86	23163.5
1980.275	2.88	23190.0
1980.825	4.06	23219.5
1981.375	4.77	23251.5
1981.925	5.11	23281.5
1982.475	4.59	23311.0
1983.025	4.11	23343.5
1983.575	4.08	23374.5
1984.125	7.27	23406.5
1984.675	5.25	23436.0
1985.225	5.85	23462.0
1985.775	5.81	23493.5
1986.325	5.52	23524.5
1986.875	5.76	23558.0
1987.425	5.82	23596.0
1987.975	6.01	23634.5
1988.525	7.51	23674.0
1989.075	6.74	23718.5
1989.625	6.13	23759.0
1990.175	6.3	23794.0
1990.725	6.83	23830.0
1991.275	6.21	23859.5
1991.825	7.12	23890.5
1992.375	4.97	23923.0
1992.925	4.7	23953.0
1993.475	4.44	23984.0
1994.025	4.18	24014.5
1994.575	5.44	24042.0
1995.125	5.09	24071.5
1995.675	5.18	24103.0
1996.225	4.55	24130.0
1996.775	3.74	24155.0
1997.325	4.57	24182.0
1997.875	5.44	24212.5
1998.425	3.82	24242.5
1998.975	3.43	24268.0
1999.525	4.36	24294.0
2000.075	5.61	24327.5
2000.625	4.8	24364.5
2001.175	4.39	24396.5
2001.725	4.35	24425.0
2002.275	4.31	24457.0
2002.825	5.08	24491.0
2003.375	5.75	24523.0
2003.925	3.9	24551.0
2004.475	4.4	24576.0
2005.025	4.82	24610.5
2005.575	4.33	24647.0
2006.125	5.37	24677.0
2006.675	5.77	24707.5
2007.225	4.92	24739.0
2007.775	3.21	24769.5
2008.325	4.35	24797.0
2008.875	4.83	24831.5
2009.425	3.7	24865.5
2009.975	4.58	24891.5
2010.525	4.88	24923.5
2011.075	5.57	24959.5
2011.625	4.23	24989.5
2012.175	3.79	25014.0
2012.725	4.22	25039.0
2013.275	4.6	25065.0
2013.825	5.25	25096.0
2014.375	5.44	25133.0
2014.925	5.53	25165.0
2015.475	4.46	25195.0
2016.025	5.6	25230.5
2016.575	4.63	25266.5
2017.125	5	25295.5
2017.675	4.49	25322.0
2018.225	3.81	25347.5
2018.775	3.31	25366.0
2019.325	2.29	25384.5
2019.875	2.31	25404.5
2020.425	2.92	25422.5
2020.975	3.64	25440.0
2021.525	1.57	25459.0
2022.075	1.65	25478.5
2022.625	2.07	25498.0
2023.175	1.97	25516.0
2023.725	2.23	25532.0
2024.275	2.91	25547.5
2024.825	2.3	25563.0
2025.375	2.13	25583.0
2025.925	3.87	25609.5
2026.475	4.72	25639.5
2027.025	3.75	25671.5
2027.575	4.78	25701.0
2028.125	5.18	25731.0
2028.675	4.55	25763.5
2029.225	5.7	25799.5
2029.775	5.05	25837.5
2030.325	6.22	25878.5
2030.875	6.36	25915.5
2031.425	999999	25947.5
2031.975	5.63	25983.0
2032.525	6.67	26017.5
2033.075	6.77	26048.5
2033.625	999999	26077.0
2034.175	999999	26109.5
2034.725	8.91	26146.0
2035.275	8.43	26184.0
2035.825	7.29	26222.0
2036.375	4.19	26256.0
2036.925	4.69	26288.0
2037.475	3.74	26322.0
2038.025	1.9	26349.0
2038.575	1.74	26369.0
2039.125	2.05	26391.0
2039.675	1.88	26412.0
2040.225	2.07	26430.0
2040.775	1.76	26449.0
2041.325	2.28	26468.0
2041.875	3.23	26487.5
2042.425	2.2	26506.5
2042.975	1.62	26523.5
2043.525	1.35	26541.5
2044.075	1.93	26561.0
2044.625	2.63	26580.0
2045.175	2.19	26598.0
2045.725	3.18	26617.0
2046.275	4	26641.5
2046.825	5.57	26675.0
2047.375	4.21	26711.0
2047.925	5.29	26747.0
2048.475	7.02	26781.5
2049.025	5.51	26811.5
2049.575	5.78	26845.5
2050.125	6.9	26881.5
2050.675	7.13	26913.5
2051.225	5.98	26941.5
2051.775	5.49	26976.0
2052.325	5.46	27016.0
2052.875	6.49	27050.5
2053.425	5.71	27091.5
2053.975	6.62	27133.5
2054.525	6.42	27168.5
2055.075	5.85	27206.5
2055.625	6.57	27241.0
2056.175	6.4	27279.0
2056.725	6.19	27323.5
2057.275	8.35	27366.5
2057.825	5.21	27414.0
2058.375	5.29	27456.0
2058.925	5.47	27494.0
2059.475	6.07	27544.5
2060.025	7.95	27591.0
2060.575	999999	27630.5
2061.125	999999	27668.0
2061.675	999999	27702.5
2062.225	999999	27739.5
2062.775	6.44	27777.5
2063.325	5.83	27824.5
2063.875	5.71	27873.0
2064.425	5.42	27913.5
2064.975	999999	27950.0
2065.525	999999	27988.5
2066.075	999999	28026.0
2066.625	999999	28065.5
2067.175	999999	28108.0
2067.725	999999	28145.0
2068.275	999999	28176.5
2068.825	999999	28205.0
2069.375	999999	28233.5
2069.925	999999	28261.0
2070.475	999999	28292.5
2071.025	999999	28333.0
2071.575	999999	28371.0
2072.125	999999	28406.5
2072.675	999999	28447.0
2073.225	999999	28490.0
2073.775	999999	28533.5
2074.325	999999	28574.0
2074.875	999999	28609.0
2075.425	999999	28646.0
2075.975	999999	28688.5
2076.525	999999	28727.5
2077.075	999999	28760.0
2077.625	999999	28797.5
2078.175	999999	28839.0
2078.725	999999	28880.5
2079.275	999999	28920.5
2079.825	999999	28957.0
2080.375	999999	28996.0
2080.925	999999	29038.0
2081.475	999999	29083.5
2082.025	999999	29129.0
2082.575	999999	29176.0
2083.125	999999	29220.0
2083.675	999999	29258.5
2084.225	999999	29298.5
2084.775	999999	29333.5
2085.325	999999	29369.5
2085.875	999999	29408.5
2086.425	999999	29445.0
2086.975	999999	29479.5
2087.525	999999	29510.5
2088.075	999999	29542.0
2088.625	999999	29572.0
2089.175	999999	29602.0
2089.725	999999	29633.5
2090.275	999999	29661.5
2090.825	999999	29685.0
2091.375	999999	29708.0
2091.925	999999	29732.0
2092.475	999999	29755.5
2093.025	999999	29778.0
2093.575	999999	29800.0
2094.125	999999	29822.5
2094.675	999999	29846.0
2095.225	999999	29868.5
2095.775	999999	29891.0
2096.325	999999	29914.0
2096.875	999999	29936.0
2097.425	999999	29958.0
2097.975	999999	29979.0
2098.525	999999	30001.0
2099.075	999999	30030.0
2099.625	999999	30067.0
2100.175	999999	30103.5
2100.725	999999	30137.0
2101.275	999999	30175.0
2101.825	999999	30214.0
2102.375	999999	30252.0
2102.925	999999	30291.0
2103.475	999999	30328.0
2104.025	999999	30368.5
2104.575	999999	30412.5
2105.125	999999	30455.0
2105.675	999999	30495.5
2106.225	999999	30544.0
2106.775	999999	30598.0
2107.325	999999	30643.5
2107.875	999999	30680.0
2108.425	999999	30715.0
2108.975	999999	30756.5
2109.525	999999	30796.0
2110.075	999999	30831.0
2110.625	999999	30865.0
2111.175	999999	30894.5
2111.725	999999	30921.0
2112.275	999999	30947.0
2112.825	999999	30973.0
2113.375	999999	30998.0
2113.925	999999	31021.5
2114.475	999999	31045.5
2115.025	999999	31070.5
2115.575	999999	31096.0
2116.125	999999	31121.0
2116.675	999999	31144.0
2117.225	999999	31164.5
2117.775	999999	31184.0
2118.325	999999	31206.0
2118.875	999999	31234.0
2119.425	999999	31271.0
2119.975	999999	31310.5
2120.525	999999	31348.5
2121.075	999999	31389.0
2121.625	999999	31428.5
2122.175	999999	31463.5
2122.725	999999	31499.0
2123.275	999999	31533.0
2123.825	999999	31566.5
2124.375	999999	31606.5
2124.925	999999	31648.0
2125.475	999999	31685.5
2126.025	999999	31721.5
2126.575	999999	31758.5
2127.125	999999	31798.0
2127.675	999999	31838.5
2128.225	999999	31875.5
2128.775	999999	31913.0
2129.325	999999	31949.0
2129.875	999999	31987.0
2130.425	999999	32026.0
2130.975	999999	32064.0
2131.525	999999	32104.0
2132.075	999999	32136.5
2132.625	999999	32165.0
2133.175	999999	32192.0
2133.725	999999	32217.5
2134.275	999999	32244.5
2134.825	999999	32272.5
2135.375	999999	32301.5
2135.925	999999	32332.0
2136.475	999999	32363.0
2137.025	999999	32391.5
2137.575	999999	32418.0
2138.125	999999	32444.5
2138.675	999999	32469.5
2139.225	999999	32492.0
2139.775	999999	32515.5
2140.325	999999	32540.0
2140.875	999999	32563.5
2141.425	999999	32585.0
2141.975	999999	32607.5
2142.525	999999	32630.5
2143.075	999999	32653.0
2143.625	999999	32676.5
2144.175	999999	32700.5
2144.725	999999	32725.0
2145.275	999999	32747.5
2145.825	999999	32768.5
2146.375	999999	32792.0
2146.925	999999	32815.0
2147.475	999999	32835.5
2148.025	999999	32858.0
2148.575	999999	32883.0
2149.125	999999	32910.5
2149.675	999999	32946.0
2150.225	999999	32990.0
2150.775	999999	33032.0
2151.325	999999	33068.5
2151.875	999999	33106.5
2152.425	999999	33146.0
2152.975	999999	33184.5
2153.525	999999	33225.0
2154.075	999999	33267.0
2154.625	999999	33311.5
2155.175	999999	33369.5
2155.725	999999	33425.5
2156.275	999999	33468.0
2156.825	999999	33507.0
2157.375	999999	33544.0
2157.925	999999	33584.5
2158.475	999999	33625.0
2159.025	999999	33669.5
2159.575	999999	33716.0
2160.125	999999	33760.5
2160.675	999999	33805.0
2161.225	999999	33844.0
2161.775	999999	33883.0
2162.325	999999	33923.5
2162.875	999999	33960.0
2163.425	999999	33993.0
2163.975	999999	34022.5
2164.525	999999	34052.5
2165.075	999999	34081.5
2165.625	999999	34106.5
2166.175	999999	34133.5
2166.725	999999	34161.0
2167.275	999999	34188.0
2167.825	999999	34219.5
2168.375	999999	34253.5
2168.925	999999	34288.0
2169.475	999999	34319.5
2170.025	999999	34347.0
2170.575	999999	34378.5
2171.125	999999	34411.0
2171.675	999999	34440.5
2172.225	999999	34470.0
2172.775	999999	34498.5
2173.325	999999	34526.0
2173.875	999999	34552.0
2174.425	999999	34577.5
2174.975	999999	34604.5
2175.525	999999	34630.0
2176.075	999999	34656.5
2176.625	999999	34681.5
2177.175	999999	34705.5
2177.725	999999	34732.5
2178.275	999999	34759.0
2178.825	999999	34785.5
2179.375	999999	34812.0
2179.925	999999	34838.5
2180.475	999999	34864.0
2181.025	999999	34889.0
2181.575	999999	34914.0
2182.125	999999	34938.0
2182.675	999999	34961.5
2183.225	999999	34987.0
2183.775	999999	35013.5
2184.325	999999	35038.0
2184.875	999999	35062.0
2185.425	999999	35086.5
2185.975	999999	35112.5
2186.525	999999	35138.5
2187.075	999999	35166.0
2187.625	999999	35192.5
2188.175	999999	35215.0
2188.725	999999	35238.5
2189.275	999999	35262.5
2189.825	999999	35285.0
2190.375	999999	35308.5
2190.925	999999	35333.0
2191.475	999999	35357.0
2192.025	999999	35381.0
2192.575	999999	35404.5
2193.125	999999	35428.5
2193.675	999999	35453.0
2194.225	999999	35477.5
2194.775	999999	35501.0
2195.325	999999	35524.0
2195.875	999999	35547.0
2196.425	999999	35570.0
2196.975	999999	35592.5
2197.525	999999	35614.0
2198.075	999999	35636.5
2198.625	999999	35658.0
2199.175	999999	35680.0
2199.725	999999	35704.0
2200.275	999999	35732.5
2200.825	999999	35768.0
2201.375	999999	35804.5
2201.925	999999	35840.5
2202.475	999999	35878.5
2203.025	999999	35917.5
2203.575	999999	35960.5
2204.125	999999	36005.5
2204.675	999999	36047.5
2205.225	999999	36096.5
2205.775	999999	36144.0
2206.325	999999	36193.5
2206.875	999999	36250.5
2207.425	999999	36302.0
2207.975	999999	36352.0
2208.525	999999	36402.0
2209.075	999999	36452.5
2209.625	999999	36499.0
2210.175	999999	36543.5
2210.725	999999	36591.0
2211.275	999999	36639.5
2211.825	999999	36694.0
2212.375	999999	36747.0
2212.925	999999	36793.0
2213.475	999999	36838.5
2214.025	999999	36892.5
2214.575	999999	36953.0
2215.125	999999	37007.5
2215.675	999999	37064.0
2216.225	999999	37118.0
2216.775	999999	37161.5
2217.325	999999	37206.0
2217.875	999999	37252.0
2218.425	999999	37298.0
2218.975	999999	37346.0
2219.525	999999	37394.5
2220.075	999999	37440.0
2220.625	999999	37480.0
2221.175	999999	37515.5
2221.725	999999	37550.0
2222.275	999999	37584.0
2222.825	999999	37612.5
2223.375	999999	37644.0
2223.925	999999	37684.5
2224.475	999999	37731.0
2225.025	999999	37774.5
2225.575	999999	37812.5
2226.125	999999	37854.0
2226.675	999999	37896.0
2227.225	999999	37938.0
2227.775	999999	37979.5
2228.325	999999	38020.5
2228.875	999999	38067.5
2229.425	999999	38122.0
2229.975	999999	38168.5
2230.525	999999	38213.5
2231.075	999999	38266.5
2231.625	999999	38314.0
2232.175	999999	38353.0
2232.725	999999	38390.5
2233.275	999999	38430.5
2233.825	999999	38469.0
2234.375	999999	38504.5
2234.925	999999	38536.5
2235.475	999999	38566.5
2236.025	999999	38597.0
2236.575	999999	38629.0
2237.125	999999	38661.5
2237.675	999999	38694.0
2238.225	999999	38725.0
2238.775	999999	38756.5
2239.325	999999	38788.5
2239.875	999999	38817.5
2240.425	999999	38845.0
2240.975	999999	38873.0
2241.525	999999	38901.0
2242.075	999999	38927.5
2242.625	999999	38953.0
2243.175	999999	38981.5
2243.725	999999	39016.5
2244.275	999999	39055.0
2244.825	999999	39096.0
2245.375	999999	39140.5
2245.925	999999	39191.5
2246.475	999999	39241.0
2247.025	999999	39288.5
2247.575	999999	39337.0
2248.125	999999	39389.5
2248.675	999999	39449.5
2249.225	999999	39501.0
2249.775	999999	39548.5
2250.325	999999	39605.5
2250.875	999999	39664.0
2251.425	999999	39710.5
2251.975	999999	39754.0
2252.525	999999	39795.0
2253.075	999999	39827.5
2253.625	999999	39861.5
2254.175	999999	39899.0
2254.725	999999	39936.5
2255.275	999999	39974.5
2255.825	999999	40014.0
2256.375	999999	40050.0
2256.925	999999	40085.5
2257.475	999999	40122.5
2258.025	999999	40159.0
2258.575	999999	40193.0
2259.125	999999	40223.5
2259.675	999999	40253.5
2260.225	999999	40284.0
2260.775	999999	40315.5
2261.325	999999	40346.0
2261.875	999999	40376.0
2262.425	999999	40406.5
2262.975	999999	40437.5
2263.525	999999	40469.0
2264.075	999999	40499.0
2264.625	999999	40526.0
2265.175	999999	40552.5
2265.725	999999	40579.0
2266.275	999999	40607.5
2266.825	999999	40637.0
2267.375	999999	40665.0
2267.925	999999	40693.5
2268.475	999999	40723.5
2269.025	999999	40755.5
2269.575	999999	40786.0
2270.125	999999	40815.0
2270.675	999999	40849.5
2271.225	999999	40892.5
2271.775	999999	40943.0
2272.325	999999	41001.0
2272.875	999999	41065.0
2273.425	999999	41126.0
2273.975	999999	41184.0
2274.525	999999	41244.0
2275.075	999999	41303.0
2275.625	999999	41356.5
2276.175	999999	41404.0
2276.725	999999	41455.0
2277.275	999999	41510.0
2277.825	999999	41562.0
2278.375	999999	41617.0
2278.925	999999	41673.0
2279.475	999999	41722.5
2280.025	999999	41772.0
2280.575	999999	41821.5
2281.125	999999	41865.0
2281.675	3.01	41903.0
2282.225	2.04	41938.5
2282.775	8.71	41972.5
2283.325	2.96	42004.5
2283.875	3.59	42037.5
2284.425	4.22	42075.0
2284.975	9.88	42114.0
2285.525	10.24	42154.0
2286.075	12.89	42194.5
2286.625	5.29	42233.0
2287.175	8.64	42271.5
2287.725	5.27	42310.0
2288.275	3.79	42347.5
2288.825	7.65	42382.5
2289.375	8.42	42418.5
2289.925	4.52	42458.5
2290.475	3.43	42499.0
2291.025	3.48	42538.5
2291.575	4.74	42574.5
2292.125	2.57	42608.5
2292.675	6.25	42644.0
2293.225	5.73	42679.5
2293.775	4.46	42716.0
2294.325	3.75	42752.5
2294.875	8.31	42789.0
2295.425	4.53	42827.0
2295.975	6.62	42864.0
2296.525	3.05	42899.5
2297.075	3.86	42933.0
2297.625	3.3	42964.5
2298.175	5.97	42995.5
2298.725	5.61	43026.5
2299.275	3.43	43058.0
2299.825	4.22	43089.5
2300.375	3.3	43119.5
2300.925	2.93	43150.0
2301.475	3.08	43180.5
2302.025	4.97	43211.0
2302.575	4.15	43244.0
2303.125	1.87	43276.0
2303.675	3.8	43308.0
2304.225	6.3	43340.5
2304.775	6.99	43370.5
2305.325	6.36	43400.0
2305.875	6.64	43430.0
2306.425	5.56	43460.0
2306.975	5.27	43491.0
2307.525	3.54	43522.0
2308.075	5.78	43551.5
2308.625	3.01	43579.5
2309.175	4.15	43607.5
2309.725	3.98	43637.5
2310.275	5.64	43666.5
2310.825	3.43	43695.5
2311.375	2.55	43724.5
2311.925	5.35	43752.5
2312.475	9.84	43781.5
2313.025	3.35	43811.5
2313.575	1.73	43840.5
2314.125	4.17	43868.0
2314.675	3.3	43896.5
2315.225	4.79	43925.5
2315.775	2.65	43955.5
2316.325	1.65	43985.5
2316.875	3.56	44013.0
2317.425	2.03	44040.5
2317.975	2.49	44069.5
2318.525	2.52	44100.0
2319.075	2.66	44130.5
2319.625	4.31	44159.5
2320.175	2.43	44188.0
2320.725	2.06	44215.0
2321.275	1.62	44242.0
2321.825	1.47	44269.5
2322.375	2.03	44296.0
2322.925	2.07	44322.5
2323.475	2.51	44349.0
2324.025	3.52	44377.0
2324.575	4.32	44417.0
2325.125	3.97	44468.0
2325.675	3.82	44519.5
2326.225	6.16	44574.5
2326.775	6.78	44632.5
2327.325	4.14	44689.0
2327.875	4.11	44743.0
2328.425	5.98	44797.5
2328.975	4.18	44851.0
2329.525	3.63	44898.5
2330.075	3.51	44947.0
2330.625	4.06	44998.5
2331.175	3.6	45047.5
2331.725	4.09	45105.0
2332.275	3.55	45161.5
2332.825	5.69	45215.5
2333.375	3.66	45274.5
2333.925	3.93	45330.0
2334.475	8.04	45389.5
2335.025	6.53	45455.0
2335.575	6.37	45516.0
2336.125	8.15	45573.5
2336.675	5.12	45633.0
2337.225	5.26	45692.0
2337.775	5.66	45747.5
2338.325	4.05	45798.0
2338.875	3.29	45852.0
2339.425	7.25	45903.5
2339.975	2.91	45945.5
2340.525	3.2	45984.5
2341.075	2.86	46026.0
2341.625	3.38	46076.5
2342.175	2.26	46125.5
2342.725	3.31	46167.0
2343.275	3.44	46211.0
2343.825	2.97	46253.0
2344.375	1.82	46290.0
2344.925	2.84	46328.5
2345.475	2.04	46366.5
2346.025	2.03	46402.5
2346.575	3.97	46439.0
2347.125	2.54	46476.5
2347.675	5.06	46520.0
2348.225	3.14	46562.5
2348.775	2.72	46599.0
2349.325	3.1	46634.5
2349.875	1.87	46669.0
2350.425	2.85	46704.0
2350.975	4.3	46747.5
2351.525	4.24	46805.0
2352.075	3.3	46862.0
2352.625	4.29	46910.5
2353.175	5.97	46959.5
2353.725	3.67	47008.5
2354.275	2.49	47053.5
2354.825	2.58	47099.5
2355.375	2.62	47143.0
2355.925	2.34	47183.0
2356.475	4.11	47225.0
2357.025	2.77	47267.0
2357.575	4.18	47309.5
2358.125	3.33	47357.0
2358.675	3.18	47404.0
2359.225	1.81	47451.0
2359.775	5.17	47496.5
2360.325	3.52	47538.5
2360.875	2.96	47582.0
2361.425	4.2	47627.0
2361.975	4.36	47675.0
2362.525	8.47	47721.5
2363.075	4.17	47765.5
2363.625	4.38	47809.5
2364.175	8.24	47855.0
2364.725	3.95	47900.5
2365.275	999999	47943.5
2365.825	999999	47984.5
2366.375	4.17	48027.5
2366.925	5.15	48070.5
2367.475	4.84	48113.5
2368.025	2.98	48158.5
2368.575	3.92	48202.0
2369.125	4.97	48245.5
2369.675	5.15	48292.0
2370.225	3.21	48338.5
2370.775	2.99	48381.0
2371.325	4.65	48424.5
2371.875	4.58	48471.0
2372.425	4.35	48514.5
2372.975	2.33	48558.5
2373.525	1.99	48603.5
2374.075	5.22	48648.5
2374.625	5.51	48693.0
2375.175	4.87	48736.0
2375.725	7.05	48782.0
2376.275	6.23	48828.0
2376.825	10.22	48869.5
2377.375	7.79	48910.0
2377.925	4.03	48952.0
2378.475	3.26	48994.0
2379.025	5.16	49037.5
2379.575	5.24	49084.5
2380.125	4.43	49132.5
2380.675	5.58	49178.0
2381.225	6.91	49220.0
2381.775	5.5	49260.0
2382.325	2.75	49299.0
2382.875	5.5	49336.0
2383.425	9.21	49374.0
2383.975	7.03	49413.5
2384.525	2.46	49454.0
2385.075	6.7	49495.0
2385.625	3.34	49534.0
2386.175	3.46	49572.0
2386.725	4.08	49613.0
2387.275	3.59	49656.5
2387.825	3.05	49697.0
2388.375	2.91	49734.5
2388.925	3.62	49772.5
2389.475	4.69	49810.5
2390.025	4.1	49848.5
2390.575	4.91	49888.5
2391.125	3.07	49929.0
2391.675	10.67	49968.0
2392.225	5.83	50006.0
2392.775	6.48	50046.5
2393.325	3.6	50085.5
2393.875	5.58	50122.5
2394.425	4.36	50159.5
2394.975	5.54	50195.5
2395.525	3.85	50233.0
2396.075	5.36	50272.5
2396.625	8.25	50312.0
2397.175	3.41	50350.5
2397.725	5.09	50391.0
2398.275	5.11	50431.0
2398.825	3.2	50468.5
2399.375	3.91	50506.0
2399.925	5.52	50544.0
2400.475	4.18	50581.5
2401.025	5.27	50619.0
2401.575	4.41	50656.5
2402.125	6.79	50694.0
2402.675	5.26	50733.0
2403.225	7.15	50772.5
2403.775	7.68	50812.0
2404.325	5.54	50850.0
2404.875	3.73	50887.5
2405.425	3.97	50925.5
2405.975	4.73	50963.5
2406.525	3.68	51002.5
2407.075	5.6	51040.0
2407.625	4.4	51078.0
2408.175	3.87	51117.5
2408.725	3.45	51155.0
2409.275	4.17	51191.0
2409.825	3.75	51228.0
2410.375	3.95	51265.5
2410.925	4.02	51303.0
2411.475	4.95	51340.5
2412.025	6.67	51378.0
2412.575	3.81	51416.5
2413.125	11.6	51454.5
2413.675	4.37	51490.5
2414.225	2.36	51528.0
2414.775	3.31	51567.0
2415.325	3.67	51602.0
2415.875	3.92	51635.0
2416.425	2.54	51671.0
2416.975	3.68	51711.0
2417.525	7.67	51758.5
2418.075	2.93	51802.5
2418.625	2.3	51838.0
2419.175	3.54	51876.0
2419.725	2.66	51916.0
2420.275	1.81	51952.5
2420.825	3.2	51992.5
2421.375	3.71	52055.5
2421.925	5.02	52126.5
2422.475	3.41	52193.0
2423.025	4.27	52259.5
2423.575	4.27	52330.0
2424.125	4.17	52403.0
2424.675	3.96	52469.5
2425.225	5.34	52531.0
2425.775	4.74	52595.0
2426.325	7.2	52660.0
2426.875	3.74	52710.5
2427.425	3.55	52749.0
2427.975	1.84	52794.0
2428.525	2.62	52856.0
2429.075	3.96	52929.5
2429.625	4.1	53000.0
2430.175	7.97	53065.5
2430.725	7.02	53130.5
2431.275	9.84	53186.5
2431.825	4.28	53230.5
2432.375	3.38	53270.5
2432.925	3.62	53312.5
2433.475	1.96	53357.0
2434.025	3.41	53400.5
2434.575	2.3	53440.5
2435.125	2.09	53478.5
2435.675	3.17	53519.0
2436.225	4.32	53576.5
2436.775	4.41	53643.5
2437.325	6.73	53712.0
2437.875	5.34	53784.0
2438.425	4.83	53847.5
2438.975	5.86	53906.5
2439.525	4.98	53970.0
2440.075	7.54	54045.0
2440.625	5.37	54116.5
2441.175	4.85	54176.0
2441.725	8.65	54230.0
2442.275	6.66	54280.5
2442.825	4.34	54331.0
2443.375	4.25	54377.0
2443.925	3.79	54423.0
2444.475	3.42	54470.5
2445.025	5	54517.5
2445.575	4.33	54567.5
2446.125	2.85	54618.5
2446.675	3.98	54667.5
2447.225	4.94	54715.0
2447.775	3.98	54761.0
2448.325	4.31	54806.5
2448.875	4.26	54852.5
2449.425	4.02	54898.0
2449.975	4.02	54944.0
2450.525	3.46	54992.5
2451.075	4.46	55040.0
2451.625	3.09	55085.0
2452.175	5.27	55131.5
2452.725	3.59	55181.0
2453.275	3.66	55230.5
2453.825	4.04	55278.0
2454.375	3.16	55322.5
2454.925	2.69	55365.0
2455.475	3.93	55407.5
2456.025	4.97	55449.0
2456.575	2.95	55492.5
2457.125	2.45	55535.5
2457.675	3.9	55575.5
2458.225	2.98	55617.0
2458.775	2.81	55661.5
2459.325	2.9	55705.0
2459.875	1.63	55745.0
2460.425	3.63	55793.5
2460.975	4.17	55850.0
2461.525	2.61	55902.5
2462.075	2.85	55947.0
