Depth (m)	Ca	Age
Midpoint	(ppb)	(yr B.P.)

2349.325	32.80	46634.5
2349.875	24.00	46669.0
2350.425	38.80	46704.0
2350.975	202.00	46747.5
2351.525	190.80	46805.0
2352.075	174.40	46862.0
2352.625	164.00	46910.5
2353.175	116.80	46959.5
2353.725	106.80	47008.5
2354.275	78.00	47053.5
2354.825	78.40	47099.5
2355.375	69.20	47143.0
2355.925	77.60	47183.0
2356.475	80.80	47225.0
2357.025	44.80	47267.0
2357.575	43.60	47309.5
2358.125	51.20	47357.0
2358.675	54.00	47404.0
2359.225	56.00	47451.0
2359.775	50.40	47496.5
2360.325	42.00	47538.5
2360.875	43.20	47582.0
2361.425	55.20	47627.0
2361.975	60.80	47675.0
2362.525	60.40	47721.5
2363.075	64.00	47765.5
2363.625	67.20	47809.5
2364.175	66.40	47855.0
2364.725	67.60	47900.5
2365.275	59.60	47943.5
2365.825	60.00	47984.5
2366.375	64.80	48027.5
2366.925	65.20	48070.5
2367.475	51.60	48113.5
2368.025	45.60	48158.5
2368.575	46.80	48202.0
2369.125	50.80	48245.5
2369.675	52.80	48292.0
2370.225	50.00	48338.5
2370.775	49.60	48381.0
2371.325	45.20	48424.5
2371.875	48.80	48471.0
2372.425	46.40	48514.5
2372.975	51.60	48558.5
2373.525	57.20	48603.5
2374.075	54.80	48648.5
2374.625	50.00	48693.0
2375.175	47.60	48736.0
2375.725	57.60	48782.0
2376.275	44.00	48828.0
2376.825	40.00	48869.5
2377.375	40.40	48910.0
2377.925	35.20	48952.0
2378.475	36.40	48994.0
2379.025	40.40	49037.5
2379.575	39.60	49084.5
2380.125	41.20	49132.5
2380.675	36.00	49178.0
2381.225	37.60	49220.0
2381.775	38.40	49260.0
2382.325	33.20	49299.0
2382.875	26.80	49336.0
2383.425	28.80	49374.0
2383.975	22.40	49413.5
2384.525	21.20	49454.0
2385.075	26.80	49495.0
2385.625	24.40	49534.0
2386.175	25.20	49572.0
2386.725	33.20	49613.0
2387.275	35.60	49656.5
2387.825	30.40	49697.0
2388.375	31.20	49734.5
2388.925	35.20	49772.5
2389.475	31.60	49810.5
2390.025	24.80	49848.5
2390.575	24.80	49888.5
2391.125	26.00	49929.0
2391.675	28.40	49968.0
2392.225	28.00	50006.0
2392.775	24.40	50046.5
2393.325	26.40	50085.5
2393.875	26.80	50122.5
2394.425	26.40	50159.5
2394.975	24.80	50195.5
2395.525	25.60	50233.0
2396.075	30.40	50272.5
2396.625	24.80	50312.0
2397.175	24.40	50350.5
2397.725	26.40	50391.0
2398.275	26.80	50431.0
2398.825	23.20	50468.5
2399.375	23.60	50506.0
2399.925	22.40	50544.0
2400.475	28.00	50581.5
2401.025	27.20	50619.0
2401.575	27.60	50656.5
2402.125	29.20	50694.0
2402.675	24.00	50733.0
2403.225	25.20	50772.5
2403.775	24.40	50812.0
2404.325	19.60	50850.0
2404.875	25.60	50887.5
2405.425	26.80	50925.5
2405.975	26.40	50963.5
2406.525	26.40	51002.5
2407.075	23.20	51040.0
2407.625	22.00	51078.0
2408.175	21.20	51117.5
2408.725	999999	51155.0
2409.275	26.00	51191.0
2409.825	27.60	51228.0
2410.375	30.40	51265.5
2410.925	26.00	51303.0
2411.475	28.80	51340.5
2412.025	32.40	51378.0
2412.575	35.60	51416.5
2413.125	35.20	51454.5
2413.675	26.00	51490.5
2414.225	24.00	51528.0
2414.775	27.20	51567.0
2415.325	26.80	51602.0
2415.875	24.00	51635.0
2416.425	29.20	51671.0
2416.975	48.40	51711.0
2417.525	63.60	51758.5
2418.075	30.80	51802.5
2418.625	25.20	51838.0
2419.175	26.00	51876.0
2419.725	34.40	51916.0
2420.275	36.40	51952.5
2420.825	94.40	51992.5
2421.375	172.00	52055.5
2421.925	199.20	52126.5
2422.475	202.00	52193.0
2423.025	235.60	52259.5
2423.575	159.20	52330.0
2424.125	175.60	52403.0
2424.675	180.80	52469.5
2425.225	187.20	52531.0
2425.775	162.40	52595.0
2426.325	125.60	52660.0
2426.875	58.80	52710.5
2427.425	23.60	52749.0
2427.975	57.60	52794.0
2428.525	126.80	52856.0
2429.075	143.60	52929.5
2429.625	164.00	53000.0
2430.175	161.60	53065.5
2430.725	242.00	53130.5
2431.275	208.40	53186.5
2431.825	34.00	53230.5
2432.375	26.80	53270.5
2432.925	26.00	53312.5
2433.475	27.20	53357.0
2434.025	43.60	53400.5
2434.575	42.80	53440.5
2435.125	38.00	53478.5
2435.675	89.60	53519.0
2436.225	204.00	53576.5
2436.775	344.40	53643.5
2437.325	282.80	53712.0
2437.875	286.80	53784.0
2438.425	305.20	53847.5
2438.975	344.40	53906.5
2439.525	328.40	53970.0
2440.075	323.20	54045.0
2440.625	283.60	54116.5
2441.175	141.20	54176.0
2441.725	92.40	54230.0
2442.275	74.40	54280.5
2442.825	62.40	54331.0
2443.375	53.20	54377.0
2443.925	46.40	54423.0
2444.475	45.60	54470.5
2445.025	49.20	54517.5
2445.575	54.00	54567.5
2446.125	45.60	54618.5
2446.675	44.00	54667.5
2447.225	47.60	54715.0
2447.775	52.00	54761.0
2448.325	41.60	54806.5
2448.875	38.40	54852.5
2449.425	40.00	54898.0
2449.975	43.60	54944.0
2450.525	40.00	54992.5
2451.075	37.20	55040.0
2451.625	36.80	55085.0
2452.175	36.80	55131.5
2452.725	35.60	55181.0
2453.275	36.00	55230.5
2453.825	38.40	55278.0
2454.375	36.40	55322.5
2454.925	30.40	55365.0
2455.475	35.60	55407.5
2456.025	33.20	55449.0
2456.575	42.00	55492.5
2457.125	28.40	55535.5
2457.675	30.80	55575.5
2458.225	32.40	55617.0
2458.775	38.80	55661.5
2459.325	35.20	55705.0
2459.875	29.60	55745.0
2460.425	93.60	55793.5
2460.975	113.60	55850.0
2461.525	59.60	55902.5
2462.075	36.80	55947.0
2462.625	32.40	55987.5
2463.175	155.60	56040.5
2463.725	166.80	56106.5
2464.275	218.00	56173.5
2464.825	236.80	56242.5
2465.375	123.60	56304.0
2465.925	62.40	56355.0
2466.475	34.00	56399.5
2467.025	35.60	56442.5
2467.575	35.60	56486.5
2468.125	40.40	56530.5
2468.675	61.60	56581.5
2469.225	36.80	56630.0
2469.775	32.40	56672.0
2470.325	28.40	56712.5
2470.875	26.80	56752.0
2471.425	31.60	56791.0
2471.975	41.60	56831.0
2472.525	153.60	56883.0
2473.075	186.80	56946.0
2473.625	181.60	57015.0
2474.175	75.20	57078.5
2474.725	35.60	57124.5
2475.275	29.20	57163.0
2475.825	36.00	57206.5
2476.375	108.80	57261.5
2476.925	221.60	57330.0
2477.475	204.80	57403.0
2478.025	224.00	57478.5
2478.575	216.80	57554.0
2479.125	256.00	57637.0
2479.675	228.80	57725.5
2480.225	246.00	57804.5
2480.775	232.00	57888.0
2481.325	286.40	57973.5
2481.875	281.20	58046.5
2482.425	319.20	58116.0
2482.975	352.00	58186.0
2483.525	226.00	58254.0
2484.075	244.80	58325.0
2484.625	247.60	58397.5
2485.175	224.40	58475.0
2485.725	310.40	58550.0
2486.275	272.80	58612.5
2486.825	274.00	58678.0
2487.375	290.40	58754.0
2487.925	297.60	58825.0
2488.475	276.40	58897.5
2489.025	315.20	58981.0
2489.575	333.60	59063.5
2490.125	336.40	59146.0
2490.675	348.80	59234.0
2491.225	322.80	59323.0
2491.775	311.60	59414.5
2492.325	350.00	59510.0
2492.875	374.40	59605.0
2493.425	358.80	59693.0
2493.975	358.40	59772.5
2494.525	396.80	59849.5
2495.075	436.80	59942.5
2495.625	386.00	60040.0
2496.175	408.40	60134.0
2496.725	346.00	60233.0
2497.275	463.60	60333.0
2497.825	400.80	60430.5
2498.375	388.80	60523.0
2498.925	340.00	60618.0
2499.475	372.40	60723.0
2500.025	285.60	60821.5
2500.575	207.20	60907.0
2501.125	154.00	60989.0
2501.675	153.20	61065.5
2502.225	135.60	61143.0
2502.775	202.80	61222.0
2503.325	245.20	61304.5
2503.875	181.60	61383.0
2504.425	127.60	61456.5
2504.975	60.00	61519.0
2505.525	50.40	61569.0
2506.075	46.00	61619.5
2506.625	46.80	61673.0
2507.175	74.40	61729.0
2507.725	166.80	61799.0
2508.275	272.40	61894.5
2508.825	253.60	61995.0
2509.375	280.80	62096.5
2509.925	288.40	62203.0
2510.475	277.20	62306.0
2511.025	260.00	62406.5
2511.575	240.80	62500.0
2512.125	271.60	62590.0
2512.675	206.80	62673.5
2513.225	280.00	62757.5
2513.775	449.20	62856.0
2514.325	410.80	62963.5
2514.875	318.40	63077.5
2515.425	369.60	63199.5
2515.975	378.40	63312.0
2516.525	402.40	63420.0
2517.075	407.60	63532.5
2517.625	338.80	63635.0
2518.175	285.60	63733.0
2518.725	260.40	63831.0
2519.275	268.00	63927.5
2519.825	227.20	64027.5
2520.375	243.20	64131.0
2520.925	246.00	64223.0
2521.475	248.00	64318.5
2522.025	200.00	64419.5
2522.575	230.80	64517.0
2523.125	193.60	64621.0
2523.675	184.40	64726.0
2524.225	168.80	64823.5
2524.775	294.80	64923.5
2525.325	345.20	65035.5
2525.875	342.80	65150.5
2526.425	313.60	65264.0
2526.975	336.00	65368.5
2527.525	376.40	65470.0
2528.075	344.40	65572.5
2528.625	307.60	65678.5
2529.175	309.20	65790.5
2529.725	176.80	65909.5
2530.275	180.40	66024.5
2530.825	153.20	66127.5
2531.375	138.80	66226.0
2531.925	130.00	66321.5
2532.475	131.20	66419.0
2533.025	154.00	66526.5
2533.575	142.80	66638.0
2534.125	163.20	66739.5
2534.675	106.80	66828.5
2535.225	59.20	66901.5
2535.775	42.80	66962.0
2536.325	77.60	67025.0
2536.875	241.60	67116.5
2537.425	319.60	67229.0
2537.975	335.20	67343.5
2538.525	336.80	67472.0
2539.075	231.60	67596.0
2539.625	167.60	67704.5
2540.175	154.00	67802.0
2540.725	84.40	67886.0
2541.275	66.80	67971.5
2541.825	58.80	68050.5
2542.375	54.00	68123.5
2542.925	49.60	68199.5
2543.475	40.40	68268.0
2544.025	33.60	68330.0
2544.575	34.80	68391.0
2545.125	30.80	68452.0
2545.675	41.20	68513.0
2546.225	42.00	68573.5
2546.775	45.20	68634.5
2547.325	28.80	68693.5
2547.875	28.80	68753.5
2548.425	27.60	68813.0
2548.975	25.20	68870.5
2549.525	28.40	68929.0
2550.075	22.40	68981.5
2550.625	24.40	69035.0
2551.175	22.00	69092.5
2551.725	32.00	69149.0
2552.275	29.60	69205.0
2552.825	30.40	69257.0
2553.375	30.80	69309.0
2553.925	32.80	69362.0
2554.475	35.60	69414.5
2555.025	32.00	69466.0
2555.575	25.20	69515.5
2556.125	28.00	69566.0
2556.675	25.20	69616.0
2557.225	42.00	69664.5
2557.775	96.40	69718.0
2558.325	311.60	69810.0
2558.875	384.40	69949.5
2559.425	363.60	70097.0
2559.975	408.40	70247.5
2560.525	364.00	70400.5
2561.075	408.80	70555.0
2561.625	375.20	70703.5
2562.175	366.80	70857.0
2562.725	412.00	71016.5
2563.275	419.20	71168.0
2563.825	412.40	71322.0
2564.375	376.00	71476.0
2564.925	222.40	71605.0
2565.475	85.60	71699.0
2566.025	34.80	71774.5
2566.575	43.20	71845.5
2567.125	42.00	71921.0
2567.675	40.00	71996.5
2568.225	40.80	72070.5
2568.775	42.40	72142.5
2569.325	28.80	72213.0
2569.875	24.40	72280.5
2570.425	22.80	72350.0
2570.975	24.00	72418.5
2571.525	22.80	72483.5
2572.075	27.60	72549.0
2572.625	34.40	72613.5
2573.175	30.00	72678.0
2573.725	28.40	72744.0
2574.275	31.60	72809.5
2574.825	30.80	72873.0
2575.375	30.00	72936.5
2575.925	28.00	73001.0
2576.475	28.80	73062.5
2577.025	22.80	73120.5
2577.575	28.00	73180.5
2578.125	24.80	73242.0
2578.675	23.60	73302.0
2579.225	22.80	73363.0
2579.775	28.40	73423.0
2580.325	31.20	73483.0
2580.875	26.80	73543.5
2581.425	24.80	73603.0
2581.975	26.40	73660.5
2582.525	25.60	73717.5
2583.075	32.40	73775.5
2583.625	42.40	73835.0
2584.175	31.20	73893.0
2584.725	27.20	73946.0
2585.275	34.40	74002.0
2585.825	156.80	74092.5
2586.375	178.80	74218.0
2586.925	170.40	74346.0
2587.475	162.40	74475.0
2588.025	208.40	74623.0
2588.575	178.40	74776.0
2589.125	184.80	74925.0
2589.675	195.20	75070.5
2590.225	198.00	75215.0
2590.775	137.20	75353.0
2591.325	82.40	75465.5
2591.875	42.80	75561.0
2592.425	31.60	75644.5
2592.975	25.20	75720.0
2593.525	27.60	75790.5
2594.075	35.60	75868.5
2594.625	50.80	75958.0
2595.175	48.80	76048.5
2595.725	46.80	76139.0
2596.275	36.80	76225.0
2596.825	33.60	76306.0
2597.375	35.20	76388.5
2597.925	30.40	76469.5
2598.475	26.00	76548.0
2599.025	20.40	76622.0
2599.575	19.20	76692.0
2600.125	20.00	76762.5
2600.675	20.00	76833.0
2601.225	23.20	76908.5
2601.775	25.60	76986.0
2602.325	20.40	77057.5
2602.875	36.40	77133.0
2603.425	44.00	77221.0
2603.975	33.60	77311.0
2604.525	28.80	77396.0
2605.075	31.20	77480.0
2605.625	27.20	77565.0
2606.175	28.00	77649.0
2606.725	38.80	77729.0
2607.275	32.40	77806.5
2607.825	32.40	77883.5
2608.375	31.20	77961.5
2608.925	30.40	78039.5
2609.475	32.80	78117.5
2610.025	26.80	78196.5
2610.575	22.80	78272.5
2611.125	25.60	78350.5
2611.675	22.00	78430.0
2612.225	21.60	78502.5
2612.775	24.40	78571.0
2613.325	23.20	78640.5
2613.875	22.00	78712.5
2614.425	22.00	78785.0
2614.975	20.40	78857.0
2615.525	29.20	78929.0
2616.075	19.60	79000.0
2616.625	26.80	79072.0
2617.175	29.60	79144.5
2617.725	28.40	79215.0
2618.275	28.00	79283.0
2618.825	32.40	79351.5
2619.375	30.80	79421.5
2619.925	28.00	79490.5
2620.475	36.00	79557.5
2621.025	999999	79625.0
2621.575	22.80	79693.0
2622.125	24.40	79760.0
2622.675	24.80	79828.0
2623.225	18.40	79896.0
2623.775	21.20	79965.5
2624.325	24.00	80035.5
2624.875	25.20	80103.0
2625.425	28.40	80171.0
2625.975	25.20	80240.5
2626.525	20.80	80310.5
2627.075	22.80	80383.0
2627.625	24.00	80457.5
2628.175	26.00	80529.5
2628.725	26.80	80598.5
2629.275	22.40	80668.0
2629.825	20.40	80737.0
2630.375	14.80	80804.5
2630.925	21.60	80872.5
2631.475	22.00	80941.5
2632.025	22.80	81012.0
2632.575	28.40	81084.5
2633.125	26.40	81154.5
2633.675	21.60	81220.0
2634.225	19.60	81284.5
2634.775	20.40	81351.0
2635.325	18.80	81421.5
2635.875	20.40	81493.0
2636.425	21.20	81564.0
2636.975	25.20	81635.0
2637.525	20.40	81704.5
2638.075	16.40	81771.5
2638.625	18.40	81836.5
2639.175	14.00	81902.0
2639.725	13.60	81967.5
2640.275	14.80	82033.5
2640.825	17.60	82101.5
2641.375	20.00	82170.0
2641.925	16.80	82237.0
2642.475	20.00	82302.5
2643.025	17.60	82368.5
2643.575	22.40	82437.0
2644.125	17.20	82507.5
2644.675	29.60	82577.5
2645.225	34.00	82646.5
2645.775	21.20	82714.0
2646.325	31.60	82780.5
2646.875	21.60	82846.5
2647.425	19.60	82910.5
2647.975	25.20	82974.0
2648.525	26.40	83039.0
2649.075	71.60	83122.0
2649.625	91.20	83218.5
2650.175	68.00	83303.5
2650.725	62.40	83381.5
2651.275	132.00	83466.5
2651.825	139.20	83561.0
2652.375	126.80	83660.0
2652.925	133.20	83753.5
2653.475	129.20	83847.5
2654.025	136.80	83943.5
2654.575	166.80	84039.0
2655.125	163.60	84138.0
2655.675	182.80	84240.5
2656.225	133.60	84348.5
2656.775	160.80	84455.0
2657.325	200.00	84563.0
2657.875	213.20	84674.0
2658.425	214.00	84782.5
2658.975	188.80	84898.0
2659.525	199.20	85020.0
2660.075	231.60	85137.0
2660.625	216.40	85262.0
2661.175	191.60	85390.5
2661.725	192.80	85513.0
2662.275	217.20	85641.5
2662.825	248.80	85780.0
2663.375	246.40	85920.0
2663.925	172.80	86053.0
2664.475	54.80	86167.5
2665.025	51.20	86264.5
2665.575	68.80	86367.0
2666.125	54.00	86474.5
2666.675	38.00	86574.0
2667.225	39.60	86670.5
2667.775	42.40	86768.0
2668.325	38.00	86862.5
2668.875	37.60	86955.5
2669.425	36.80	87047.5
2669.975	34.00	87138.0
2670.525	34.00	87230.5
2671.075	27.60	87329.5
2671.625	21.20	87430.5
2672.175	20.40	87526.5
2672.725	14.40	87616.5
2673.275	14.80	87705.0
2673.825	17.60	87797.0
2674.375	14.40	87888.5
2674.925	13.20	87978.5
2675.475	13.20	88068.5
2676.025	15.60	88156.5
2676.575	12.40	88246.5
2677.125	14.80	88337.5
2677.675	18.40	88430.5
2678.225	14.80	88526.5
2678.775	22.00	88620.5
2679.325	52.80	88724.5
2679.875	37.60	88835.5
2680.425	37.60	88945.0
2680.975	41.20	89055.5
2681.525	46.00	89167.5
2682.075	40.00	89281.0
2682.625	46.80	89398.5
2683.175	42.00	89519.5
2683.725	35.60	89635.5
2684.275	42.80	89749.0
2684.825	53.20	89862.0
2685.375	43.20	89980.5
2685.925	41.20	90103.0
2686.475	49.20	90227.0
2687.025	53.60	90359.0
2687.575	44.00	90489.0
2688.125	33.60	90613.5
2688.675	35.60	90739.5
2689.225	33.60	90863.5
2689.775	41.20	90984.5
2690.325	42.80	91111.0
2690.875	30.80	91237.5
2691.425	33.60	91357.5
2691.975	27.60	91478.5
2692.525	29.60	91604.5
2693.075	28.80	91730.5
2693.625	36.40	91861.0
2694.175	34.80	91994.5
2694.725	30.80	92121.5
2695.275	34.80	92246.5
2695.825	26.40	92373.5
2696.375	29.20	92505.5
2696.925	31.20	92637.5
2697.475	31.60	92761.0
2698.025	41.20	92888.5
2698.575	31.60	93019.0
2699.125	29.20	93141.5
2699.675	27.60	93263.5
2700.225	30.80	93387.0
2700.775	38.80	93512.0
2701.325	29.60	93637.5
2701.875	40.00	93764.0
2702.425	34.40	93890.0
2702.975	36.00	94014.0
2703.525	42.40	94141.0
2704.075	33.20	94266.0
2704.625	33.60	94390.0
2705.175	28.80	94510.5
2705.725	28.00	94627.0
2706.275	29.60	94748.5
2706.825	29.20	94869.0
2707.375	34.00	94989.0
2707.925	30.40	95110.5
2708.475	30.00	95233.0
2709.025	31.20	95357.0
2709.575	32.40	95478.5
2710.125	36.00	95601.5
2710.675	28.00	95724.0
2711.225	23.20	95839.0
2711.775	28.40	95954.5
2712.325	34.00	96083.0
2712.875	27.60	96212.0
2713.425	28.80	96332.0
2713.975	41.60	96456.5
2714.525	28.80	96584.0
2715.075	28.00	96706.0
2715.625	24.00	96823.5
2716.175	23.60	96938.5
2716.725	21.20	97056.0
2717.275	26.00	97176.0
2717.825	24.00	97294.5
2718.375	24.80	97412.5
2718.925	25.60	97531.0
2719.475	23.20	97649.5
2720.025	33.60	97766.5
2720.575	26.80	97884.5
2721.125	24.80	98004.5
2721.675	22.80	98118.0
2722.225	26.00	98230.5
2722.775	19.20	98344.5
2723.325	20.00	98456.0
2723.875	20.40	98568.0
2724.425	21.60	98679.0
2724.975	20.40	98789.5
2725.525	21.20	98897.5
2726.075	20.80	99007.0
2726.625	20.00	99120.5
2727.175	16.80	99233.0
2727.725	20.80	99347.0
2728.275	23.20	99462.0
2728.825	19.60	99574.5
2729.375	20.00	99689.5
2729.925	23.20	99804.0
2730.475	19.60	99915.0
2731.025	20.40	100025.0
2731.575	20.40	100134.5
2732.125	22.40	100242.5
2732.675	18.80	100351.0
2733.225	22.00	100459.5
2733.775	15.20	100568.5
2734.325	14.40	100675.5
2734.875	13.60	100779.0
2735.425	15.60	100883.5
2735.975	18.00	100990.0
2736.525	15.60	101095.0
2737.075	19.20	101197.5
2737.625	16.80	101302.0
2738.175	17.60	101410.0
2738.725	19.60	101517.5
2739.275	19.60	101622.5
2739.825	17.20	101727.5
2740.375	16.00	101831.5
2740.925	22.00	101937.5
2741.475	17.20	102043.0
2742.025	18.00	102146.0
2742.575	16.80	102250.0
2743.125	16.80	102351.5
2743.675	16.80	102452.0
2744.225	18.40	102553.5
2744.775	16.80	102654.0
2745.325	16.40	102752.5
2745.875	18.80	102852.0
2746.425	22.00	102956.5
2746.975	19.20	103064.5
2747.525	19.20	103172.0
2748.075	23.20	103275.5
2748.625	17.60	103377.5
2749.175	16.40	103478.0
2749.725	16.40	103578.0
2750.275	17.20	103682.5
2750.825	16.40	103789.5
2751.375	38.00	103903.0
2751.925	58.40	104040.5
2752.475	42.80	104180.0
2753.025	41.60	104306.0
2753.575	78.00	104450.5
2754.125	81.20	104600.0
2754.675	28.80	104726.0
2755.225	28.00	104840.5
2755.775	59.20	104969.5
2756.325	55.20	105118.5
2756.875	50.00	105273.5
2757.425	24.80	105418.0
2757.975	23.20	105543.5
2758.525	18.80	105654.5
2759.075	14.00	105758.0
2759.625	16.80	105861.5
2760.175	18.80	105970.0
2760.725	24.40	106086.0
2761.275	26.00	106210.5
2761.825	27.60	106340.0
2762.375	29.20	106472.5
2762.925	30.40	106606.0
2763.475	31.20	106742.0
2764.025	28.00	106884.5
2764.575	30.40	107024.5
2765.125	28.40	107161.0
2765.675	29.60	107299.5
2766.225	29.20	107438.0
2766.775	32.80	107576.0
2767.325	30.40	107713.5
2767.875	34.00	107852.0
2768.425	38.40	107998.0
2768.975	43.20	108146.0
2769.525	40.40	108287.0
2770.075	41.20	108428.5
2770.625	44.80	108569.0
2771.175	33.20	108711.5
2771.725	35.60	108856.5
2772.275	38.80	109000.5
2772.825	37.60	109154.5
2773.375	35.60	109316.0
2773.925	32.80	109476.5
2774.475	44.00	109644.0
2775.025	46.80	109822.5
2775.575	45.60	109996.5
2776.125	39.60	110163.5
2776.675	40.40	110334.5
2777.225	40.40	110505.0
2777.775	42.80	110672.0
2778.325	36.80	110844.5
2778.875	37.20	111027.5
2779.425	32.40	111204.5
2779.975	21.60	111356.0
2780.525	19.20	111491.5
2781.075	31.20	111643.5
2781.625	35.20	111816.0
2782.175	34.80	111990.0
2782.725	33.60	112169.5
2783.275	30.80	112349.5
2783.825	33.20	112522.5
2784.375	28.80	112694.5
2784.925	27.60	112866.5
2785.475	20.00	113027.0
2786.025	18.00	113178.0
2786.575	22.80	113329.5
2787.125	18.80	113478.0
2787.675	26.00	113631.5
2788.225	16.80	113776.0
2788.775	12.00	113895.0
2789.325	12.00	114005.0
2789.875	11.20	114115.5
2790.425	8.00	114224.5
2790.975	7.20	114331.0
2791.525	8.00	114438.5
2792.075	9.20	114549.0
2792.625	9.60	114663.0
2793.175	9.20	114780.0
2793.725	11.20	114896.0
2794.275	7.20	115009.5
2794.825	9.60	115123.0
2795.375	8.80	115237.0
2795.925	5.60	115347.0
2796.475	3.60	115452.5
2797.025	63.60	115566.0
2797.575	17.20	115680.0
2798.125	10.40	115788.5
2798.675	8.40	115902.0
2799.225	10.00	116019.0
2799.775	11.60	116141.0
2800.325	15.20	116267.5
2800.875	16.00	116394.0
2801.425	15.20	116522.0
2801.975	11.20	116650.5
2802.525	10.80	116776.5
2803.075	9.20	116901.5
2803.625	12.80	117027.5
2804.175	18.00	117157.5
2804.725	21.60	117297.5
2805.275	14.40	117452.0
2805.825	18.40	117619.5
2806.375	21.60	117795.5
2806.925	20.80	117977.5
2807.475	11.60	118156.0
2808.025	13.20	118328.0
2808.575	19.20	118511.5
2809.125	14.40	118673.5
2809.675	6.00	118795.5
2810.225	6.00	118910.5
2810.775	8.40	119028.5
2811.325	4.80	119148.0
2811.875	4.40	119265.5
2812.425	7.60	119382.5
2812.975	7.60	119500.5
2813.525	6.40	119619.0
2814.075	6.40	119737.0
2814.625	8.80	119856.0
2815.175	10.40	119982.5
2815.725	11.20	120118.0
2816.275	10.80	120256.5
2816.825	10.40	120393.0
2817.375	9.20	120525.0
2817.925	7.20	120658.0
2818.475	9.60	120796.0
2819.025	12.40	120937.0
2819.575	12.40	121079.5
2820.125	18.80	121229.5
2820.675	20.40	121386.5
2821.225	20.40	121545.5
2821.775	23.60	121712.5
2822.325	20.40	121886.0
2822.875	19.60	122056.5
2823.425	15.20	122218.5
2823.975	15.20	122375.0
2824.525	16.40	122535.0
2825.075	18.80	122698.5
2825.625	20.00	122866.0
2826.175	18.40	123035.5
2826.725	16.80	123204.5
2827.275	21.60	123375.5
2827.825	999999	123548.0
2828.375	11.60	123728.5
2828.925	20.00	123913.0
2829.475	16.80	124093.5
2830.025	14.80	124267.0
2830.575	14.00	124433.5
2831.125	16.80	124605.5
2831.675	20.00	124788.0
2832.225	18.80	124972.0
2832.775	22.00	125156.5
2833.325	18.80	125351.0
2833.875	19.20	125548.5
2834.425	20.00	125743.5
2834.975	20.40	125940.0
2835.525	20.40	126142.5
2836.075	22.00	126346.0
2836.625	15.60	126529.0
2837.175	7.20	126683.5
2837.725	4.80	126823.0
2838.275	5.20	126961.0
2838.825	5.20	127099.0
2839.375	4.80	127237.5
2839.925	4.80	127377.5
2840.475	4.80	127517.5
2841.025	6.40	127658.5
2841.575	5.20	127801.5
2842.125	6.40	127944.0
2842.675	5.20	128086.0
2843.225	5.20	128228.5
2843.775	4.80	128371.5
2844.325	4.80	128514.5
2844.875	4.80	128658.0
2845.425	8.80	128802.5
2845.975	8.00	128947.5
2846.525	8.00	129093.5
2847.075	28.00	129253.5
2847.625	44.80	129433.5
2848.175	6.80	129600.5
2848.725	7.20	129748.0
2849.275	8.00	129897.5
2849.825	5.60	130048.0
2850.375	5.60	130198.0
2850.925	6.40	130348.5
2851.475	6.40	130499.5
2852.025	25.20	130659.5
2852.575	39.60	130832.5
2853.125	5.60	130997.5
2853.675	26.40	131162.0
2854.225	17.20	131339.5
2854.775	14.80	131522.5
2855.325	40.40	131716.5
2855.875	7.20	131895.0
2856.425	8.00	132051.5
2856.975	8.40	132209.0
2857.525	8.80	132367.0
2858.075	47.60	132536.5
2858.625	77.20	132759.0
2859.175	86.80	133025.0
2859.725	33.20	133245.5
2860.275	8.40	133412.5
2860.825	8.00	133574.0
2861.375	9.60	133736.5
2861.925	24.00	133915.0
2862.475	46.00	134122.0
2863.025	50.80	134335.0
2863.575	140.40	134583.0
2864.125	156.80	134879.5
2864.675	48.00	135133.5
2865.225	38.80	135335.5
2865.775	65.60	135548.0
2866.325	56.80	135782.5
2866.875	80.80	136043.5
2867.425	38.80	136292.0
2867.975	60.80	136524.0
2868.525	107.20	136827.0
2869.075	128.80	137186.0
2869.625	109.20	137502.0
2870.175	94.80	137775.5
2870.725	52.00	138004.0
2871.275	96.40	138214.5
2871.825	94.00	138449.0
2872.375	80.00	138684.0
2872.925	130.40	138958.0
2873.475	89.60	139267.5
2874.025	94.40	139593.0
2874.575	84.00	139925.0
2875.125	114.00	140255.5
2875.675	99.20	140615.0
2876.225	119.60	140999.5
2876.775	114.40	141375.5
2877.325	120.80	141764.5
2877.875	147.20	142175.5
2878.425	120.00	142578.5
2878.975	92.40	142941.5
2879.525	121.20	143288.5
2880.075	153.60	143647.5
2880.625	170.40	144007.0
2881.175	156.40	144374.0
2881.725	147.20	144740.0
2882.275	310.40	145188.5
2882.825	294.80	145697.0
2883.375	252.80	146159.5
2883.925	209.20	146605.0
2884.475	273.20	147099.5
2885.025	198.40	147591.5
2885.575	218.80	148041.5
2886.125	244.80	148497.0
2886.675	194.80	148945.5
2887.225	234.40	149408.5
2887.775	255.60	149890.5
2888.325	191.20	150360.5
2888.875	162.00	150800.0
2889.425	169.60	151225.5
2889.975	175.20	151658.5
2890.525	145.60	152084.0
2891.075	150.00	152498.0
2891.625	176.40	152919.0
2892.175	123.20	153351.5
2892.725	174.00	153775.0
2893.275	65.60	154125.0
2893.825	184.40	154492.5
2894.375	184.00	154950.0
2894.925	226.40	155432.5
2895.475	154.40	155897.5
2896.025	135.20	156315.5
2896.575	132.00	156729.5
2897.125	229.20	157204.5
