GRIP Formaldehyde Concentrations

REFERENCES: 

De Angelis, M., J.P. Steffensen, M.R. Legrand, H.B. Clausen, and C.U.
Hammer. 1997. Primary aerosol (sea salt and soil dust) deposited in
Greenland ice during the last climatic cycle: Comparison with east
Antarctic records. Journal of Geophysical Research 102:26681-26698.

Steffensen, J.P. 1997. The size distribution of microparticles from
selected segments of the Greenland Ice Core Project ice core representing
different climatic periods. Journal of Geophysical Research 102:26755-26763

Sigg, A., T. Staffelbach, and A. Neftel. 1992. Gas-phase measurements of
hydrogen peroxide in Greenland and their meaning for the interpretation of
H2O2 records in ice cores. Journal of Atmospheric Chemistry 14:223-232.

DATA DESCRIPTION: 

A continuous melting technique, combined with continuous flow analysis,
has been developed for measurements of chemical trace species in ice cores
directly in the field (Sigg et al., 1994). A subcore with a cross section
area of 18x18mm2 cut from the main core is used for the simultaneous
analysis of the four components. The subcore is melted continuously from
one side at a constant rate. The main advantage of this method compared to
conventional sampling and analytical procedures of discrete samples are
given by the high spatial resolution (ca. 1cm for Hydrogen peroxide,
Ammonium and Formaldehyde; 3cm for Calcium) combined with a significant
reduction in sample handling. The spatial resolution is only limited by
the sample dispersion in the melting system and the analyser. The
detection limit for formaldehyde is 0.3 ppb.  Ages are years before
1950.00, as calculated from the glaciological timescale (file
gripage.dat). 

DATA:

Depth(m)	HCHO	Age
Mipoint	(ppb)	(years B.P.)

2266.825	999999	40637.0
2267.375	0.24	40665.0
2267.925	0.33	40693.5
2268.475	0.42	40723.5
2269.025	0.4	40755.5
2269.575	0.36	40786.0
2270.125	0.3	40815.0
2270.675	0.38	40849.5
2271.225	1.65	40892.5
2271.775	2.63	40943.0
2272.325	2.43	41001.0
2272.875	2.5	41065.0
2273.425	2.47	41126.0
2273.975	2.52	41184.0
2274.525	2.51	41244.0
2275.075	2.32	41303.0
2275.625	2.27	41356.5
2276.175	2.34	41404.0
2276.725	2.99	41455.0
2277.275	1.02	41510.0
2277.825	0.89	41562.0
2278.375	0.96	41617.0
2278.925	999999	41673.0
2279.475	999999	41722.5
2280.025	999999	41772.0
2280.575	999999	41821.5
2281.125	999999	41865.0
2281.675	999999	41903.0
2282.225	999999	41938.5
2282.775	999999	41972.5
2283.325	999999	42004.5
2283.875	999999	42037.5
2284.425	999999	42075.0
2284.975	0.88	42114.0
2285.525	0.61	42154.0
2286.075	0.23	42194.5
2286.625	0.28	42233.0
2287.175	0.72	42271.5
2287.725	1.27	42310.0
2288.275	0.95	42347.5
2288.825	1.66	42382.5
2289.375	1.03	42418.5
2289.925	1.24	42458.5
2290.475	0.98	42499.0
2291.025	0.61	42538.5
2291.575	999999	42574.5
2292.125	999999	42608.5
2292.675	999999	42644.0
2293.225	0.41	42679.5
2293.775	0.27	42716.0
2294.325	0.12	42752.5
2294.875	999999	42789.0
2295.425	999999	42827.0
2295.975	0.81	42864.0
2296.525	0.62	42899.5
2297.075	0.7	42933.0
2297.625	0.69	42964.5
2298.175	0.63	42995.5
2298.725	0.71	43026.5
2299.275	0.4	43058.0
2299.825	0.81	43089.5
2300.375	0.78	43119.5
2300.925	0.6	43150.0
2301.475	0.23	43180.5
2302.025	0.48	43211.0
2302.575	0.91	43244.0
2303.125	0.68	43276.0
2303.675	0.56	43308.0
2304.225	0.55	43340.5
2304.775	0.31	43370.5
2305.325	0.21	43400.0
2305.875	0.17	43430.0
2306.425	0.59	43460.0
2306.975	0.53	43491.0
2307.525	0.26	43522.0
2308.075	0.5	43551.5
2308.625	0.53	43579.5
2309.175	0.66	43607.5
2309.725	0.9	43637.5
2310.275	999999	43666.5
2310.825	999999	43695.5
2311.375	999999	43724.5
2311.925	999999	43752.5
2312.475	999999	43781.5
2313.025	999999	43811.5
2313.575	0.21	43840.5
2314.125	0.34	43868.0
2314.675	0.6	43896.5
2315.225	0.61	43925.5
2315.775	0.59	43955.5
2316.325	0.5	43985.5
2316.875	0.52	44013.0
2317.425	0.26	44040.5
2317.975	0.21	44069.5
2318.525	0.26	44100.0
2319.075	0.35	44130.5
2319.625	0.29	44159.5
2320.175	0.14	44188.0
2320.725	999999	44215.0
2321.275	999999	44242.0
2321.825	999999	44269.5
2322.375	0.57	44296.0
2322.925	0.71	44322.5
2323.475	0.51	44349.0
2324.025	0.36	44377.0
2324.575	1.24	44417.0
2325.125	1.65	44468.0
2325.675	1.57	44519.5
2326.225	0.93	44574.5
2326.775	1.9	44632.5
2327.325	2.41	44689.0
2327.875	1.51	44743.0
2328.425	1.2	44797.5
2328.975	1.72	44851.0
2329.525	2.59	44898.5
2330.075	2.13	44947.0
2330.625	2.1	44998.5
2331.175	1.85	45047.5
2331.725	2.19	45105.0
2332.275	2.21	45161.5
2332.825	2.52	45215.5
2333.375	2.53	45274.5
2333.925	2.34	45330.0
2334.475	2.76	45389.5
2335.025	2.62	45455.0
2335.575	2.8	45516.0
2336.125	2.92	45573.5
2336.675	1.8	45633.0
2337.225	1.32	45692.0
2337.775	0.62	45747.5
2338.325	0.34	45798.0
2338.875	0.43	45852.0
2339.425	0.55	45903.5
2339.975	0.19	45945.5
2340.525	0.36	45984.5
2341.075	0.69	46026.0
2341.625	0.54	46076.5
2342.175	0.55	46125.5
2342.725	0.35	46167.0
2343.275	0.41	46211.0
2343.825	0.28	46253.0
2344.375	0.34	46290.0
2344.925	0.29	46328.5
2345.475	0.16	46366.5
2346.025	0.41	46402.5
2346.575	0.29	46439.0
2347.125	0.33	46476.5
2347.675	0.25	46520.0
2348.225	0.12	46562.5
2348.775	0.36	46599.0
2349.325	0.32	46634.5
2349.875	0.36	46669.0
2350.425	0.38	46704.0
2350.975	1.08	46747.5
2351.525	0.98	46805.0
2352.075	1.3	46862.0
2352.625	0.3	46910.5
2353.175	0.55	46959.5
2353.725	0.62	47008.5
2354.275	0.47	47053.5
2354.825	0.61	47099.5
2355.375	0.22	47143.0
2355.925	0.35	47183.0
2356.475	0.57	47225.0
2357.025	0.11	47267.0
2357.575	0.2	47309.5
2358.125	0.29	47357.0
2358.675	999999	47404.0
2359.225	999999	47451.0
2359.775	999999	47496.5
2360.325	0.32	47538.5
2360.875	0.29	47582.0
2361.425	0.19	47627.0
2361.975	0.17	47675.0
2362.525	0.25	47721.5
2363.075	0.06	47765.5
2363.625	0.36	47809.5
2364.175	0.37	47855.0
2364.725	0.24	47900.5
2365.275	0.36	47943.5
2365.825	0.51	47984.5
2366.375	0.28	48027.5
2366.925	0.31	48070.5
2367.475	0.22	48113.5
2368.025	0.33	48158.5
2368.575	0.38	48202.0
2369.125	0.26	48245.5
2369.675	0.35	48292.0
2370.225	0.26	48338.5
2370.775	0.17	48381.0
2371.325	0.15	48424.5
2371.875	0.22	48471.0
2372.425	0.38	48514.5
2372.975	0.27	48558.5
2373.525	0.16	48603.5
2374.075	0.24	48648.5
2374.625	0.34	48693.0
2375.175	0.31	48736.0
2375.725	0.34	48782.0
2376.275	0.32	48828.0
2376.825	0.48	48869.5
2377.375	0.64	48910.0
2377.925	0.63	48952.0
2378.475	0.47	48994.0
2379.025	0.67	49037.5
2379.575	999999	49084.5
2380.125	0.37	49132.5
2380.675	0.39	49178.0
2381.225	0.35	49220.0
2381.775	0.49	49260.0
2382.325	0.25	49299.0
2382.875	0.3	49336.0
2383.425	0.34	49374.0
2383.975	0.32	49413.5
2384.525	0.28	49454.0
2385.075	0.41	49495.0
2385.625	0.32	49534.0
2386.175	0.27	49572.0
2386.725	0.37	49613.0
2387.275	0.61	49656.5
2387.825	0.39	49697.0
2388.375	0.26	49734.5
2388.925	0.37	49772.5
2389.475	0.4	49810.5
2390.025	0.31	49848.5
2390.575	0.71	49888.5
2391.125	0.52	49929.0
2391.675	999999	49968.0
2392.225	999999	50006.0
2392.775	999999	50046.5
2393.325	0.22	50085.5
2393.875	0.39	50122.5
2394.425	0.22	50159.5
2394.975	0.25	50195.5
2395.525	0.25	50233.0
2396.075	0.5	50272.5
2396.625	0.49	50312.0
2397.175	0.3	50350.5
2397.725	0.43	50391.0
2398.275	0.51	50431.0
2398.825	0.42	50468.5
2399.375	0.62	50506.0
2399.925	999999	50544.0
2400.475	0.32	50581.5
2401.025	0.3	50619.0
2401.575	0.36	50656.5
2402.125	0.58	50694.0
2402.675	0.25	50733.0
2403.225	0.3	50772.5
2403.775	0.25	50812.0
2404.325	0.33	50850.0
2404.875	0.47	50887.5
2405.425	0.49	50925.5
2405.975	0.38	50963.5
2406.525	0.34	51002.5
2407.075	0.3	51040.0
2407.625	0.41	51078.0
2408.175	0.54	51117.5
2408.725	0.43	51155.0
2409.275	0.26	51191.0
2409.825	0.38	51228.0
2410.375	0.36	51265.5
2410.925	0.25	51303.0
2411.475	0.25	51340.5
2412.025	0.2	51378.0
2412.575	0.4	51416.5
2413.125	0.59	51454.5
2413.675	0.32	51490.5
2414.225	0.31	51528.0
2414.775	0.27	51567.0
2415.325	0.3	51602.0
2415.875	0.4	51635.0
2416.425	0.34	51671.0
2416.975	0.17	51711.0
2417.525	0.36	51758.5
2418.075	0.33	51802.5
2418.625	0.32	51838.0
2419.175	0.45	51876.0
2419.725	999999	51916.0
2420.275	0.37	51952.5
2420.825	0.67	51992.5
2421.375	0.89	52055.5
2421.925	2.67	52126.5
2422.475	2.56	52193.0
2423.025	2.78	52259.5
2423.575	2.82	52330.0
2424.125	2.67	52403.0
2424.675	2.6	52469.5
2425.225	2.51	52531.0
2425.775	2.3	52595.0
2426.325	2.14	52660.0
2426.875	0.98	52710.5
2427.425	0.9	52749.0
2427.975	1.5	52794.0
2428.525	2.41	52856.0
2429.075	2.57	52929.5
2429.625	2.53	53000.0
2430.175	2.14	53065.5
2430.725	2.88	53130.5
2431.275	1.01	53186.5
2431.825	0.78	53230.5
2432.375	0.42	53270.5
2432.925	0.43	53312.5
2433.475	0.47	53357.0
2434.025	0.49	53400.5
2434.575	0.3	53440.5
2435.125	0.48	53478.5
2435.675	0.95	53519.0
2436.225	1.69	53576.5
2436.775	1.8	53643.5
2437.325	1.47	53712.0
2437.875	1.69	53784.0
2438.425	1.8	53847.5
2438.975	1.8	53906.5
2439.525	1.95	53970.0
2440.075	1.84	54045.0
2440.625	1.54	54116.5
2441.175	1.49	54176.0
2441.725	0.41	54230.0
2442.275	0.28	54280.5
2442.825	0.24	54331.0
2443.375	0.21	54377.0
2443.925	0.19	54423.0
2444.475	0.2	54470.5
2445.025	0.34	54517.5
2445.575	0.48	54567.5
2446.125	0.51	54618.5
2446.675	999999	54667.5
2447.225	0.36	54715.0
2447.775	0.23	54761.0
2448.325	0.24	54806.5
2448.875	0.18	54852.5
2449.425	0.13	54898.0
2449.975	0.27	54944.0
2450.525	0.26	54992.5
2451.075	0.19	55040.0
2451.625	0.21	55085.0
2452.175	0.22	55131.5
2452.725	0.23	55181.0
2453.275	0.12	55230.5
2453.825	0.26	55278.0
2454.375	0.18	55322.5
2454.925	0.19	55365.0
2455.475	0.23	55407.5
2456.025	0.21	55449.0
2456.575	0.21	55492.5
2457.125	0.3	55535.5
2457.675	0.24	55575.5
2458.225	0.2	55617.0
2458.775	0.33	55661.5
2459.325	0.28	55705.0
2459.875	0.34	55745.0
2460.425	1.09	55793.5
2460.975	1.19	55850.0
2461.525	1.22	55902.5
2462.075	999999	55947.0
2462.625	0.37	55987.5
2463.175	1.48	56040.5
2463.725	1.4	56106.5
2464.275	2.11	56173.5
2464.825	2.24	56242.5
2465.375	1.02	56304.0
2465.925	0.42	56355.0
2466.475	0.34	56399.5
2467.025	0.34	56442.5
2467.575	0.55	56486.5
2468.125	0.64	56530.5
2468.675	0.38	56581.5
2469.225	0.46	56630.0
2469.775	0.47	56672.0
2470.325	0.36	56712.5
2470.875	0.28	56752.0
2471.425	0.23	56791.0
2471.975	0.24	56831.0
2472.525	1.48	56883.0
2473.075	1.66	56946.0
2473.625	1.16	57015.0
2474.175	0.34	57078.5
2474.725	0.35	57124.5
2475.275	0.39	57163.0
2475.825	0.8	57206.5
2476.375	1.29	57261.5
2476.925	1.89	57330.0
2477.475	1.82	57403.0
2478.025	1.95	57478.5
2478.575	1.6	57554.0
2479.125	1.45	57637.0
2479.675	1.6	57725.5
2480.225	1.59	57804.5
2480.775	1.53	57888.0
2481.325	1.94	57973.5
2481.875	1.62	58046.5
2482.425	2.76	58116.0
2482.975	2.33	58186.0
2483.525	1.6	58254.0
2484.075	2.04	58325.0
2484.625	2.13	58397.5
2485.175	2.02	58475.0
2485.725	2.2	58550.0
2486.275	2.21	58612.5
2486.825	1.47	58678.0
2487.375	999999	58754.0
2487.925	999999	58825.0
2488.475	999999	58897.5
2489.025	999999	58981.0
2489.575	1.56	59063.5
2490.125	1.75	59146.0
2490.675	1.56	59234.0
2491.225	1.13	59323.0
2491.775	1.86	59414.5
2492.325	2.29	59510.0
2492.875	2.53	59605.0
2493.425	2.23	59693.0
2493.975	2.06	59772.5
2494.525	2.36	59849.5
2495.075	2.5	59942.5
2495.625	2.4	60040.0
2496.175	2.63	60134.0
2496.725	2.03	60233.0
2497.275	3.04	60333.0
2497.825	2.43	60430.5
2498.375	2.58	60523.0
2498.925	2.67	60618.0
2499.475	3	60723.0
2500.025	999999	60821.5
2500.575	999999	60907.0
2501.125	999999	60989.0
2501.675	999999	61065.5
2502.225	999999	61143.0
2502.775	0.98	61222.0
2503.325	1.59	61304.5
2503.875	1.1	61383.0
2504.425	0.51	61456.5
2504.975	0.2	61519.0
2505.525	0.23	61569.0
2506.075	0.3	61619.5
2506.625	0.23	61673.0
2507.175	0.68	61729.0
2507.725	1.81	61799.0
2508.275	2.61	61894.5
2508.825	2.45	61995.0
2509.375	2.49	62096.5
2509.925	2.29	62203.0
2510.475	2.4	62306.0
2511.025	2.49	62406.5
2511.575	2.08	62500.0
2512.125	2.52	62590.0
2512.675	2.19	62673.5
2513.225	2.19	62757.5
2513.775	3.11	62856.0
2514.325	2.64	62963.5
2514.875	2.62	63077.5
2515.425	2.96	63199.5
2515.975	3.08	63312.0
2516.525	3.08	63420.0
2517.075	3.2	63532.5
2517.625	2.67	63635.0
2518.175	2.2	63733.0
2518.725	2.1	63831.0
2519.275	1.93	63927.5
2519.825	2.56	64027.5
2520.375	2.38	64131.0
2520.925	2.2	64223.0
2521.475	2.53	64318.5
2522.025	1.99	64419.5
2522.575	2.47	64517.0
2523.125	2.14	64621.0
2523.675	2.31	64726.0
2524.225	1.94	64823.5
2524.775	2.41	64923.5
2525.325	2.44	65035.5
2525.875	2.83	65150.5
2526.425	2.39	65264.0
2526.975	2.36	65368.5
2527.525	2.75	65470.0
2528.075	2.75	65572.5
2528.625	2.54	65678.5
2529.175	2.6	65790.5
2529.725	2.12	65909.5
2530.275	2.08	66024.5
2530.825	2.1	66127.5
2531.375	1.87	66226.0
2531.925	1.76	66321.5
2532.475	1.8	66419.0
2533.025	1.78	66526.5
2533.575	1.83	66638.0
2534.125	1.59	66739.5
2534.675	0.73	66828.5
2535.225	0.22	66901.5
2535.775	0.29	66962.0
2536.325	1.18	67025.0
2536.875	2.43	67116.5
2537.425	2.71	67229.0
2537.975	2.79	67343.5
2538.525	2.97	67472.0
2539.075	1.47	67596.0
2539.625	1.53	67704.5
2540.175	1.44	67802.0
2540.725	0.49	67886.0
2541.275	0.25	67971.5
2541.825	0.57	68050.5
2542.375	0.47	68123.5
2542.925	0.4	68199.5
2543.475	0.35	68268.0
2544.025	0.37	68330.0
2544.575	0.55	68391.0
2545.125	0.64	68452.0
2545.675	0.42	68513.0
2546.225	0.44	68573.5
2546.775	0.53	68634.5
2547.325	0.56	68693.5
2547.875	0.67	68753.5
2548.425	0.82	68813.0
2548.975	0.53	68870.5
2549.525	0.41	68929.0
2550.075	0.64	68981.5
2550.625	0.45	69035.0
2551.175	0.41	69092.5
2551.725	0.57	69149.0
2552.275	0.66	69205.0
2552.825	0.32	69257.0
2553.375	0.41	69309.0
2553.925	0.19	69362.0
2554.475	0.42	69414.5
2555.025	0.35	69466.0
2555.575	0.23	69515.5
2556.125	0.26	69566.0
2556.675	0.39	69616.0
2557.225	0.42	69664.5
2557.775	0.67	69718.0
2558.325	2.22	69810.0
2558.875	2.35	69949.5
2559.425	2.18	70097.0
2559.975	2.24	70247.5
2560.525	1.93	70400.5
2561.075	2.08	70555.0
2561.625	2.13	70703.5
2562.175	2.34	70857.0
2562.725	2.49	71016.5
2563.275	2.58	71168.0
2563.825	2.46	71322.0
2564.375	2.75	71476.0
2564.925	1.12	71605.0
2565.475	0.28	71699.0
2566.025	0.41	71774.5
2566.575	0.31	71845.5
2567.125	0.43	71921.0
2567.675	0.33	71996.5
2568.225	0.26	72070.5
2568.775	0.17	72142.5
2569.325	0.2	72213.0
2569.875	0.14	72280.5
2570.425	0.35	72350.0
2570.975	0.39	72418.5
2571.525	0.52	72483.5
2572.075	0.2	72549.0
2572.625	0.4	72613.5
2573.175	0.41	72678.0
2573.725	0.39	72744.0
2574.275	0.31	72809.5
2574.825	0.23	72873.0
2575.375	0.54	72936.5
2575.925	0.22	73001.0
2576.475	0.32	73062.5
2577.025	0.46	73120.5
2577.575	0.46	73180.5
2578.125	0.34	73242.0
2578.675	0.33	73302.0
2579.225	0.32	73363.0
2579.775	0.24	73423.0
2580.325	0.47	73483.0
2580.875	0.33	73543.5
2581.425	0.49	73603.0
2581.975	0.24	73660.5
2582.525	0.2	73717.5
2583.075	0.18	73775.5
2583.625	0.15	73835.0
2584.175	0.1	73893.0
2584.725	0.3	73946.0
2585.275	0.23	74002.0
2585.825	0.82	74092.5
2586.375	1.15	74218.0
2586.925	1.19	74346.0
2587.475	0.92	74475.0
2588.025	0.85	74623.0
2588.575	1.22	74776.0
2589.125	1.51	74925.0
2589.675	1.42	75070.5
2590.225	2.09	75215.0
2590.775	1.41	75353.0
2591.325	0.48	75465.5
2591.875	0.28	75561.0
2592.425	0.3	75644.5
2592.975	0.21	75720.0
2593.525	0.23	75790.5
2594.075	0.35	75868.5
2594.625	0.44	75958.0
2595.175	0.51	76048.5
2595.725	0.44	76139.0
2596.275	0.35	76225.0
2596.825	0.54	76306.0
2597.375	0.41	76388.5
2597.925	0.45	76469.5
2598.475	0.46	76548.0
2599.025	0.55	76622.0
2599.575	0.83	76692.0
2600.125	0.46	76762.5
2600.675	0.3	76833.0
2601.225	0.33	76908.5
2601.775	0.45	76986.0
2602.325	0.32	77057.5
2602.875	0.47	77133.0
2603.425	0.66	77221.0
2603.975	0.46	77311.0
2604.525	0.3	77396.0
2605.075	0.24	77480.0
2605.625	0.27	77565.0
2606.175	0.2	77649.0
2606.725	0.52	77729.0
2607.275	0.57	77806.5
2607.825	1.04	77883.5
2608.375	0.34	77961.5
2608.925	0.41	78039.5
2609.475	0.53	78117.5
2610.025	0.51	78196.5
2610.575	0.22	78272.5
2611.125	0.51	78350.5
2611.675	0.55	78430.0
2612.225	0.42	78502.5
2612.775	0.51	78571.0
2613.325	0.95	78640.5
2613.875	0.72	78712.5
2614.425	0.6	78785.0
2614.975	0.42	78857.0
2615.525	0.64	78929.0
2616.075	0.93	79000.0
2616.625	0.51	79072.0
2617.175	0.58	79144.5
2617.725	0.8	79215.0
2618.275	0.71	79283.0
2618.825	0.59	79351.5
2619.375	0.56	79421.5
2619.925	0.46	79490.5
2620.475	0.37	79557.5
2621.025	0.52	79625.0
2621.575	0.3	79693.0
2622.125	0.69	79760.0
2622.675	0.52	79828.0
2623.225	0.57	79896.0
2623.775	0.64	79965.5
2624.325	0.31	80035.5
2624.875	0.44	80103.0
2625.425	0.38	80171.0
2625.975	0.69	80240.5
2626.525	0.54	80310.5
2627.075	0.51	80383.0
2627.625	0.65	80457.5
2628.175	0.72	80529.5
2628.725	0.55	80598.5
2629.275	0.46	80668.0
2629.825	999999	80737.0
2630.375	999999	80804.5
2630.925	999999	80872.5
2631.475	1.08	80941.5
2632.025	0.83	81012.0
2632.575	0.64	81084.5
2633.125	0.63	81154.5
2633.675	0.36	81220.0
2634.225	0.48	81284.5
2634.775	0.41	81351.0
2635.325	0.58	81421.5
2635.875	0.54	81493.0
2636.425	0.33	81564.0
2636.975	0.23	81635.0
2637.525	0.39	81704.5
2638.075	0.55	81771.5
2638.625	0.23	81836.5
2639.175	0.36	81902.0
2639.725	0.3	81967.5
2640.275	0.32	82033.5
2640.825	0.2	82101.5
2641.375	0.2	82170.0
2641.925	0.43	82237.0
2642.475	0.72	82302.5
2643.025	0.39	82368.5
2643.575	0.49	82437.0
2644.125	0.36	82507.5
2644.675	0.52	82577.5
2645.225	0.44	82646.5
2645.775	0.53	82714.0
2646.325	0.46	82780.5
2646.875	0.47	82846.5
2647.425	0.29	82910.5
2647.975	999999	82974.0
2648.525	0.6	83039.0
2649.075	0.72	83122.0
2649.625	0.92	83218.5
2650.175	0.57	83303.5
2650.725	0.72	83381.5
2651.275	0.84	83466.5
2651.825	0.89	83561.0
2652.375	0.7	83660.0
2652.925	0.63	83753.5
2653.475	0.8	83847.5
2654.025	0.66	83943.5
2654.575	0.76	84039.0
2655.125	0.86	84138.0
2655.675	0.94	84240.5
2656.225	1	84348.5
2656.775	1.09	84455.0
2657.325	1.04	84563.0
2657.875	1.46	84674.0
2658.425	1.21	84782.5
2658.975	0.98	84898.0
2659.525	1.29	85020.0
2660.075	0.94	85137.0
2660.625	1.25	85262.0
2661.175	0.94	85390.5
2661.725	1.26	85513.0
2662.275	0.88	85641.5
2662.825	1.52	85780.0
2663.375	1.39	85920.0
2663.925	1.07	86053.0
2664.475	0.71	86167.5
2665.025	0.75	86264.5
2665.575	0.78	86367.0
2666.125	0.69	86474.5
2666.675	0.7	86574.0
2667.225	0.71	86670.5
2667.775	0.66	86768.0
2668.325	0.7	86862.5
2668.875	0.74	86955.5
2669.425	0.64	87047.5
2669.975	0.59	87138.0
2670.525	0.47	87230.5
2671.075	0.4	87329.5
2671.625	0.15	87430.5
2672.175	0.22	87526.5
2672.725	0.39	87616.5
2673.275	0.34	87705.0
2673.825	0.25	87797.0
2674.375	0.37	87888.5
2674.925	0.34	87978.5
2675.475	0.39	88068.5
2676.025	0.18	88156.5
2676.575	0.27	88246.5
2677.125	0.52	88337.5
2677.675	0.35	88430.5
2678.225	0.39	88526.5
2678.775	0.39	88620.5
2679.325	0.71	88724.5
2679.875	0.53	88835.5
2680.425	0.54	88945.0
2680.975	0.44	89055.5
2681.525	0.36	89167.5
2682.075	0.34	89281.0
2682.625	0.51	89398.5
2683.175	0.36	89519.5
2683.725	0.32	89635.5
2684.275	0.43	89749.0
2684.825	0.21	89862.0
2685.375	0.41	89980.5
2685.925	0.76	90103.0
2686.475	0.61	90227.0
2687.025	0.64	90359.0
2687.575	0.5	90489.0
2688.125	0.37	90613.5
2688.675	0.3	90739.5
2689.225	0.47	90863.5
2689.775	0.58	90984.5
2690.325	0.43	91111.0
2690.875	0.64	91237.5
2691.425	0.36	91357.5
2691.975	0.44	91478.5
2692.525	0.51	91604.5
2693.075	0.6	91730.5
2693.625	0.72	91861.0
2694.175	0.57	91994.5
2694.725	0.48	92121.5
2695.275	0.77	92246.5
2695.825	0.53	92373.5
2696.375	0.57	92505.5
2696.925	0.47	92637.5
2697.475	0.62	92761.0
2698.025	0.57	92888.5
2698.575	0.58	93019.0
2699.125	0.57	93141.5
2699.675	0.68	93263.5
2700.225	0.66	93387.0
2700.775	0.55	93512.0
2701.325	0.64	93637.5
2701.875	0.63	93764.0
2702.425	999999	93890.0
2702.975	0.31	94014.0
2703.525	0.55	94141.0
2704.075	0.64	94266.0
2704.625	0.43	94390.0
2705.175	0.67	94510.5
2705.725	0.67	94627.0
2706.275	0.78	94748.5
2706.825	0.78	94869.0
2707.375	0.51	94989.0
2707.925	0.62	95110.5
2708.475	0.66	95233.0
2709.025	0.48	95357.0
2709.575	0.44	95478.5
2710.125	0.71	95601.5
2710.675	0.7	95724.0
2711.225	0.99	95839.0
2711.775	0.94	95954.5
2712.325	1.1	96083.0
2712.875	1.12	96212.0
2713.425	0.84	96332.0
2713.975	0.86	96456.5
2714.525	1.04	96584.0
2715.075	0.66	96706.0
2715.625	0.73	96823.5
2716.175	0.75	96938.5
2716.725	0.95	97056.0
2717.275	0.91	97176.0
2717.825	1	97294.5
2718.375	0.87	97412.5
2718.925	0.71	97531.0
2719.475	0.71	97649.5
2720.025	0.77	97766.5
2720.575	0.76	97884.5
2721.125	0.86	98004.5
2721.675	0.84	98118.0
2722.225	0.63	98230.5
2722.775	0.56	98344.5
2723.325	0.41	98456.0
2723.875	0.45	98568.0
2724.425	0.67	98679.0
2724.975	0.61	98789.5
2725.525	0.71	98897.5
2726.075	0.75	99007.0
2726.625	0.74	99120.5
2727.175	0.48	99233.0
2727.725	0.57	99347.0
2728.275	0.7	99462.0
2728.825	0.56	99574.5
2729.375	0.65	99689.5
2729.925	0.45	99804.0
2730.475	0.59	99915.0
2731.025	0.25	100025.0
2731.575	0.82	100134.5
2732.125	0.61	100242.5
2732.675	0.52	100351.0
2733.225	999999	100459.5
2733.775	999999	100568.5
2734.325	999999	100675.5
2734.875	0.51	100779.0
2735.425	0.57	100883.5
2735.975	0.51	100990.0
2736.525	0.66	101095.0
2737.075	0.42	101197.5
2737.625	0.33	101302.0
2738.175	0.16	101410.0
2738.725	0.27	101517.5
2739.275	0.3	101622.5
2739.825	0.4	101727.5
2740.375	0.24	101831.5
2740.925	0.51	101937.5
2741.475	0.35	102043.0
2742.025	0.35	102146.0
2742.575	0.54	102250.0
2743.125	0.43	102351.5
2743.675	0.44	102452.0
2744.225	0.4	102553.5
2744.775	0.28	102654.0
2745.325	0.28	102752.5
2745.875	0.63	102852.0
2746.425	0.6	102956.5
2746.975	0.65	103064.5
2747.525	0.71	103172.0
2748.075	0.81	103275.5
2748.625	0.54	103377.5
2749.175	0.42	103478.0
2749.725	0.42	103578.0
2750.275	0.64	103682.5
2750.825	0.69	103789.5
2751.375	0.51	103903.0
2751.925	0.45	104040.5
2752.475	0.45	104180.0
2753.025	0.46	104306.0
2753.575	0.43	104450.5
2754.125	0.36	104600.0
2754.675	0.51	104726.0
2755.225	0.41	104840.5
2755.775	0.35	104969.5
2756.325	0.19	105118.5
2756.875	0.17	105273.5
2757.425	0.48	105418.0
2757.975	0.56	105543.5
2758.525	0.61	105654.5
2759.075	0.59	105758.0
2759.625	0.67	105861.5
2760.175	0.38	105970.0
2760.725	0.54	106086.0
2761.275	0.53	106210.5
2761.825	0.48	106340.0
2762.375	0.53	106472.5
2762.925	0.47	106606.0
2763.475	0.45	106742.0
2764.025	0.6	106884.5
2764.575	0.66	107024.5
2765.125	0.63	107161.0
2765.675	0.58	107299.5
2766.225	0.64	107438.0
2766.775	0.68	107576.0
2767.325	0.44	107713.5
2767.875	0.48	107852.0
2768.425	0.51	107998.0
2768.975	0.35	108146.0
2769.525	0.37	108287.0
2770.075	0.35	108428.5
2770.625	0.32	108569.0
2771.175	0.63	108711.5
2771.725	0.36	108856.5
2772.275	0.32	109000.5
2772.825	0.45	109154.5
2773.375	0.52	109316.0
2773.925	0.44	109476.5
2774.475	0.45	109644.0
2775.025	0.36	109822.5
2775.575	0.43	109996.5
2776.125	0.57	110163.5
2776.675	0.58	110334.5
2777.225	0.65	110505.0
2777.775	0.33	110672.0
2778.325	0.45	110844.5
2778.875	0.46	111027.5
2779.425	0.4	111204.5
2779.975	0.31	111356.0
2780.525	0.4	111491.5
2781.075	0.34	111643.5
2781.625	0.39	111816.0
2782.175	0.37	111990.0
2782.725	0.33	112169.5
2783.275	0.29	112349.5
2783.825	0.27	112522.5
2784.375	0.22	112694.5
2784.925	0.42	112866.5
2785.475	0.18	113027.0
2786.025	0.13	113178.0
2786.575	0.31	113329.5
2787.125	0.28	113478.0
2787.675	0.32	113631.5
2788.225	0.24	113776.0
2788.775	0.33	113895.0
2789.325	0.33	114005.0
2789.875	0.25	114115.5
2790.425	0.29	114224.5
2790.975	0.29	114331.0
