NEEM bottom depth;Age at bottom of sample;Acc mean;Acc min;Acc max;2 sigma
(m);(years b2k);(m/year i.e.);(m/year i.e.);(m/year i.e.);(m/year i.e.)
1925.24;56120;0.0493;0.0399;0.0590;0.0190
1925.36;56140;0.0492;0.0400;0.0588;0.0187
1925.48;56160;0.0490;0.0401;0.0586;0.0181
1925.60;56180;0.0491;0.0403;0.0585;0.0180
1925.72;56200;0.0493;0.0405;0.0585;0.0181
1925.84;56220;0.0495;0.0407;0.0586;0.0181
1925.96;56240;0.0499;0.0409;0.0593;0.0186
1926.08;56260;0.0501;0.0411;0.0597;0.0188
1926.20;56280;0.0501;0.0413;0.0601;0.0188
1926.32;56300;0.0504;0.0415;0.0605;0.0189
1926.45;56320;0.0509;0.0417;0.0612;0.0192
1926.57;56340;0.0511;0.0420;0.0615;0.0189
1926.69;56360;0.0518;0.0422;0.0625;0.0194
1926.82;56380;0.0521;0.0424;0.0625;0.0190
1926.95;56400;0.0526;0.0426;0.0637;0.0194
1927.08;56420;0.0536;0.0428;0.0642;0.0198
1927.22;56440;0.0541;0.0430;0.0648;0.0200
1927.35;56460;0.0546;0.0432;0.0652;0.0199
1927.49;56480;0.0553;0.0436;0.0665;0.0204
1927.64;56500;0.0558;0.0441;0.0669;0.0201
1927.78;56520;0.0567;0.0448;0.0684;0.0207
1927.92;56540;0.0574;0.0458;0.0691;0.0205
1928.07;56560;0.0583;0.0469;0.0699;0.0203
1928.22;56580;0.0591;0.0481;0.0703;0.0197
1928.37;56600;0.0604;0.0494;0.0721;0.0201
1928.53;56620;0.0620;0.0508;0.0751;0.0216
1928.69;56640;0.0634;0.0520;0.0773;0.0223
1928.85;56660;0.0645;0.0531;0.0781;0.0220
1929.02;56680;0.0655;0.0540;0.0788;0.0217
1929.19;56700;0.0667;0.0547;0.0810;0.0228
1929.36;56720;0.0679;0.0553;0.0836;0.0242
1929.54;56740;0.0683;0.0558;0.0840;0.0243
1929.71;56760;0.0680;0.0561;0.0826;0.0231
1929.88;56780;0.0676;0.0564;0.0810;0.0220
1930.04;56800;0.0673;0.0567;0.0799;0.0212
1930.21;56820;0.0673;0.0571;0.0796;0.0212
1930.37;56840;0.0670;0.0575;0.0784;0.0206
1930.53;56860;0.0670;0.0577;0.0781;0.0206
1930.69;56880;0.0666;0.0577;0.0771;0.0198
1930.85;56900;0.0667;0.0578;0.0772;0.0200
1931.00;56920;0.0668;0.0578;0.0773;0.0205
1931.16;56940;0.0668;0.0576;0.0778;0.0212
1931.32;56960;0.0664;0.0573;0.0771;0.0211
1931.48;56980;0.0661;0.0568;0.0769;0.0212
1931.64;57000;0.0657;0.0562;0.0762;0.0208
1931.79;57020;0.0660;0.0557;0.0768;0.0215
1931.96;57040;0.0660;0.0552;0.0772;0.0217
1932.12;57060;0.0662;0.0548;0.0783;0.0224
1932.28;57080;0.0663;0.0544;0.0795;0.0232
1932.45;57100;0.0659;0.0541;0.0789;0.0225
1932.61;57120;0.0655;0.0541;0.0783;0.0219
1932.77;57140;0.0655;0.0541;0.0790;0.0225
1932.93;57160;0.0651;0.0543;0.0779;0.0218
1933.09;57180;0.0648;0.0547;0.0771;0.0212
1933.24;57200;0.0647;0.0551;0.0766;0.0208
1933.40;57220;0.0645;0.0555;0.0754;0.0198
1933.55;57240;0.0649;0.0558;0.0758;0.0200
1933.71;57260;0.0654;0.0561;0.0767;0.0207
1933.87;57280;0.0652;0.0563;0.0755;0.0194
1934.02;57300;0.0657;0.0564;0.0765;0.0201
1934.18;57320;0.0659;0.0565;0.0765;0.0201
1934.33;57340;0.0659;0.0566;0.0759;0.0194
1934.49;57360;0.0661;0.0568;0.0757;0.0190
1934.64;57380;0.0665;0.0571;0.0761;0.0190
1934.79;57400;0.0669;0.0575;0.0765;0.0190
1934.95;57420;0.0677;0.0577;0.0773;0.0196
1935.11;57440;0.0679;0.0579;0.0771;0.0192
1935.27;57460;0.0681;0.0581;0.0771;0.0190
1935.42;57480;0.0684;0.0584;0.0775;0.0191
1935.58;57500;0.0688;0.0587;0.0779;0.0192
1935.74;57520;0.0692;0.0592;0.0784;0.0193
1935.90;57540;0.0696;0.0600;0.0792;0.0193
1936.06;57560;0.0703;0.0609;0.0803;0.0194
1936.23;57580;0.0713;0.0622;0.0820;0.0198
1936.40;57600;0.0724;0.0634;0.0838;0.0203
1936.58;57620;0.0734;0.0641;0.0852;0.0208
1936.75;57640;0.0739;0.0644;0.0860;0.0206
1936.93;57660;0.0744;0.0645;0.0865;0.0207
1937.10;57680;0.0750;0.0645;0.0869;0.0208
1937.27;57700;0.0753;0.0646;0.0866;0.0202
1937.44;57720;0.0757;0.0646;0.0866;0.0201
1937.62;57740;0.0765;0.0650;0.0877;0.0207
1937.80;57760;0.0771;0.0660;0.0881;0.0203
1937.98;57780;0.0784;0.0672;0.0906;0.0219
1938.17;57800;0.0793;0.0682;0.0923;0.0228
1938.36;57820;0.0797;0.0687;0.0942;0.0241
1938.55;57840;0.0796;0.0686;0.0941;0.0247
1938.74;57860;0.0785;0.0678;0.0931;0.0244
1938.92;57880;0.0771;0.0664;0.0909;0.0238
1939.09;57900;0.0753;0.0645;0.0895;0.0238
1939.26;57920;0.0736;0.0631;0.0866;0.0227
1939.43;57940;0.0726;0.0619;0.0855;0.0227
1939.59;57960;0.0715;0.0608;0.0833;0.0215
1939.76;57980;0.0714;0.0597;0.0858;0.0242
1939.92;58000;0.0702;0.0586;0.0847;0.0244
1940.08;58020;0.0690;0.0576;0.0835;0.0246
1940.24;58040;0.0677;0.0564;0.0823;0.0247
1940.40;58060;0.0661;0.0552;0.0811;0.0245
1940.55;58080;0.0647;0.0540;0.0789;0.0237
1940.70;58100;0.0635;0.0536;0.0767;0.0222
1940.84;58120;0.0628;0.0540;0.0738;0.0191
1940.98;58140;0.0645;0.0555;0.0774;0.0208
1941.14;58160;0.0667;0.0570;0.0811;0.0220
1941.31;58180;0.0698;0.0586;0.0869;0.0256
1941.50;58200;0.0719;0.0593;0.0914;0.0287
1941.68;58220;0.0719;0.0592;0.0914;0.0286
1941.87;58240;0.0720;0.0581;0.0931;0.0313
1942.05;58260;0.0705;0.0561;0.0912;0.0317
1942.22;58280;0.0676;0.0533;0.0863;0.0298
1942.39;58300;0.0648;0.0506;0.0826;0.0290
1942.54;58320;0.0610;0.0481;0.0757;0.0251
1942.68;58340;0.0578;0.0463;0.0695;0.0213
1942.81;58360;0.0561;0.0451;0.0677;0.0206
1942.94;58380;0.0543;0.0446;0.0648;0.0184
1943.07;58400;0.0531;0.0443;0.0630;0.0170
1943.19;58420;0.0525;0.0445;0.0625;0.0164
1943.31;58440;0.0514;0.0450;0.0595;0.0135
1943.43;58460;0.0514;0.0458;0.0591;0.0125
1943.55;58480;0.0519;0.0469;0.0590;0.0116
1943.67;58500;0.0532;0.0483;0.0608;0.0120
1943.79;58520;0.0549;0.0499;0.0627;0.0120
1943.93;58540;0.0573;0.0521;0.0664;0.0134
1944.06;58560;0.0596;0.0545;0.0686;0.0132
1944.21;58580;0.0627;0.0567;0.0735;0.0156
1944.37;58600;0.0653;0.0585;0.0773;0.0170
1944.53;58620;0.0682;0.0598;0.0822;0.0199
1944.70;58640;0.0700;0.0607;0.0842;0.0208
1944.88;58660;0.0720;0.0609;0.0883;0.0239
1945.06;58680;0.0730;0.0607;0.0898;0.0252
1945.24;58700;0.0733;0.0601;0.0904;0.0262
1945.42;58720;0.0729;0.0594;0.0894;0.0261
1945.59;58740;0.0720;0.0589;0.0874;0.0252
1945.76;58760;0.0706;0.0585;0.0848;0.0236
1945.92;58780;0.0698;0.0584;0.0833;0.0227
1946.08;58800;0.0689;0.0588;0.0802;0.0200
1946.24;58820;0.0685;0.0595;0.0781;0.0179
1946.39;58840;0.0692;0.0605;0.0789;0.0177
1946.55;58860;0.0700;0.0618;0.0789;0.0165
1946.71;58880;0.0720;0.0634;0.0818;0.0173
1946.88;58900;0.0745;0.0654;0.0852;0.0185
1947.05;58920;0.0763;0.0674;0.0868;0.0181
1947.23;58940;0.0781;0.0693;0.0886;0.0180
1947.41;58960;0.0797;0.0706;0.0915;0.0194
1947.59;58980;0.0805;0.0710;0.0933;0.0208
1947.79;59000;0.0811;0.0702;0.0969;0.0246
1947.97;59020;0.0793;0.0683;0.0948;0.0245
1948.15;59040;0.0765;0.0656;0.0917;0.0245
1948.32;59060;0.0733;0.0622;0.0896;0.0257
1948.48;59080;0.0693;0.0582;0.0858;0.0260
1948.64;59100;0.0653;0.0543;0.0806;0.0251
1948.77;59120;0.0612;0.0510;0.0746;0.0229
1948.90;59140;0.0569;0.0486;0.0672;0.0186
1949.02;59160;0.0547;0.0469;0.0644;0.0176
1949.14;59180;0.0531;0.0459;0.0619;0.0160
1949.25;59200;0.0523;0.0458;0.0596;0.0139
1949.36;59220;0.0522;0.0466;0.0582;0.0115
1949.48;59240;0.0532;0.0484;0.0589;0.0100
1949.60;59260;0.0555;0.0513;0.0610;0.0089
1949.73;59280;0.0597;0.0551;0.0671;0.0110
1949.87;59300;0.0647;0.0598;0.0736;0.0127
1950.04;59320;0.0712;0.0653;0.0834;0.0169
1950.22;59340;0.0774;0.0705;0.0925;0.0206
1950.42;59360;0.0827;0.0744;0.1011;0.0249
1950.63;59380;0.0858;0.0763;0.1070;0.0287
1950.85;59400;0.0864;0.0758;0.1087;0.0307
1951.05;59420;0.0842;0.0734;0.1049;0.0292
1951.25;59440;0.0804;0.0697;0.0995;0.0278
1951.43;59460;0.0748;0.0649;0.0908;0.0240
1951.59;59480;0.0688;0.0598;0.0820;0.0209
1951.73;59500;0.0633;0.0555;0.0736;0.0172
1951.86;59520;0.0588;0.0521;0.0665;0.0135
1951.98;59540;0.0560;0.0502;0.0629;0.0121
1952.11;59560;0.0548;0.0490;0.0628;0.0131
1952.23;59580;0.0536;0.0485;0.0613;0.0119
1952.34;59600;0.0527;0.0480;0.0597;0.0107
1952.46;59620;0.0526;0.0477;0.0597;0.0106
1952.58;59640;0.0528;0.0475;0.0605;0.0113
1952.70;59660;0.0533;0.0476;0.0613;0.0119
1952.82;59680;0.0536;0.0477;0.0614;0.0116
1952.94;59700;0.0535;0.0480;0.0598;0.0097
1953.06;59720;0.0541;0.0482;0.0614;0.0110
1953.18;59740;0.0545;0.0483;0.0626;0.0120
1953.31;59760;0.0546;0.0482;0.0630;0.0125
1953.43;59780;0.0543;0.0480;0.0627;0.0123
1953.55;59800;0.0538;0.0477;0.0619;0.0119
1953.67;59820;0.0535;0.0473;0.0615;0.0120
1953.79;59840;0.0529;0.0469;0.0607;0.0117
1953.91;59860;0.0523;0.0467;0.0595;0.0109
1954.02;59880;0.0516;0.0465;0.0579;0.0097
1954.13;59900;0.0514;0.0465;0.0579;0.0099
1954.25;59920;0.0512;0.0466;0.0580;0.0100
1954.36;59940;0.0511;0.0467;0.0580;0.0101
1954.48;59960;0.0511;0.0468;0.0584;0.0106
1954.59;59980;0.0512;0.0468;0.0588;0.0110
1954.71;60000;0.0513;0.0469;0.0592;0.0114
1954.82;60020;0.0517;0.0470;0.0601;0.0122
1954.94;60040;0.0521;0.0472;0.0605;0.0124
1955.06;60060;0.0525;0.0476;0.0605;0.0122
1955.18;60080;0.0531;0.0480;0.0613;0.0126
1955.30;60100;0.0536;0.0484;0.0618;0.0126
1955.42;60120;0.0543;0.0488;0.0626;0.0128
1955.55;60140;0.0546;0.0491;0.0626;0.0124
1955.67;60160;0.0548;0.0493;0.0626;0.0120
1955.79;60180;0.0548;0.0494;0.0622;0.0114
1955.91;60200;0.0548;0.0494;0.0623;0.0113
1956.03;60220;0.0547;0.0494;0.0623;0.0114
1956.15;60240;0.0545;0.0492;0.0623;0.0116
1956.27;60260;0.0544;0.0492;0.0623;0.0118
1956.40;60280;0.0544;0.0492;0.0628;0.0123
1956.52;60300;0.0545;0.0493;0.0632;0.0128
1956.64;60320;0.0546;0.0494;0.0632;0.0129
1956.77;60340;0.0548;0.0495;0.0632;0.0129
1956.89;60360;0.0549;0.0495;0.0628;0.0125
1957.01;60380;0.0551;0.0497;0.0629;0.0124
1957.13;60400;0.0552;0.0497;0.0629;0.0123
1957.25;60420;0.0552;0.0496;0.0625;0.0119
1957.38;60440;0.0552;0.0495;0.0625;0.0118
1957.50;60460;0.0551;0.0494;0.0621;0.0115
1957.62;60480;0.0550;0.0493;0.0621;0.0115
1957.74;60500;0.0548;0.0493;0.0622;0.0115
1957.86;60520;0.0546;0.0493;0.0622;0.0115
1957.98;60540;0.0544;0.0493;0.0622;0.0115
1958.10;60560;0.0540;0.0492;0.0618;0.0113
1958.22;60580;0.0537;0.0491;0.0618;0.0115
1958.34;60600;0.0534;0.0490;0.0619;0.0118
1958.46;60620;0.0529;0.0487;0.0615;0.0118
1958.58;60640;0.0524;0.0483;0.0611;0.0118
1958.69;60660;0.0518;0.0479;0.0603;0.0115
1958.81;60680;0.0513;0.0474;0.0599;0.0116
1958.92;60700;0.0509;0.0470;0.0595;0.0117
1959.04;60720;0.0503;0.0466;0.0587;0.0113
1959.15;60740;0.0500;0.0462;0.0583;0.0113
1959.26;60760;0.0497;0.0459;0.0579;0.0112
1959.37;60780;0.0493;0.0455;0.0571;0.0107
1959.48;60800;0.0492;0.0452;0.0572;0.0110
1959.59;60820;0.0490;0.0449;0.0564;0.0104
1959.70;60840;0.0489;0.0446;0.0560;0.0102
1959.81;60860;0.0488;0.0443;0.0556;0.0100
1959.91;60880;0.0488;0.0441;0.0552;0.0097
1960.02;60900;0.0488;0.0440;0.0548;0.0094
1960.12;60920;0.0489;0.0438;0.0548;0.0095
1960.23;60940;0.0490;0.0438;0.0544;0.0092
1960.33;60960;0.0491;0.0437;0.0544;0.0093
1960.44;60980;0.0492;0.0437;0.0544;0.0094
1960.54;61000;0.0493;0.0436;0.0544;0.0095
1960.65;61020;0.0495;0.0436;0.0545;0.0096
1960.75;61040;0.0496;0.0435;0.0545;0.0098
1960.86;61060;0.0497;0.0435;0.0545;0.0098
1960.96;61080;0.0499;0.0436;0.0546;0.0099
1961.06;61100;0.0501;0.0436;0.0547;0.0099
1961.17;61120;0.0503;0.0437;0.0548;0.0100
1961.27;61140;0.0506;0.0439;0.0553;0.0102
1961.37;61160;0.0508;0.0440;0.0553;0.0101
1961.48;61180;0.0509;0.0443;0.0553;0.0098
1961.58;61200;0.0511;0.0445;0.0557;0.0099
1961.69;61220;0.0511;0.0448;0.0556;0.0095
1961.80;61240;0.0512;0.0452;0.0560;0.0095
1961.91;61260;0.0512;0.0454;0.0567;0.0098
1962.01;61280;0.0510;0.0456;0.0567;0.0097
1962.12;61300;0.0509;0.0457;0.0571;0.0098
1962.23;61320;0.0508;0.0457;0.0576;0.0102
1962.35;61340;0.0506;0.0457;0.0576;0.0103
1962.46;61360;0.0504;0.0455;0.0576;0.0105
1962.56;61380;0.0501;0.0452;0.0572;0.0104
1962.67;61400;0.0497;0.0449;0.0560;0.0096
1962.78;61420;0.0495;0.0445;0.0556;0.0096
1962.88;61440;0.0492;0.0442;0.0548;0.0092
1962.99;61460;0.0488;0.0438;0.0540;0.0087
1963.09;61480;0.0485;0.0434;0.0532;0.0083
1963.19;61500;0.0482;0.0431;0.0528;0.0082
1963.29;61520;0.0479;0.0428;0.0524;0.0081
1963.39;61540;0.0478;0.0425;0.0528;0.0086
1963.49;61560;0.0475;0.0423;0.0524;0.0084
1963.59;61580;0.0472;0.0421;0.0520;0.0082
1963.69;61600;0.0471;0.0420;0.0520;0.0083
1963.79;61620;0.0469;0.0420;0.0516;0.0081
1963.89;61640;0.0468;0.0420;0.0516;0.0082
1963.98;61660;0.0467;0.0420;0.0512;0.0080
1964.08;61680;0.0466;0.0420;0.0508;0.0076
1964.18;61700;0.0467;0.0421;0.0508;0.0076
1964.28;61720;0.0471;0.0422;0.0517;0.0081
1964.37;61740;0.0472;0.0422;0.0517;0.0081
1964.47;61760;0.0475;0.0423;0.0525;0.0087
1964.57;61780;0.0475;0.0423;0.0526;0.0086
1964.68;61800;0.0476;0.0423;0.0530;0.0088
1964.78;61820;0.0475;0.0422;0.0530;0.0089
1964.88;61840;0.0472;0.0420;0.0522;0.0085
1964.97;61860;0.0468;0.0417;0.0514;0.0081
1965.07;61880;0.0464;0.0414;0.0510;0.0081
1965.17;61900;0.0459;0.0410;0.0498;0.0075
1965.26;61920;0.0456;0.0406;0.0494;0.0075
1965.35;61940;0.0453;0.0403;0.0490;0.0074
1965.44;61960;0.0451;0.0401;0.0486;0.0073
1965.54;61980;0.0452;0.0399;0.0494;0.0080
1965.63;62000;0.0452;0.0398;0.0494;0.0081
1965.73;62020;0.0451;0.0398;0.0494;0.0081
1965.82;62040;0.0451;0.0398;0.0494;0.0081
1965.91;62060;0.0450;0.0398;0.0490;0.0078
1966.00;62080;0.0448;0.0398;0.0486;0.0075
1966.10;62100;0.0447;0.0397;0.0486;0.0075
1966.19;62120;0.0445;0.0397;0.0478;0.0069
1966.28;62140;0.0442;0.0396;0.0474;0.0067
1966.37;62160;0.0440;0.0395;0.0470;0.0065
1966.46;62180;0.0440;0.0394;0.0474;0.0068
1966.55;62200;0.0440;0.0392;0.0478;0.0072
1966.64;62220;0.0439;0.0390;0.0479;0.0073
1966.73;62240;0.0437;0.0388;0.0475;0.0072
1966.82;62260;0.0437;0.0386;0.0479;0.0077
1966.91;62280;0.0436;0.0384;0.0479;0.0079
1967.00;62300;0.0435;0.0382;0.0476;0.0079
1967.09;62320;0.0432;0.0381;0.0468;0.0075
1967.17;62340;0.0431;0.0379;0.0464;0.0074
1967.26;62360;0.0430;0.0378;0.0460;0.0073
1967.35;62380;0.0430;0.0377;0.0461;0.0074
1967.43;62400;0.0428;0.0376;0.0457;0.0072
1967.52;62420;0.0427;0.0375;0.0453;0.0071
1967.60;62440;0.0428;0.0374;0.0457;0.0074
1967.69;62460;0.0427;0.0372;0.0457;0.0076
1967.78;62480;0.0427;0.0371;0.0457;0.0077
1967.86;62500;0.0427;0.0369;0.0458;0.0079
1967.95;62520;0.0425;0.0367;0.0455;0.0079
1968.03;62540;0.0424;0.0366;0.0452;0.0079
1968.11;62560;0.0423;0.0365;0.0452;0.0080
1968.20;62580;0.0423;0.0365;0.0452;0.0081
1968.28;62600;0.0424;0.0365;0.0453;0.0082
1968.36;62620;0.0424;0.0366;0.0453;0.0081
1968.44;62640;0.0425;0.0367;0.0453;0.0080
1968.53;62660;0.0426;0.0368;0.0454;0.0079
1968.61;62680;0.0427;0.0370;0.0457;0.0079
1968.70;62700;0.0428;0.0371;0.0457;0.0077
1968.78;62720;0.0427;0.0373;0.0453;0.0074
1968.87;62740;0.0428;0.0374;0.0456;0.0074
1968.95;62760;0.0428;0.0376;0.0457;0.0072
1969.04;62780;0.0427;0.0378;0.0455;0.0069
1969.12;62800;0.0428;0.0379;0.0458;0.0069
1969.21;62820;0.0427;0.0380;0.0458;0.0068
1969.29;62840;0.0427;0.0381;0.0458;0.0066
1969.38;62860;0.0428;0.0382;0.0461;0.0067
1969.47;62880;0.0428;0.0383;0.0461;0.0066
1969.55;62900;0.0428;0.0383;0.0461;0.0066
1969.64;62920;0.0430;0.0384;0.0466;0.0069
1969.73;62940;0.0430;0.0384;0.0462;0.0067
1969.82;62960;0.0430;0.0384;0.0462;0.0067
1969.90;62980;0.0432;0.0385;0.0463;0.0067
1969.99;63000;0.0432;0.0385;0.0464;0.0067
1970.08;63020;0.0432;0.0386;0.0461;0.0065
1970.16;63040;0.0432;0.0387;0.0461;0.0065
1970.25;63060;0.0432;0.0388;0.0461;0.0064
1970.33;63080;0.0432;0.0389;0.0464;0.0065
1970.42;63100;0.0431;0.0390;0.0465;0.0064
1970.51;63120;0.0430;0.0392;0.0468;0.0065
1970.60;63140;0.0428;0.0394;0.0468;0.0065
1970.68;63160;0.0427;0.0395;0.0471;0.0067
1970.77;63180;0.0427;0.0396;0.0476;0.0071
1970.86;63200;0.0427;0.0397;0.0480;0.0075
1970.95;63220;0.0427;0.0398;0.0484;0.0079
1971.05;63240;0.0429;0.0397;0.0493;0.0088
1971.14;63260;0.0432;0.0398;0.0501;0.0096
1971.23;63280;0.0436;0.0399;0.0510;0.0102
1971.33;63300;0.0442;0.0401;0.0523;0.0112
1971.43;63320;0.0447;0.0404;0.0527;0.0112
1971.53;63340;0.0453;0.0408;0.0536;0.0116
1971.63;63360;0.0458;0.0414;0.0540;0.0114
1971.73;63380;0.0464;0.0421;0.0544;0.0112
1971.84;63400;0.0470;0.0428;0.0549;0.0109
1971.94;63420;0.0475;0.0435;0.0553;0.0107
1972.04;63440;0.0479;0.0443;0.0553;0.0101
1972.15;63460;0.0483;0.0450;0.0558;0.0101
1972.25;63480;0.0486;0.0455;0.0558;0.0097
1972.36;63500;0.0489;0.0459;0.0562;0.0099
1972.46;63520;0.0490;0.0461;0.0562;0.0097
1972.57;63540;0.0490;0.0462;0.0562;0.0097
1972.67;63560;0.0489;0.0462;0.0558;0.0093
1972.77;63580;0.0487;0.0459;0.0554;0.0090
1972.87;63600;0.0485;0.0457;0.0546;0.0083
1972.98;63620;0.0484;0.0457;0.0542;0.0079
1973.08;63640;0.0484;0.0457;0.0542;0.0079
1973.18;63660;0.0484;0.0458;0.0538;0.0074
1973.28;63680;0.0484;0.0460;0.0534;0.0068
1973.38;63700;0.0487;0.0462;0.0538;0.0070
1973.48;63720;0.0491;0.0466;0.0543;0.0071
1973.58;63740;0.0499;0.0469;0.0560;0.0084
1973.69;63760;0.0508;0.0472;0.0577;0.0097
1973.80;63780;0.0518;0.0477;0.0590;0.0105
1973.91;63800;0.0534;0.0482;0.0620;0.0127
1974.03;63820;0.0553;0.0488;0.0650;0.0150
1974.16;63840;0.0576;0.0495;0.0688;0.0178
1974.30;63860;0.0605;0.0507;0.0735;0.0212
1974.44;63880;0.0638;0.0524;0.0786;0.0248
1974.60;63900;0.0680;0.0544;0.0859;0.0301
1974.78;63920;0.0732;0.0565;0.0965;0.0381
1974.97;63940;0.0763;0.0584;0.1010;0.0405
1975.16;63960;0.0785;0.0600;0.1041;0.0416
1975.35;63980;0.0795;0.0612;0.1048;0.0408
1975.55;64000;0.0794;0.0614;0.1046;0.0399
1975.74;64020;0.0781;0.0607;0.1024;0.0380
1975.91;64040;0.0747;0.0589;0.0959;0.0331
1976.07;64060;0.0696;0.0565;0.0855;0.0255
1976.21;64080;0.0656;0.0537;0.0795;0.0225
1976.34;64100;0.0618;0.0507;0.0743;0.0207
1976.46;64120;0.0583;0.0478;0.0698;0.0199
1976.58;64140;0.0547;0.0452;0.0647;0.0179
1976.68;64160;0.0513;0.0428;0.0602;0.0160
1976.78;64180;0.0488;0.0410;0.0573;0.0152
1976.87;64200;0.0467;0.0396;0.0547;0.0143
1976.96;64220;0.0447;0.0384;0.0524;0.0134
1977.04;64240;0.0432;0.0374;0.0505;0.0125
1977.12;64260;0.0418;0.0366;0.0490;0.0116
1977.20;64280;0.0408;0.0358;0.0480;0.0114
1977.28;64300;0.0399;0.0351;0.0471;0.0113
1977.35;64320;0.0391;0.0343;0.0464;0.0111
1977.42;64340;0.0383;0.0337;0.0458;0.0110
1977.49;64360;0.0379;0.0330;0.0453;0.0110
1977.56;64380;0.0374;0.0325;0.0449;0.0110
1977.63;64400;0.0370;0.0321;0.0446;0.0110
1977.70;64420;0.0368;0.0317;0.0442;0.0110
1977.76;64440;0.0364;0.0314;0.0438;0.0109
1977.83;64460;0.0361;0.0312;0.0435;0.0108
1977.90;64480;0.0359;0.0309;0.0431;0.0106
1977.96;64500;0.0356;0.0308;0.0427;0.0104
1978.03;64520;0.0354;0.0306;0.0424;0.0101
1978.09;64540;0.0352;0.0306;0.0420;0.0098
1978.16;64560;0.0352;0.0306;0.0418;0.0097
1978.22;64580;0.0353;0.0306;0.0417;0.0095
1978.29;64600;0.0353;0.0307;0.0418;0.0095
1978.35;64620;0.0356;0.0308;0.0421;0.0096
1978.42;64640;0.0357;0.0309;0.0425;0.0099
1978.48;64660;0.0359;0.0310;0.0429;0.0102
1978.55;64680;0.0363;0.0312;0.0435;0.0105
1978.61;64700;0.0365;0.0314;0.0439;0.0107
1978.68;64720;0.0368;0.0317;0.0443;0.0109
1978.75;64740;0.0371;0.0320;0.0446;0.0109
1978.82;64760;0.0374;0.0324;0.0448;0.0108
1978.89;64780;0.0377;0.0328;0.0448;0.0106
1978.96;64800;0.0380;0.0332;0.0449;0.0103
1979.03;64820;0.0382;0.0336;0.0448;0.0101
1979.10;64840;0.0384;0.0339;0.0448;0.0098
1979.18;64860;0.0386;0.0342;0.0447;0.0096
1979.25;64880;0.0388;0.0345;0.0447;0.0094
1979.32;64900;0.0388;0.0348;0.0447;0.0093
1979.40;64920;0.0389;0.0350;0.0447;0.0091
1979.47;64940;0.0390;0.0352;0.0449;0.0091
1979.55;64960;0.0392;0.0354;0.0450;0.0091
1979.62;64980;0.0394;0.0356;0.0452;0.0092
1979.70;65000;0.0396;0.0358;0.0454;0.0093
1979.77;65020;0.0398;0.0359;0.0456;0.0094
1979.85;65040;0.0401;0.0361;0.0458;0.0094
1979.93;65060;0.0403;0.0363;0.0459;0.0095
1980.01;65080;0.0406;0.0365;0.0461;0.0097
1980.09;65100;0.0408;0.0367;0.0462;0.0097
1980.16;65120;0.0408;0.0367;0.0463;0.0096
1980.24;65140;0.0408;0.0367;0.0464;0.0096
1980.32;65160;0.0408;0.0366;0.0465;0.0097
1980.40;65180;0.0407;0.0364;0.0466;0.0098
1980.47;65200;0.0406;0.0362;0.0467;0.0099
1980.55;65220;0.0403;0.0358;0.0468;0.0100
1980.63;65240;0.0401;0.0354;0.0469;0.0102
1980.70;65260;0.0400;0.0351;0.0470;0.0106
1980.77;65280;0.0398;0.0347;0.0470;0.0108
1980.85;65300;0.0394;0.0344;0.0469;0.0110
1980.92;65320;0.0393;0.0340;0.0468;0.0112
1980.99;65340;0.0390;0.0337;0.0467;0.0114
1981.06;65360;0.0386;0.0334;0.0464;0.0114
1981.13;65380;0.0382;0.0331;0.0460;0.0114
1981.20;65400;0.0379;0.0328;0.0456;0.0113
1981.27;65420;0.0375;0.0326;0.0451;0.0111
1981.34;65440;0.0371;0.0324;0.0446;0.0108
1981.40;65460;0.0368;0.0322;0.0441;0.0105
1981.47;65480;0.0365;0.0321;0.0436;0.0102
1981.54;65500;0.0365;0.0320;0.0433;0.0100
1981.60;65520;0.0363;0.0319;0.0430;0.0098
1981.67;65540;0.0362;0.0319;0.0429;0.0098
1981.73;65560;0.0362;0.0318;0.0428;0.0098
1981.80;65580;0.0363;0.0318;0.0429;0.0098
1981.87;65600;0.0362;0.0317;0.0429;0.0099
1981.93;65620;0.0362;0.0317;0.0430;0.0099
1982.00;65640;0.0362;0.0316;0.0430;0.0099
1982.07;65660;0.0363;0.0316;0.0431;0.0100
1982.13;65680;0.0362;0.0316;0.0433;0.0101
1982.20;65700;0.0364;0.0316;0.0435;0.0102
1982.26;65720;0.0365;0.0316;0.0438;0.0105
1982.33;65740;0.0366;0.0316;0.0442;0.0108
1982.39;65760;0.0367;0.0316;0.0446;0.0111
1982.46;65780;0.0369;0.0316;0.0449;0.0114
1982.52;65800;0.0370;0.0315;0.0452;0.0116
1982.59;65820;0.0371;0.0315;0.0453;0.0118
1982.65;65840;0.0370;0.0315;0.0454;0.0119
1982.72;65860;0.0370;0.0315;0.0454;0.0119
1982.78;65880;0.0370;0.0314;0.0454;0.0118
1982.85;65900;0.0370;0.0314;0.0453;0.0117
1982.91;65920;0.0369;0.0315;0.0451;0.0116
1982.97;65940;0.0369;0.0316;0.0450;0.0114
1983.04;65960;0.0371;0.0317;0.0449;0.0112
1983.10;65980;0.0371;0.0320;0.0448;0.0110
1983.17;66000;0.0373;0.0322;0.0448;0.0107
1983.24;66020;0.0376;0.0326;0.0448;0.0105
