GRIP Depth Age Scale from Flow Modeling

REFERENCES: 

Johnsen, S.J., H.B. Clausen, W. Dansgaard, N.S. Gundestrup, C.U. Hammer, U.
Andersen, K.K. Andersen, C.S. Hvidberg, D. Dahl-Jensen, J.P. Steffensen, H.
Shoji, A.E. Sveinbjörnsdóttir, J.W.C. White, J. Jouzel, and D. Fisher.
1997. The d18O record along the Greenland Ice Core Pproject deep ice core
and the problem of possible Eemian climatic instability. Journal of
Geophysical Research 102:26397-26410.

DATA DESCRIPTION: 

This file contains the GRIP timescale ss09.  This is one of several
published depth age scales for the GRIP core.  It is based on a
Dansgaard-Johnsen (1969) type flow model, with a 1500 m lower shear layer,
13.5% bottom sliding and accumulation rates which are a function of the
d18O values: 23.0 cm of ice at -35.2 per mil with 8% and 18% change per
per mil at -35.2 per mil and -40 per mil, respectively.  The d18O values
are given in the file gripd18O.dat.  See also the stratigraphic ages by
Hammer et al. (1997), presented in the file gripstrat.dat. 

IMPORTANT NOTE: for most of the GRIP files on this CDROM, we have used
this timescale.  In some cases, ages were provided and these are not
necessarily on identical timescales.  Please refer to the document "A
note on the timescales" for more information. 

DATA: 

Depth (m)	Age (yrs BP)
1490.50	9740.2
1491.05	9746.3
1491.60	9752.5
1492.15	9758.4
1492.70	9764.4
1493.25	9770.6
1493.80	9776.9
1494.35	9782.9
1494.90	9789
1495.45	9795.1
1496.00	9802
1496.55	9808.7
1497.10	9814.9
1497.65	9821
1498.20	9826.9
1498.75	9832.8
1499.30	9838.9
1499.85	9845.3
1500.40	9851.7
1500.95	9858
1501.50	9863.9
1502.05	9870.2
1502.60	9876.3
1503.15	9882.6
1503.70	9888.9
1504.25	9895.2
1504.80	9901.8
1505.35	9909
1505.90	9915
1506.45	9921.6
1507.00	9928.5
1507.55	9934.8
1508.10	9941.3
1508.65	9948.2
1509.20	9954.6
1509.75	9962
1510.30	9968
1510.85	9974
1511.40	9980
1511.95	9987
1512.50	9993
1513.05	10000
1513.60	10007
1514.15	10014
1514.70	10020
1515.25	10026
1515.80	10032
1516.35	10039
1516.90	10045
1517.45	10052
1518.00	10059
1518.55	10065
1519.10	10072
1519.65	10079
1520.20	10085
1520.75	10092
1521.30	10099
1521.85	10106
1522.40	10112
1522.95	10120
1523.50	10127
1524.05	10134
1524.60	10140
1525.15	10147
1525.70	10154
1526.25	10161
1526.80	10168
1527.35	10174
1527.90	10181
1528.45	10188
1529.00	10195
1529.55	10202
1530.10	10208
1530.65	10215
1531.20	10222
1531.75	10229
1532.30	10237
1532.85	10244
1533.40	10252
1533.95	10259
1534.50	10266
1535.05	10273
1535.60	10280
1536.15	10286
1536.70	10293
1537.25	10300
1537.80	10307
1538.35	10314
1538.90	10320
1539.45	10327
1540.00	10334
1540.55	10340
1541.10	10348
1541.65	10354
1542.20	10361
1542.75	10369
1543.30	10376
1543.85	10383
1544.40	10390
1544.95	10397
1545.50	10404
1546.05	10412
1546.60	10419
1547.15	10427
1547.70	10434
1548.25	10441
1548.80	10448
1549.35	10455
1549.90	10462
1550.45	10469
1551.00	10476
1551.55	10483
1552.10	10491
1552.65	10498
1553.20	10505
1553.75	10512
1554.30	10519
1554.85	10527
1555.40	10535
1555.95	10542
1556.50	10548
1557.05	10556
1557.60	10564
1558.15	10571
1558.70	10579
1559.25	10587
1559.80	10594
1560.35	10602
1560.90	10609
1561.45	10616
1562.00	10623
1562.55	10630
1563.10	10638
1563.65	10646
1564.20	10653
1564.75	10661
1565.30	10668
1565.85	10677
1566.40	10686
1566.95	10693
1567.50	10701
1568.05	10709
1568.60	10717
1569.15	10725
1569.70	10733
1570.25	10741
1570.80	10749
1571.35	10756
1571.90	10764
1572.45	10772
1573.00	10780
1573.55	10788
1574.10	10796
1574.65	10804
1575.20	10812
1575.75	10820
1576.30	10828
1576.85	10837
1577.40	10844
1577.95	10851
1578.50	10859
1579.05	10867
1579.60	10875
1580.15	10882
1580.70	10890
1581.25	10898
1581.80	10906
1582.35	10914
1582.90	10921
1583.45	10929
1584.00	10939
1584.55	10947
1585.10	10955
1585.65	10964
1586.20	10972
1586.75	10980
1587.30	10988
1587.85	10996
1588.40	11005
1588.95	11015
1589.50	11022
1590.05	11031
1590.60	11039
1591.15	11047
1591.70	11057
1592.25	11065
1592.80	11073
1593.35	11081
1593.90	11090
1594.45	11099
1595.00	11107
1595.55	11115
1596.10	11123
1596.65	11131
1597.20	11138
1597.75	11146
1598.30	11155
1598.85	11162
1599.40	11170
1599.95	11180
1600.50	11188
1601.05	11197
1601.60	11205
1602.15	11214
1602.70	11223
1603.25	11231
1603.80	11241
1604.35	11250
1604.90	11259
1605.45	11270
1606.00	11280
1606.55	11290
1607.10	11298
1607.65	11309
1608.20	11319
1608.75	11328
1609.30	11337
1609.85	11347
1610.40	11356
1610.95	11364
1611.50	11373
1612.05	11381
1612.60	11391
1613.15	11400
1613.70	11409
1614.25	11417
1614.80	11425
1615.35	11433
1615.90	11441
1616.45	11450
1617.00	11458
1617.55	11467
1618.10	11476
1618.65	11484
1619.20	11493
1619.75	11502
1620.30	11510
1620.85	11521
1621.40	11528
1621.95	11537
1622.50	11547
1623.05	11557
1623.60	11568
1624.15	11579
1624.70	11596
1625.25	11612
1625.80	11624
1626.35	11636
1626.90	11650
1627.45	11666
1628.00	11688
1628.55	11699
1629.10	11714
1629.65	11734
1630.20	11746
1630.75	11763
1631.30	11783
1631.85	11799
1632.40	11812
1632.95	11828
1633.50	11841
1634.05	11854
1634.60	11871
1635.15	11886
1635.70	11901
1636.25	11915
1636.80	11929
1637.35	11943
1637.90	11957
1638.45	11973
1639.00	11991
1639.55	12005
1640.10	12022
1640.65	12036
1641.20	12052
1641.75	12072
1642.30	12082
1642.85	12101
1643.40	12118
1643.95	12135
1644.50	12148
1645.05	12168
1645.60	12183
1646.15	12201
1646.70	12219
1647.25	12231
1647.80	12246
1648.35	12264
1648.90	12281
1649.45	12294
1650.00	12311
1650.55	12326
1651.10	12342
1651.65	12362
1652.20	12382
1652.75	12400
1653.30	12421
1653.85	12435
1654.40	12456
1654.95	12476
1655.50	12493
1656.05	12512
1656.60	12534
1657.15	12557
1657.70	12580
1658.25	12598
1658.80	12613
1659.35	12632
1659.90	12645
1660.45	12658
1661.00	12672
1661.55	12683
1662.10	12696
1662.65	12709
1663.20	12718
1663.75	12730
1664.30	12740
1664.85	12752
1665.40	12764
1665.95	12774
1666.50	12784
1667.05	12795
1667.60	12807
1668.15	12819
1668.70	12833
1669.25	12843
1669.80	12854
1670.35	12868
1670.90	12879
1671.45	12893
1672.00	12906
1672.55	12920
1673.10	12935
1673.65	12952
1674.20	12966
1674.75	12978
1675.30	12996
1675.85	13010
1676.40	13026
1676.95	13039
1677.50	13052
1678.05	13065
1678.60	13079
1679.15	13092
1679.70	13103
1680.25	13115
1680.80	13130
1681.35	13142
1681.90	13153
1682.45	13163
1683.00	13173
1683.55	13185
1684.10	13196
1684.65	13206
1685.20	13217
1685.75	13228
1686.30	13240
1686.85	13249
1687.40	13260
1687.95	13270
1688.50	13282
1689.05	13292
1689.60	13304
1690.15	13314
1690.70	13324
1691.25	13333
1691.80	13341
1692.35	13352
1692.90	13362
1693.45	13372
1694.00	13383
1694.55	13393
1695.10	13403
1695.65	13416
1696.20	13429
1696.75	13442
1697.30	13453
1697.85	13463
1698.40	13474
1698.95	13485
1699.50	13495
1700.05	13505
1700.60	13516
1701.15	13526
1701.70	13537
1702.25	13546
1702.80	13556
1703.35	13567
1703.90	13577
1704.45	13588
1705.00	13598
1705.55	13610
1706.10	13621
1706.65	13631
1707.20	13642
1707.75	13653
1708.30	13665
1708.85	13674
1709.40	13684
1709.95	13696
1710.50	13707
1711.05	13717
1711.60	13727
1712.15	13737
1712.70	13747
1713.25	13757
1713.80	13768
1714.35	13780
1714.90	13790
1715.45	13804
1716.00	13817
1716.55	13834
1717.10	13847
1717.65	13861
1718.20	13875
1718.75	13888
1719.30	13897
1719.85	13908
1720.40	13918
1720.95	13928
1721.50	13938
1722.05	13951
1722.60	13960
1723.15	13972
1723.70	13983
1724.25	13993
1724.80	14004
1725.35	14013
1725.90	14023
1726.45	14035
1727.00	14045
1727.55	14054
1728.10	14064
1728.65	14073
1729.20	14083
1729.75	14092
1730.30	14102
1730.85	14110
1731.40	14120
1731.95	14128
1732.50	14137
1733.05	14146
1733.60	14155
1734.15	14165
1734.70	14174
1735.25	14184
1735.80	14193
1736.35	14202
1736.90	14211
1737.45	14222
1738.00	14231
1738.55	14240
1739.10	14249
1739.65	14258
1740.20	14267
1740.75	14277
1741.30	14286
1741.85	14294
1742.40	14303
1742.95	14311
1743.50	14320
1744.05	14330
1744.60	14338
1745.15	14347
1745.70	14356
1746.25	14364
1746.80	14373
1747.35	14383
1747.90	14391
1748.45	14400
1749.00	14410
1749.55	14420
1750.10	14429
1750.65	14440
1751.20	14449
1751.75	14459
1752.30	14470
1752.85	14481
1753.40	14493
1753.95	14507
1754.50	14520
1755.05	14538
1755.60	14556
1756.15	14574
1756.70	14588
1757.25	14601
1757.80	14617
1758.35	14630
1758.90	14644
1759.45	14660
1760.00	14683
1760.55	14698
1761.10	14712
1761.65	14728
1762.20	14741
1762.75	14755
1763.30	14773
1763.85	14788
1764.40	14803
1764.95	14822
1765.50	14838
1766.05	14852
1766.60	14870
1767.15	14885
1767.70	14900
1768.25	14915
1768.80	14928
1769.35	14941
1769.90	14957
1770.45	14974
1771.00	14988
1771.55	15004
1772.10	15018
1772.65	15034
1773.20	15051
1773.75	15067
1774.30	15085
1774.85	15099
1775.40	15118
1775.95	15135
1776.50	15158
1777.05	15178
1777.60	15193
1778.15	15207
1778.70	15222
1779.25	15238
1779.80	15251
1780.35	15277
1780.90	15292
1781.45	15310
1782.00	15326
1782.55	15345
1783.10	15362
1783.65	15380
1784.20	15396
1784.75	15414
1785.30	15431
1785.85	15447
1786.40	15468
1786.95	15492
1787.50	15511
1788.05	15532
1788.60	15551
1789.15	15573
1789.70	15594
1790.25	15610
1790.80	15627
1791.35	15644
1791.90	15658
1792.45	15675
1793.00	15688
1793.55	15704
1794.10	15720
1794.65	15735
1795.20	15753
1795.75	15767
1796.30	15787
1796.85	15804
1797.40	15823
1797.95	15839
1798.50	15856
1799.05	15869
1799.60	15885
1800.15	15898
1800.70	15914
1801.25	15932
1801.80	15948
1802.35	15966
1802.90	15981
1803.45	16002
1804.00	16021
1804.55	16042
1805.10	16055
1805.65	16073
1806.20	16091
1806.75	16105
1807.30	16125
1807.85	16142
1808.40	16163
1808.95	16185
1809.50	16204
1810.05	16221
1810.60	16237
1811.15	16256
1811.70	16273
1812.25	16288
1812.80	16303
1813.35	16325
1813.90	16344
1814.45	16362
1815.00	16380
1815.55	16394
1816.10	16415
1816.65	16437
1817.20	16455
1817.75	16474
1818.30	16492
1818.85	16509
1819.40	16530
1819.95	16548
1820.50	16572
1821.05	16594
1821.60	16610
1822.15	16625
1822.70	16639
1823.25	16654
1823.80	16670
1824.35	16688
1824.90	16703
1825.45	16720
1826.00	16733
1826.55	16746
1827.10	16763
1827.65	16779
1828.20	16791
1828.75	16807
1829.30	16825
1829.85	16837
1830.40	16854
1830.95	16870
1831.50	16882
1832.05	16898
1832.60	16912
1833.15	16930
1833.70	16942
1834.25	16960
1834.80	16976
1835.35	16992
1835.90	17012
1836.45	17031
1837.00	17050
1837.55	17063
1838.10	17076
1838.65	17090
1839.20	17108
1839.75	17124
1840.30	17144
1840.85	17160
1841.40	17173
1841.95	17192
1842.50	17208
1843.05	17222
1843.60	17236
1844.15	17250
1844.70	17265
1845.25	17283
1845.80	17297
1846.35	17314
1846.90	17331
1847.45	17346
1848.00	17365
1848.55	17381
1849.10	17395
1849.65	17411
1850.20	17425
1850.75	17440
1851.30	17458
1851.85	17478
1852.40	17498
1852.95	17517
1853.50	17537
1854.05	17555
1854.60	17574
1855.15	17586
1855.70	17602
1856.25	17618
1856.80	17634
1857.35	17649
1857.90	17668
1858.45	17687
1859.00	17700
1859.55	17717
1860.10	17733
1860.65	17748
1861.20	17766
1861.75	17780
1862.30	17800
1862.85	17819
1863.40	17834
1863.95	17851
1864.50	17867
1865.05	17884
1865.60	17898
1866.15	17914
1866.70	17928
1867.25	17951
1867.80	17969
1868.35	17988
1868.90	18004
1869.45	18023
1870.00	18041
1870.55	18056
1871.10	18075
1871.65	18093
1872.20	18110
1872.75	18128
1873.30	18152
1873.85	18170
1874.40	18198
1874.95	18214
1875.50	18237
1876.05	18256
1876.60	18273
1877.15	18292
1877.70	18310
1878.25	18330
1878.80	18355
1879.35	18379
1879.90	18399
1880.45	18419
1881.00	18442
1881.55	18463
1882.10	18479
1882.65	18500
1883.20	18521
1883.75	18541
1884.30	18557
1884.85	18579
1885.40	18603
1885.95	18623
1886.50	18647
1887.05	18668
1887.60	18687
1888.15	18711
1888.70	18735
1889.25	18762
1889.80	18784
1890.35	18808
1890.90	18834
1891.45	18853
1892.00	18876
1892.55	18896
1893.10	18914
1893.65	18935
1894.20	18949
1894.75	18972
1895.30	18995
1895.85	19013
1896.40	19036
1896.95	19057
1897.50	19078
1898.05	19101
1898.60	19117
1899.15	19139
1899.70	19169
1900.25	19193
1900.80	19218
1901.35	19243
1901.90	19263
1902.45	19289
1903.00	19312
1903.55	19339
1904.10	19364
1904.65	19384
1905.20	19412
1905.75	19436
1906.30	19462
1906.85	19483
1907.40	19507
1907.95	19532
1908.50	19567
1909.05	19591
1909.60	19618
1910.15	19642
1910.70	19670
1911.25	19704
1911.80	19734
1912.35	19765
1912.90	19787
1913.45	19808
1914.00	19835
1914.55	19862
1915.10	19884
1915.65	19912
1916.20	19942
1916.75	19978
1917.30	20005
1917.85	20033
1918.40	20057
1918.95	20077
1919.50	20098
1920.05	20123
1920.60	20150
1921.15	20173
1921.70	20200
1922.25	20234
1922.80	20258
1923.35	20282
1923.90	20307
1924.45	20336
1925.00	20360
1925.55	20384
1926.10	20406
1926.65	20431
1927.20	20453
1927.75	20476
1928.30	20498
1928.85	20529
1929.40	20557
1929.95	20593
1930.50	20623
1931.05	20648
1931.60	20676
1932.15	20701
1932.70	20725
1933.25	20751
1933.80	20777
1934.35	20799
1934.90	20824
1935.45	20852
1936.00	20890
1936.55	20918
1937.10	20940
1937.65	20960
1938.20	20985
1938.75	21011
1939.30	21039
1939.85	21062
1940.40	21086
1940.95	21106
1941.50	21124
1942.05	21140
1942.60	21159
1943.15	21180
1943.70	21208
1944.25	21233
1944.80	21262
1945.35	21291
1945.90	21325
1946.45	21352
1947.00	21382
1947.55	21407
1948.10	21430
1948.65	21450
1949.20	21466
1949.75	21481
1950.30	21497
1950.85	21517
1951.40	21538
1951.95	21556
1952.50	21584
1953.05	21615
1953.60	21644
1954.15	21669
1954.70	21703
1955.25	21733
1955.80	21766
1956.35	21793
1956.90	21830
1957.45	21874
1958.00	21916
1958.55	21945
1959.10	21978
1959.65	22010
1960.20	22069
1960.75	22109
1961.30	22143
1961.85	22178
1962.40	22213
1962.95	22249
1963.50	22293
1964.05	22344
1964.60	22372
1965.15	22404
1965.70	22438
1966.25	22472
1966.80	22500
1967.35	22528
1967.90	22555
1968.45	22581
1969.00	22610
1969.55	22641
1970.10	22671
1970.65	22692
1971.20	22720
1971.75	22751
1972.30	22772
1972.85	22814
1973.40	22848
1973.95	22878
1974.50	22901
1975.05	22925
1975.60	22961
1976.15	22994
1976.70	23027
1977.25	23054
1977.80	23080
1978.35	23109
1978.90	23130
1979.45	23151
1980.00	23176
1980.55	23204
1981.10	23235
1981.65	23268
1982.20	23295
1982.75	23327
1983.30	23360
1983.85	23389
1984.40	23424
1984.95	23448
1985.50	23476
1986.05	23511
1986.60	23538
1987.15	23578
1987.70	23614
1988.25	23655
1988.80	23693
1989.35	23744
1989.90	23774
1990.45	23814
1991.00	23846
1991.55	23873
1992.10	23908
1992.65	23938
1993.20	23968
1993.75	24000
1994.30	24029
1994.85	24055
1995.40	24088
1995.95	24118
1996.50	24142
1997.05	24168
1997.60	24196
1998.15	24229
1998.70	24256
1999.25	24280
1999.80	24308
2000.35	24347
2000.90	24382
2001.45	24411
2002.00	24439
2002.55	24475
2003.10	24507
2003.65	24539
2004.20	24563
2004.75	24589
2005.30	24632
2005.85	24662
2006.40	24692
2006.95	24723
2007.50	24755
2008.05	24784
2008.60	24810
2009.15	24853
2009.70	24878
2010.25	24905
2010.80	24942
2011.35	24977
2011.90	25002
2012.45	25026
2013.00	25052
2013.55	25078
2014.10	25114
2014.65	25152
2015.20	25178
2015.75	25212
2016.30	25249
2016.85	25284
2017.40	25307
2017.95	25337
2018.50	25358
2019.05	25374
2019.60	25395
2020.15	25414
2020.70	25431
2021.25	25449
2021.80	25469
2022.35	25488
2022.90	25508
2023.45	25524
2024.00	25540
2024.55	25555
2025.10	25571
2025.65	25595
2026.20	25624
2026.75	25655
2027.30	25688
2027.85	25714
2028.40	25748
2028.95	25779
2029.50	25820
2030.05	25855
2030.60	25902
2031.15	25929
2031.70	25966
2032.25	26000
2032.80	26035
2033.35	26062
2033.90	26092
2034.45	26127
2035.00	26165
2035.55	26203
2036.10	26241
2036.65	26271
2037.20	26305
2037.75	26339
2038.30	26359
2038.85	26379
2039.40	26403
2039.95	26421
2040.50	26439
2041.05	26459
2041.60	26477
2042.15	26498
2042.70	26515
2043.25	26532
2043.80	26551
2044.35	26571
2044.90	26589
2045.45	26607
2046.00	26627
2046.55	26656
2047.10	26694
2047.65	26728
2048.20	26766
2048.75	26797
2049.30	26826
2049.85	26865
2050.40	26898
2050.95	26929
2051.50	26954
2052.05	26998
2052.60	27034
2053.15	27067
2053.70	27116
2054.25	27151
2054.80	27186
2055.35	27227
2055.90	27255
2056.45	27303
2057.00	27344
2057.55	27389
2058.10	27439
2058.65	27473
2059.20	27515
2059.75	27574
2060.30	27608
2060.85	27653
2061.40	27683
2061.95	27722
2062.50	27757
2063.05	27798
2063.60	27851
2064.15	27895
2064.70	27932
2065.25	27968
2065.80	28009
2066.35	28043
2066.90	28088
2067.45	28128
2068.00	28162
2068.55	28191
2069.10	28219
2069.65	28248
2070.20	28274
2070.75	28311
2071.30	28355
2071.85	28387
2072.40	28426
2072.95	28468
2073.50	28512
2074.05	28555
2074.60	28593
2075.15	28625
2075.70	28667
2076.25	28710
2076.80	28745
2077.35	28775
2077.90	28820
2078.45	28858
2079.00	28903
2079.55	28938
2080.10	28976
2080.65	29016
2081.20	29060
2081.75	29107
2082.30	29151
2082.85	29201
2083.40	29239
2083.95	29278
2084.50	29319
2085.05	29348
2085.60	29391
2086.15	29426
2086.70	29464
2087.25	29495
2087.80	29526
2088.35	29558
2088.90	29586
2089.45	29618
2090.00	29649
2090.55	29674
2091.10	29696
2091.65	29720
2092.20	29744
2092.75	29767
2093.30	29789
2093.85	29811
2094.40	29834
2094.95	29858
2095.50	29879
2096.05	29903
2096.60	29925
2097.15	29947
2097.70	29969
2098.25	29989
2098.80	30013
2099.35	30047
2099.90	30087
2100.45	30120
2101.00	30154
2101.55	30196
2102.10	30232
2102.65	30272
2103.20	30310
2103.75	30346
2104.30	30391
2104.85	30434
2105.40	30476
2105.95	30515
2106.50	30573
2107.05	30623
2107.60	30664
2108.15	30696
2108.70	30734
2109.25	30779
2109.80	30813
2110.35	30849
2110.90	30881
2111.45	30908
2112.00	30934
2112.55	30960
2113.10	30986
2113.65	31010
2114.20	31033
2114.75	31058
2115.30	31083
2115.85	31109
2116.40	31133
2116.95	31155
2117.50	31174
2118.05	31194
2118.60	31218
2119.15	31250
2119.70	31292
2120.25	31329
2120.80	31368
2121.35	31410
2121.90	31447
2122.45	31480
2123.00	31518
2123.55	31548
2124.10	31585
2124.65	31628
2125.20	31668
2125.75	31703
2126.30	31740
2126.85	31777
2127.40	31819
2127.95	31858
2128.50	31893
2129.05	31933
2129.60	31965
2130.15	32009
2130.70	32043
2131.25	32085
2131.80	32123
2132.35	32150
2132.90	32180
2133.45	32204
2134.00	32231
2134.55	32258
2135.10	32287
2135.65	32316
2136.20	32348
2136.75	32378
2137.30	32405
2137.85	32431
2138.40	32458
2138.95	32481
2139.50	32503
2140.05	32528
2140.60	32552
2141.15	32575
2141.70	32595
2142.25	32620
2142.80	32641
2143.35	32665
2143.90	32688
2144.45	32713
2145.00	32737
2145.55	32758
2146.10	32779
2146.65	32805
2147.20	32825
2147.75	32846
2148.30	32870
2148.85	32896
2149.40	32925
2149.95	32967
2150.50	33013
2151.05	33051
2151.60	33086
2152.15	33127
2152.70	33165
2153.25	33204
2153.80	33246
2154.35	33288
2154.90	33335
2155.45	33404
2156.00	33447
2156.55	33489
2157.10	33525
2157.65	33563
2158.20	33606
2158.75	33644
2159.30	33695
2159.85	33737
2160.40	33784
2160.95	33826
2161.50	33862
2162.05	33904
2162.60	33943
2163.15	33977
2163.70	34009
2164.25	34036
2164.80	34069
2165.35	34094
2165.90	34119
2166.45	34148
2167.00	34174
2167.55	34202
2168.10	34237
2168.65	34270
2169.20	34306
2169.75	34333
2170.30	34361
2170.85	34396
2171.40	34426
2171.95	34455
2172.50	34485
2173.05	34512
2173.60	34540
2174.15	34564
2174.70	34591
2175.25	34618
2175.80	34642
2176.35	34671
2176.90	34692
2177.45	34719
2178.00	34746
2178.55	34772
2179.10	34799
2179.65	34825
2180.20	34852
2180.75	34876
2181.30	34902
2181.85	34926
2182.40	34950
2182.95	34973
2183.50	35001
2184.05	35026
2184.60	35050
2185.15	35074
2185.70	35099
2186.25	35126
2186.80	35151
2187.35	35181
2187.90	35204
2188.45	35226
2189.00	35251
2189.55	35274
2190.10	35296
2190.65	35321
2191.20	35345
2191.75	35369
2192.30	35393
2192.85	35416
2193.40	35441
2193.95	35465
2194.50	35490
2195.05	35512
2195.60	35536
2196.15	35558
2196.70	35582
2197.25	35603
2197.80	35625
2198.35	35648
2198.90	35668
2199.45	35692
2200.00	35716
2200.55	35749
2201.10	35787
2201.65	35822
2202.20	35859
2202.75	35898
2203.30	35937
2203.85	35984
2204.40	36027
2204.95	36068
2205.50	36125
2206.05	36163
2206.60	36224
2207.15	36277
2207.70	36327
2208.25	36377
2208.80	36427
2209.35	36478
2209.90	36520
2210.45	36567
2211.00	36615
2211.55	36664
2212.10	36724
2212.65	36770
2213.20	36816
2213.75	36861
2214.30	36924
2214.85	36982
2215.40	37033
2215.95	37095
2216.50	37141
2217.05	37182
2217.60	37230
2218.15	37274
2218.70	37322
2219.25	37370
2219.80	37419
2220.35	37461
2220.90	37499
2221.45	37532
2222.00	37568
2222.55	37600
2223.10	37625
2223.65	37663
2224.20	37706
2224.75	37756
2225.30	37793
2225.85	37832
2226.40	37876
2226.95	37916
2227.50	37960
2228.05	37999
2228.60	38042
2229.15	38093
2229.70	38151
2230.25	38186
2230.80	38241
2231.35	38292
2231.90	38336
2232.45	38370
2233.00	38411
2233.55	38450
2234.10	38488
2234.65	38521
2235.20	38552
2235.75	38581
2236.30	38613
2236.85	38645
2237.40	38678
2237.95	38710
2238.50	38740
2239.05	38773
2239.60	38804
2240.15	38831
2240.70	38859
2241.25	38887
2241.80	38915
2242.35	38940
2242.90	38966
2243.45	38997
2244.00	39036
2244.55	39074
2245.10	39118
2245.65	39163
2246.20	39220
2246.75	39262
2247.30	39315
2247.85	39359
2248.40	39420
2248.95	39479
2249.50	39523
2250.05	39574
2250.60	39637
2251.15	39691
2251.70	39730
2252.25	39778
2252.80	39812
2253.35	39843
2253.90	39880
2254.45	39918
2255.00	39955
2255.55	39994
2256.10	40034
2256.65	40066
2257.20	40105
2257.75	40140
2258.30	40178
2258.85	40208
2259.40	40239
2259.95	40268
2260.50	40300
2261.05	40331
2261.60	40361
2262.15	40391
2262.70	40422
2263.25	40453
2263.80	40485
2264.35	40513
2264.90	40539
2265.45	40566
2266.00	40592
2266.55	40623
2267.10	40651
2267.65	40679
2268.20	40708
2268.75	40739
2269.30	40772
2269.85	40800
2270.40	40830
2270.95	40869
2271.50	40916
2272.05	40970
2272.60	41032
2273.15	41098
2273.70	41154
2274.25	41214
2274.80	41274
2275.35	41332
2275.90	41381
2276.45	41427
2277.00	41483
2277.55	41537
2278.10	41587
2278.65	41647
2279.20	41699
2279.75	41746
2280.30	41798
2280.85	41845
2281.40	41885
2281.95	41921
2282.50	41956
2283.05	41989
2283.60	42020
2284.15	42055
2284.70	42095
2285.25	42133
2285.80	42175
2286.35	42214
2286.90	42252
2287.45	42291
2288.00	42329
2288.55	42366
2289.10	42399
2289.65	42438
2290.20	42479
2290.75	42519
2291.30	42558
2291.85	42591
2292.40	42626
2292.95	42662
2293.50	42697
2294.05	42735
2294.60	42770
2295.15	42808
2295.70	42846
2296.25	42882
2296.80	42917
2297.35	42949
2297.90	42980
2298.45	43011
2299.00	43042
2299.55	43074
2300.10	43105
2300.65	43134
2301.20	43166
2301.75	43195
2302.30	43227
2302.85	43261
2303.40	43291
2303.95	43325
2304.50	43356
2305.05	43385
2305.60	43415
2306.15	43445
2306.70	43475
2307.25	43507
2307.80	43537
2308.35	43566
2308.90	43593
2309.45	43622
2310.00	43653
2310.55	43680
2311.10	43711
2311.65	43738
2312.20	43767
2312.75	43796
2313.30	43827
2313.85	43854
2314.40	43882
2314.95	43911
2315.50	43940
2316.05	43971
2316.60	44000
2317.15	44026
2317.70	44055
2318.25	44084
2318.80	44116
2319.35	44145
2319.90	44174
2320.45	44202
2321.00	44228
2321.55	44256
2322.10	44283
2322.65	44309
2323.20	44336
2323.75	44362
2324.30	44392
2324.85	44442
2325.40	44494
2325.95	44545
2326.50	44604
2327.05	44661
2327.60	44717
2328.15	44769
2328.70	44826
2329.25	44876
2329.80	44921
2330.35	44973
2330.90	45024
2331.45	45071
2332.00	45139
2332.55	45184
2333.10	45247
2333.65	45302
2334.20	45358
2334.75	45421
2335.30	45489
2335.85	45543
2336.40	45604
2336.95	45662
2337.50	45722
2338.05	45773
2338.60	45823
2339.15	45881
2339.70	45926
2340.25	45965
2340.80	46004
2341.35	46048
2341.90	46105
2342.45	46146
2343.00	46188
2343.55	46234
2344.10	46272
2344.65	46308
2345.20	46349
2345.75	46384
2346.30	46421
2346.85	46457
2347.40	46496
2347.95	46544
2348.50	46581
2349.05	46617
2349.60	46652
2350.15	46686
2350.70	46722
2351.25	46773
2351.80	46837
2352.35	46887
2352.90	46934
2353.45	46985
2354.00	47032
2354.55	47075
2355.10	47124
2355.65	47162
2356.20	47204
2356.75	47246
2357.30	47288
2357.85	47331
2358.40	47383
2358.95	47425
2359.50	47477
2360.05	47516
2360.60	47561
2361.15	47603
2361.70	47651
2362.25	47699
2362.80	47744
2363.35	47787
2363.90	47832
2364.45	47878
2365.00	47923
2365.55	47964
2366.10	48005
2366.65	48050
2367.20	48091
2367.75	48136
2368.30	48181
2368.85	48223
2369.40	48268
2369.95	48316
2370.50	48361
2371.05	48401
2371.60	48448
2372.15	48494
2372.70	48535
2373.25	48582
2373.80	48625
2374.35	48672
2374.90	48714
2375.45	48758
2376.00	48806
2376.55	48850
2377.10	48889
2377.65	48931
2378.20	48973
2378.75	49015
2379.30	49060
2379.85	49109
2380.40	49156
2380.95	49200
2381.50	49240
2382.05	49280
2382.60	49318
2383.15	49354
2383.70	49394
2384.25	49433
2384.80	49475
2385.35	49515
2385.90	49553
2386.45	49591
2387.00	49635
2387.55	49678
2388.10	49716
2388.65	49753
2389.20	49792
2389.75	49829
2390.30	49868
2390.85	49909
2391.40	49949
2391.95	49987
2392.50	50025
2393.05	50068
2393.60	50103
2394.15	50142
2394.70	50177
2395.25	50214
2395.80	50252
2396.35	50293
2396.90	50331
2397.45	50370
2398.00	50412
2398.55	50450
2399.10	50487
2399.65	50525
2400.20	50563
2400.75	50600
2401.30	50638
2401.85	50675
2402.40	50713
2402.95	50753
2403.50	50792
2404.05	50832
2404.60	50868
2405.15	50907
2405.70	50944
2406.25	50983
2406.80	51022
2407.35	51058
