Laser	Light	Scattering	(SOLID)
Depth	Average
2200.318	32
2200.320	42
2200.322	43
2200.323	43
2200.324	42
2200.326	48
2200.327	43
2200.329	72
2200.331	65
2200.332	54
2200.333	68
2200.335	94
2200.336	33
2200.338	35
2200.339	60
2200.341	102
2200.343	133
2200.344	217
2200.345	182
2200.347	55
2200.348	34
2200.350	53
2200.352	61
2200.353	60
2200.354	74
2200.356	57
2200.357	40
2200.359	57
2200.360	69
2200.362	92
2200.364	63
2200.365	35
2200.366	22
2200.368	29
2200.369	39
2200.371	72
2200.373	83
2200.374	55
2200.375	60
2200.377	52
2200.378	70
2200.380	94
2200.381	80
2200.383	74
2200.385	76
2200.386	66
2200.387	39
2200.389	32
2200.390	34
2200.392	38
2200.394	35
2200.395	42
2200.396	48
2200.398	168
2200.399	107
2200.401	95
2200.402	96
2200.404	68
2200.406	69
2200.407	69
2200.408	82
2200.410	79
2200.411	60
2200.413	35
2200.415	41
2200.416	35
2200.417	31
2200.419	33
2200.420	30
2200.422	35
2200.423	71
2200.425	83
2200.427	54
2200.428	58
2200.429	84
2200.431	113
2200.432	110
2200.434	116
2200.436	121
2200.437	94
2200.438	86
2200.440	78
2200.441	68
2200.443	48
2200.444	43
2200.446	49
2200.448	55
2200.449	60
2200.450	80
2200.452	115
2200.453	142
2200.455	121
2200.457	51
2200.458	37
2200.459	38
2200.461	36
2200.462	35
2200.464	49
2200.465	72
2200.467	73
2200.469	61
2200.470	47
2200.471	46
2200.473	53
2200.474	104
2200.476	243
2200.478	554
2200.479	528
2200.480	160
2200.482	102
2200.483	89
2200.485	74
2200.487	68
2200.488	95
2200.490	80
2200.491	92
2200.492	95
2200.494	74
2200.495	55
2200.497	84
2200.502	107
2200.503	126
2200.505	124
2200.506	99
2200.508	60
2200.510	31
2200.511	32
2200.512	38
2200.514	42
2200.515	49
2200.517	57
2200.519	61
2200.520	44
2200.521	32
2200.523	57
2200.524	93
2200.526	65
2200.527	49
2200.529	44
2200.531	46
2200.532	65
2200.533	91
2200.535	84
2200.536	52
2200.538	45
2200.540	45
2200.541	55
2200.542	55
2200.544	45
2200.545	54
2200.547	83
2200.548	101
2200.550	106
2200.552	83
2200.553	67
2200.554	64
2200.556	71
2200.557	106
2200.559	128
2200.561	136
2200.562	110
2200.563	73
2200.565	58
2200.566	66
2200.568	100
2200.569	132
2200.571	136
2200.573	139
2200.574	83
2200.575	44
2200.577	51
2200.578	51
2200.580	49
2200.582	49
2200.583	47
2200.584	48
2200.586	51
2200.587	54
2200.589	59
2200.590	81
2200.592	90
2200.594	79
2200.595	93
2200.596	88
2200.598	95
2200.599	106
2200.601	137
2200.603	119
2200.604	50
2200.605	49
2200.607	56
2200.608	58
2200.610	49
2200.612	46
2200.613	28
2200.615	32
2200.616	108
2200.617	98
2200.619	40
2200.620	72
2200.622	84
2200.624	96
2200.625	98
2200.626	71
2200.628	40
2200.629	39
2200.631	47
2200.633	35
2200.634	32
2200.635	41
2200.637	44
2200.638	43
2200.640	49
2200.641	51
2200.643	52
2200.645	64
2200.646	82
2200.647	115
2200.649	161
2200.650	154
2200.652	143
2200.654	176
2200.655	188
2200.656	213
2200.658	206
2200.659	214
2200.661	212
2200.662	176
2200.664	89
2200.666	54
2200.667	70
2200.668	54
2200.670	54
2200.671	55
2200.673	46
2200.675	43
2200.676	40
2200.677	40
2200.679	45
2200.680	40
2200.682	44
2200.683	59
2200.685	59
2200.687	75
2200.688	69
2200.689	50
2200.691	46
2200.692	56
2200.694	77
2200.696	77
2200.697	72
2200.698	74
2200.700	79
2200.701	72
2200.703	57
2200.704	42
2200.706	30
2200.708	19
2200.709	22
2200.710	30
2200.712	26
2200.713	20
2200.715	31
2200.717	40
2200.718	68
2200.719	74
2200.721	64
2200.722	102
2200.724	101
2200.725	109
2200.727	96
2200.729	59
2200.730	41
2200.731	38
2200.733	73
2200.734	130
2200.736	127
2200.738	129
2200.739	74
2200.740	64
2200.742	74
2200.743	146
2200.745	155
2200.746	103
2200.748	57
2200.750	33
2200.751	96
2200.752	105
2200.754	52
2200.755	58
2200.757	75
2200.759	104
2200.760	100
2200.761	90
2200.763	76
2200.764	79
2200.766	55
2200.767	52
2200.769	53
2200.771	129
2200.772	664
2200.773	428
2200.775	72
2200.776	62
2200.778	71
2200.780	38
2200.781	30
2200.782	40
2200.784	52
2200.785	75
2200.787	72
2200.789	89
2200.790	78
2200.792	68
2200.793	87
2200.794	72
2200.796	55
2200.797	32
2200.799	31
2200.801	101
2200.802	66
2200.803	36
2200.805	26
2200.806	28
2200.808	25
2200.810	26
2200.811	36
2200.813	61
2200.814	69
2200.815	95
2200.817	88
2200.818	77
2200.820	67
2200.822	68
2200.823	65
2200.824	96
2200.826	91
2200.827	104
2200.829	97
2200.831	99
2200.832	121
2200.833	88
2200.835	59
2200.836	80
2200.838	83
2200.839	128
2200.841	132
2200.843	58
2200.844	37
2200.845	45
2200.847	46
2200.848	33
2200.850	28
2200.852	31
2200.853	37
2200.854	41
2200.856	47
2200.857	64
2200.859	84
2200.860	76
2200.862	66
2200.864	53
2200.865	70
2200.866	124
2200.868	157
2200.869	59
2200.871	62
2200.873	82
2200.874	59
2200.875	61
2200.877	80
2200.878	82
2200.880	54
2200.881	39
2200.883	44
2200.885	47
2200.886	45
2200.887	54
2200.889	47
2200.890	44
2200.892	41
2200.894	44
2200.895	49
2200.896	41
2200.898	36
2200.899	38
2200.901	38
2200.902	44
2200.904	80
2200.906	72
2200.907	51
2200.908	39
2200.910	45
2200.911	30
2200.913	24
2200.915	23
2200.916	25
2200.917	28
2200.919	26
2200.920	26
2200.922	32
2200.923	22
2200.925	26
2200.927	29
2200.928	44
2200.929	50
2200.931	56
2200.932	114
2200.934	125
2200.936	108
2200.937	70
2200.938	41
2200.940	37
2200.941	31
2200.943	32
2200.944	38
2200.946	59
2200.948	102
2200.949	133
2200.950	134
2200.952	128
2200.953	134
2200.955	152
2200.957	143
2200.958	106
2200.959	80
2200.961	71
2200.962	67
2200.964	77
2200.965	82
2200.967	51
2200.969	60
2200.970	44
2200.971	154
2200.973	123
2200.974	48
2200.976	50
2200.978	72
2200.979	108
2200.980	143
2200.982	82
2200.983	50
2200.985	52
2200.987	49
2200.988	56
2200.990	50
2200.991	82
2200.992	100
2200.994	64
2200.995	74
2200.997	63
2201.002	203
2201.003	84
2201.005	74
2201.006	69
2201.008	62
2201.010	114
2201.011	80
2201.012	36
2201.014	115
2201.015	64
2201.017	45
2201.019	50
2201.020	50
2201.021	59
2201.023	68
2201.024	32
2201.026	32
2201.027	28
2201.029	26
2201.031	33
2201.032	31
2201.033	45
2201.035	67
2201.036	65
2201.038	36
2201.040	37
2201.041	50
2201.042	51
2201.044	58
2201.045	79
2201.047	101
2201.048	50
2201.050	27
2201.052	31
2201.053	65
2201.054	84
2201.056	68
2201.057	60
2201.059	46
2201.061	48
2201.062	61
2201.063	40
2201.065	37
2201.066	32
2201.068	24
2201.069	33
2201.071	38
2201.073	131
2201.074	166
2201.075	126
2201.077	60
2201.078	49
2201.080	29
2201.082	30
2201.083	61
2201.084	56
2201.086	44
2201.087	52
2201.089	58
2201.090	83
2201.092	108
2201.094	111
2201.095	70
2201.096	40
2201.098	49
2201.099	58
2201.101	50
2201.103	44
2201.104	43
2201.105	55
2201.107	158
2201.108	235
2201.110	43
2201.112	36
2201.113	30
2201.115	33
2201.116	49
2201.117	62
2201.119	64
2201.120	79
2201.122	60
2201.124	56
2201.125	37
2201.126	36
2201.128	57
2201.129	49
2201.131	31
2201.133	123
2201.134	122
2201.135	120
2201.137	89
2201.138	87
2201.140	73
2201.141	324
2201.143	729
2201.145	222
2201.146	153
2201.147	115
2201.149	65
2201.150	34
2201.152	34
2201.154	41
2201.155	40
2201.156	35
2201.158	44
2201.159	49
2201.161	60
2201.162	61
2201.164	122
2201.166	84
2201.167	56
2201.168	45
2201.170	45
2201.171	36
2201.173	30
2201.175	48
2201.176	53
2201.177	63
2201.179	48
2201.180	34
2201.182	31
2201.183	23
2201.185	20
2201.187	28
2201.188	32
2201.189	24
2201.191	20
2201.192	50
2201.194	58
2201.196	64
2201.197	68
2201.198	68
2201.200	75
2201.201	60
2201.203	35
2201.204	36
2201.206	44
2201.208	51
2201.209	53
2201.210	59
2201.212	68
2201.213	118
2201.215	118
2201.217	79
2201.218	36
2201.219	28
2201.221	46
2201.222	57
2201.224	58
2201.225	74
2201.227	82
2201.229	75
2201.230	78
2201.231	66
2201.233	70
2201.234	91
2201.236	70
2201.238	63
2201.239	56
2201.240	76
2201.242	69
2201.243	44
2201.245	33
2201.246	31
2201.248	42
2201.250	39
2201.251	35
2201.252	51
2201.254	50
2201.255	37
2201.257	28
2201.259	38
2201.260	50
2201.261	80
2201.263	129
2201.264	132
2201.266	138
2201.267	146
2201.269	102
2201.271	81
2201.272	79
2201.273	75
2201.275	84
2201.276	83
2201.278	74
2201.280	66
2201.281	75
2201.282	70
2201.284	120
2201.285	195
2201.287	194
2201.289	97
2201.290	48
2201.292	44
2201.293	36
2201.294	33
2201.296	43
2201.297	58
2201.299	91
2201.301	180
2201.302	409
2201.303	122
2201.305	120
2201.306	105
2201.308	78
2201.310	55
2201.311	47
2201.313	51
2201.314	64
2201.315	88
2201.317	106
2201.318	88
2201.320	75
2201.322	70
2201.323	67
2201.324	60
2201.326	71
2201.327	83
2201.329	98
2201.331	71
2201.332	40
2201.333	56
2201.335	53
2201.336	59
2201.338	55
2201.339	79
2201.341	79
2201.343	83
2201.344	81
2201.345	88
2201.347	90
2201.348	81
2201.350	82
2201.352	184
2201.353	265
2201.354	259
2201.356	214
2201.357	138
2201.359	114
2201.360	93
2201.362	52
2201.364	56
2201.365	65
2201.366	52
2201.368	45
2201.369	49
2201.371	48
2201.373	51
2201.374	35
2201.375	44
2201.377	86
2201.378	64
2201.380	55
2201.381	56
2201.383	62
2201.385	86
2201.386	126
2201.387	58
2201.389	56
2201.390	56
2201.392	60
2201.394	71
2201.395	93
2201.396	88
2201.398	108
2201.399	73
2201.401	89
2201.402	89
2201.404	79
2201.406	73
2201.407	55
2201.408	49
2201.410	52
2201.411	60
2201.413	97
2201.415	153
2201.416	196
2201.417	232
2201.419	214
2201.420	196
2201.422	189
2201.423	202
2201.425	210
2201.427	145
2201.428	92
2201.429	46
2201.431	58
2201.432	71
2201.434	93
2201.436	101
2201.437	110
2201.438	104
2201.440	79
2201.441	81
2201.443	116
2201.444	81
2201.446	57
2201.448	56
2201.449	72
2201.450	60
2201.452	55
2201.453	61
2201.455	58
2201.457	67
2201.458	50
2201.459	61
2201.461	80
2201.462	63
2201.464	82
2201.465	60
2201.467	74
2201.469	68
2201.470	59
2201.471	57
2201.473	50
2201.474	54
2201.476	58
2201.478	93
2201.479	133
2201.480	119
2201.482	73
2201.483	58
2201.485	75
2201.487	100
2201.488	88
2201.490	84
2201.491	81
2201.492	81
2201.494	98
2201.495	85
2201.497	109
2201.502	161
2201.503	156
2201.505	117
2201.506	98
2201.508	91
2201.510	75
2201.511	60
2201.512	51
2201.514	42
2201.515	39
2201.517	40
2201.519	45
2201.520	45
2201.521	61
2201.523	128
2201.524	191
2201.526	128
2201.527	94
2201.529	76
2201.531	60
2201.532	42
2201.533	37
2201.535	46
2201.536	44
2201.538	33
2201.540	34
2201.541	51
2201.542	61
2201.544	72
2201.545	50
2201.547	70
2201.548	69
2201.550	77
2201.552	55
2201.553	41
2201.554	45
2201.556	59
2201.557	70
2201.559	74
2201.561	80
2201.562	95
2201.563	83
2201.565	64
2201.566	76
2201.568	78
2201.569	78
2201.571	66
2201.573	67
2201.574	41
2201.575	36
2201.577	36
2201.578	35
2201.580	35
2201.582	31
2201.583	49
2201.584	109
2201.586	138
2201.587	163
2201.589	168
2201.590	184
2201.592	163
2201.594	111
2201.595	83
2201.596	52
2201.598	55
2201.599	44
2201.601	40
2201.603	54
2201.604	78
2201.605	136
2201.607	188
2201.608	141
2201.610	85
2201.612	46
2201.613	42
2201.615	48
2201.616	40
2201.617	53
2201.619	73
2201.620	69
2201.622	57
2201.624	56
2201.625	68
2201.626	81
2201.628	104
2201.629	95
2201.631	42
2201.633	36
2201.634	39
2201.635	37
2201.637	68
2201.638	83
2201.640	75
2201.641	91
2201.643	73
2201.645	56
2201.646	34
2201.647	37
2201.649	42
2201.650	56
2201.652	74
2201.654	105
2201.655	106
2201.656	60
2201.658	37
2201.659	30
2201.661	30
2201.662	29
2201.664	34
2201.666	39
2201.667	44
2201.668	60
2201.670	78
2201.671	80
2201.673	82
2201.675	36
2201.676	31
2201.677	54
2201.679	63
2201.680	73
2201.682	90
2201.683	175
2201.685	220
2201.687	193
2201.688	74
2201.689	58
2201.691	37
2201.692	39
2201.694	34
2201.696	42
2201.697	43
2201.698	41
2201.700	76
2201.701	70
2201.703	71
2201.704	48
2201.706	51
2201.708	60
2201.709	52
2201.710	56
2201.712	70
2201.713	85
2201.715	57
2201.717	42
2201.718	60
2201.719	46
2201.721	40
2201.722	35
2201.724	34
2201.725	29
2201.727	35
2201.729	77
2201.730	71
2201.731	69
2201.733	65
2201.734	69
2201.736	69
2201.738	43
2201.739	45
2201.740	45
2201.742	49
2201.743	48
2201.745	50
2201.746	53
2201.748	43
2201.750	43
2201.751	50
2201.752	46
2201.754	63
2201.755	69
2201.757	55
2201.759	56
2201.760	80
2201.761	103
2201.763	91
2201.764	88
2201.766	86
2201.767	60
2201.769	63
2201.771	53
2201.772	52
2201.773	135
2201.775	102
2201.776	32
2201.778	36
2201.780	33
2201.781	34
2201.782	45
2201.784	50
2201.785	54
2201.787	38
2201.789	36
2201.790	42
2201.792	39
2201.793	44
2201.794	46
2201.796	62
2201.797	54
2201.799	59
2201.801	67
2201.802	74
2201.803	56
2201.805	41
2201.806	39
2201.808	44
2201.810	50
2201.811	26
2201.813	33
2201.814	40
2201.815	44
2201.817	59
2201.818	65
2201.820	62
2201.822	94
2201.823	91
2201.824	102
2201.826	130
2201.827	104
2201.829	87
2201.831	73
2201.832	45
2201.833	50
2201.835	41
2201.836	65
2201.838	103
2201.839	129
2201.841	128
2201.843	100
2201.844	74
2201.845	56
2201.847	56
2201.848	70
2201.850	46
2201.852	54
2201.853	63
2201.854	54
2201.856	73
2201.857	89
2201.859	76
2201.860	46
2201.862	39
2201.864	42
2201.865	43
2201.866	58
2201.868	78
2201.869	104
2201.871	121
2201.873	105
2201.874	110
2201.875	111
2201.877	92
2201.878	85
2201.880	77
2201.881	58
2201.883	33
2201.885	35
2201.886	44
2201.887	53
2201.889	63
2201.890	51
2201.892	40
2201.894	37
2201.895	39
2201.896	36
2201.898	55
2201.899	34
2201.901	41
2201.902	52
2201.904	51
2201.906	56
2201.907	65
2201.908	67
2201.910	59
2201.911	66
2201.913	85
2201.915	65
2201.916	56
2201.917	62
2201.919	65
2201.920	52
2201.922	45
2201.923	35
2201.925	40
2201.927	42
2201.928	63
2201.929	116
2201.931	152
2201.932	170
2201.934	234
2201.936	249
2201.937	277
2201.938	338
2201.940	187
2201.941	130
2201.943	122
2201.944	64
2201.946	48
2201.948	73
2201.949	80
2201.950	83
2201.952	94
2201.953	82
2201.955	67
2201.957	72
2201.958	63
2201.959	46
2201.961	50
2201.962	62
2201.964	76
2201.965	83
2201.967	90
2201.969	92
2201.970	90
2201.971	88
2201.973	92
2201.974	94
2201.976	64
2201.978	67
2201.979	55
2201.980	53
2201.982	58
2201.983	78
2201.985	95
2201.987	75
2201.988	62
2201.990	61
2201.991	71
2201.992	101
2201.994	96
2201.995	114
2201.997	94
2202.002	102
2202.003	87
2202.005	84
2202.006	101
2202.008	107
2202.010	93
2202.011	85
2202.012	95
2202.014	101
2202.015	84
2202.017	84
2202.019	86
2202.020	61
2202.021	72
2202.023	95
2202.024	89
2202.026	88
2202.027	81
2202.029	94
2202.031	97
2202.032	75
2202.033	77
2202.035	66
2202.036	60
2202.038	92
2202.040	94
2202.041	121
2202.042	164
2202.044	130
2202.045	70
2202.047	57
2202.048	60
2202.050	74
2202.052	105
2202.053	115
2202.054	97
2202.056	72
2202.057	53
2202.059	59
2202.061	62
2202.062	54
2202.063	44
2202.065	35
2202.066	48
2202.068	63
2202.069	189
2202.071	178
2202.073	70
2202.074	39
2202.075	43
2202.077	54
2202.078	58
2202.080	70
2202.082	80
2202.083	83
2202.084	96
2202.086	106
2202.087	102
2202.089	88
2202.090	77
2202.092	63
2202.094	66
2202.095	61
2202.096	56
2202.098	251
2202.099	106
2202.101	94
2202.103	60
2202.104	80
2202.105	112
2202.107	139
2202.108	118
2202.110	142
2202.112	170
2202.113	168
2202.115	159
2202.116	108
2202.117	98
2202.119	117
2202.120	112
2202.122	118
2202.124	105
2202.125	95
2202.126	101
2202.128	62
2202.129	55
2202.131	56
2202.133	56
2202.134	45
2202.135	39
2202.137	43
2202.138	49
2202.140	49
2202.141	42
2202.143	49
2202.145	65
2202.146	107
2202.147	91
2202.149	61
2202.150	38
2202.152	54
2202.154	39
2202.155	26
2202.156	32
2202.158	50
2202.159	51
2202.161	45
2202.162	43
2202.164	32
2202.166	29
2202.167	24
2202.168	26
2202.170	31
2202.171	49
2202.173	182
2202.175	180
2202.176	74
2202.177	59
2202.179	56
2202.180	77
2202.182	43
2202.183	45
2202.185	78
2202.187	114
2202.188	62
2202.189	64
2202.191	60
2202.192	62
2202.194	61
2202.196	63
2202.197	65
2202.198	41
2202.200	23
2202.201	19
2202.203	32
2202.204	61
2202.206	66
2202.208	79
2202.209	94
2202.210	72
2202.212	33
2202.213	30
2202.215	32
2202.217	45
2202.218	41
2202.219	42
2202.221	60
2202.222	78
2202.224	88
2202.225	98
2202.227	94
2202.229	60
2202.230	44
2202.231	42
2202.233	38
2202.234	37
2202.236	41
2202.238	35
2202.239	66
2202.240	99
2202.242	133
2202.243	145
2202.245	64
2202.246	61
2202.248	60
2202.250	50
2202.251	42
2202.252	31
2202.254	32
2202.255	35
2202.257	38
2202.259	43
2202.260	76
2202.261	100
2202.263	138
2202.264	99
2202.266	46
2202.267	34
2202.269	41
2202.271	43
2202.272	37
2202.273	48
2202.275	77
2202.276	73
2202.278	54
2202.280	67
2202.281	142
2202.282	78
2202.284	48
2202.285	58
2202.287	63
2202.289	54
2202.290	41
2202.292	42
2202.293	59
2202.294	60
2202.296	85
2202.297	96
2202.299	66
2202.301	55
2202.302	53
2202.303	67
2202.305	64
2202.306	38
2202.308	62
2202.310	70
2202.311	60
2202.313	53
2202.314	54
2202.315	62
2202.317	65
2202.318	93
2202.320	147
2202.322	119
2202.323	119
2202.324	128
2202.326	120
2202.327	86
2202.329	61
2202.331	41
2202.332	56
2202.333	58
2202.335	87
2202.336	98
2202.338	86
2202.339	94
2202.341	68
2202.343	39
2202.344	37
2202.345	38
2202.347	34
2202.348	43
2202.350	40
2202.352	48
2202.353	74
2202.354	65
2202.356	90
2202.357	75
2202.359	87
2202.360	73
2202.362	92
2202.364	82
2202.365	61
2202.366	68
2202.368	70
2202.369	69
2202.371	77
2202.373	105
2202.374	118
2202.375	74
2202.377	46
2202.378	39
2202.380	44
2202.381	76
2202.383	130
2202.385	125
2202.386	131
2202.387	110
2202.389	64
2202.390	78
2202.392	88
2202.394	61
2202.395	60
2202.396	62
2202.398	66
2202.399	59
2202.401	60
2202.402	70
2202.404	98
2202.406	121
2202.407	100
2202.408	58
2202.410	42
2202.411	41
2202.413	48
2202.415	75
2202.416	187
2202.417	201
2202.419	92
2202.420	57
2202.422	52
2202.423	40
2202.425	33
2202.427	37
2202.428	36
2202.429	34
2202.431	39
2202.432	78
2202.434	70
2202.436	110
2202.437	113
2202.438	110
2202.440	119
2202.441	115
2202.443	116
2202.444	156
2202.446	205
2202.448	129
2202.449	143
2202.450	126
2202.452	123
2202.453	119
2202.455	131
2202.457	159
2202.458	157
2202.459	145
2202.461	160
2202.462	136
2202.464	93
2202.465	54
2202.467	44
2202.469	55
2202.470	75
2202.471	74
2202.473	62
2202.474	58
2202.476	102
2202.478	126
2202.479	83
2202.480	52
2202.482	37
2202.483	45
2202.485	52
2202.487	44
2202.488	45
2202.490	41
2202.491	54
2202.492	53
2202.494	58
2202.495	84
2202.497	160
2202.502	125
2202.503	82
2202.505	61
2202.506	44
2202.508	43
2202.510	57
2202.511	76
2202.512	71
2202.514	72
2202.515	63
2202.517	39
2202.519	69
2202.520	41
2202.521	35
2202.523	44
2202.524	63
2202.526	66
2202.527	100
2202.529	94
2202.531	93
2202.532	68
2202.533	44
2202.535	88
2202.536	195
2202.538	126
2202.540	61
2202.541	43
2202.542	49
2202.544	49
2202.545	70
2202.547	114
2202.548	109
2202.550	70
2202.552	95
2202.553	115
2202.554	110
2202.556	55
2202.557	40
2202.559	41
2202.561	32
2202.562	31
2202.563	53
2202.565	84
2202.566	96
2202.568	59
2202.569	72
2202.571	88
2202.573	75
2202.574	86
2202.575	91
2202.577	103
2202.578	89
2202.580	50
2202.582	64
2202.583	47
2202.584	43
2202.586	54
2202.587	103
2202.589	140
2202.590	97
2202.592	54
2202.594	49
2202.595	55
2202.596	53
2202.598	54
2202.599	83
2202.601	116
2202.603	98
2202.604	56
2202.605	39
2202.607	56
2202.608	100
2202.610	101
2202.612	87
2202.613	47
2202.615	42
2202.616	31
2202.617	34
2202.619	36
2202.620	49
2202.622	66
2202.624	53
2202.625	81
2202.626	83
2202.628	79
2202.629	105
2202.631	179
2202.633	288
2202.634	300
2202.635	164
2202.637	73
2202.638	37
2202.640	32
2202.641	33
2202.643	59
2202.645	40
2202.646	33
2202.647	35
2202.649	38
2202.650	70
2202.652	76
2202.654	91
2202.655	94
2202.656	82
2202.658	76
2202.659	126
2202.661	147
2202.662	60
2202.664	44
2202.666	32
2202.667	42
2202.668	53
2202.670	62
2202.671	72
2202.673	66
2202.675	73
2202.676	73
2202.677	113
2202.679	122
2202.680	105
2202.682	103
2202.683	104
2202.685	126
2202.687	112
2202.688	86
2202.689	61
2202.691	63
2202.692	109
2202.694	113
2202.696	94
2202.697	79
2202.698	45
2202.700	39
2202.701	54
2202.703	61
2202.704	48
2202.706	62
2202.708	64
2202.709	68
2202.710	71
2202.712	56
2202.713	54
2202.715	78
2202.717	70
2202.718	51
2202.719	61
2202.721	63
2202.722	80
2202.724	70
2202.725	81
2202.727	85
2202.729	106
2202.730	131
2202.731	82
2202.733	50
2202.734	40
2202.736	26
2202.738	26
2202.739	26
2202.740	28
2202.742	45
2202.743	105
2202.745	137
2202.746	125
2202.748	109
2202.750	101
2202.751	102
2202.752	120
2202.754	122
2202.755	58
2202.757	37
2202.759	38
2202.760	39
2202.761	48
2202.763	63
2202.764	70
2202.766	70
2202.767	73
2202.769	94
2202.771	88
2202.772	77
2202.773	75
2202.775	53
2202.776	92
2202.778	66
2202.780	69
2202.781	38
2202.782	36
2202.784	43
2202.785	51
2202.787	76
2202.789	139
2202.790	126
2202.792	77
2202.793	47
2202.794	43
2202.796	36
2202.797	41
2202.799	76
2202.801	123
2202.802	62
2202.803	29
2202.805	24
2202.806	28
2202.808	28
2202.810	30
2202.811	31
2202.813	40
2202.814	45
2202.815	36
2202.817	38
2202.818	42
2202.820	48
2202.822	54
2202.823	80
2202.824	110
2202.826	112
2202.827	39
2202.829	32
2202.831	24
2202.832	25
2202.833	34
2202.835	89
2202.836	94
2202.838	68
2202.839	43
2202.841	40
2202.843	45
2202.844	66
2202.845	82
2202.847	82
2202.848	97
2202.850	84
2202.852	63
2202.853	71
2202.854	62
2202.856	69
2202.857	92
2202.859	104
2202.860	141
2202.862	208
2202.864	126
2202.865	76
2202.866	55
2202.868	61
2202.869	88
2202.871	72
2202.873	44
2202.874	41
2202.875	38
2202.877	57
2202.878	86
2202.880	120
2202.881	124
2202.883	125
2202.885	122
2202.886	73
2202.887	67
2202.889	53
2202.890	44
2202.892	63
2202.894	57
2202.895	68
2202.896	68
2202.898	57
2202.899	87
2202.901	191
2202.902	214
2202.904	230
2202.906	227
2202.907	215
2202.908	107
2202.910	43
2202.911	52
2202.913	65
2202.915	60
2202.916	96
2202.917	126
2202.919	121
2202.920	116
2202.922	68
2202.923	49
2202.925	56
2202.927	43
2202.928	54
2202.929	70
2202.931	107
2202.932	206
2202.934	207
2202.936	108
2202.937	88
2202.938	63
2202.940	35
2202.941	37
2202.943	35
2202.944	43
2202.946	39
2202.948	59
2202.949	101
2202.950	81
2202.952	78
2202.953	84
2202.955	96
2202.957	147
2202.958	145
2202.959	202
2202.961	165
2202.962	209
2202.964	197
2202.965	98
2202.967	92
2202.969	96
2202.970	93
2202.971	89
2202.973	120
2202.974	127
2202.976	62
2202.978	49
2202.979	57
2202.980	61
2202.982	106
2202.983	134
2202.985	110
2202.987	87
2202.988	127
2202.990	131
2202.991	131
2202.992	132
2202.994	121
2202.995	117
2202.997	143
2203.002	521
2203.003	176
2203.005	116
2203.006	72
2203.008	57
2203.010	55
