Oxygen isotopes -- snowpits; GISP2 Site 15

REFERENCES: 

Bolzan, J.F., and M. Strobel. 1994. Accumulation-rate variations around
Summit, Greenland. Journal of Glaciology 40:56-66.

DATA DESCRIPTION: 

These files contain oxygen-isotope profiles for 9 shallow cores (to
approximately 17 m depth) recovered over a 150 x 150 km survey grid in
central Greenland.  All cores were recovered in May, 1987.  Isotopic data
in the upper 2 m of each profile were from the shallow drilling pits. 
Details on the site location, the core recovery, and the assignment of
core loss are given in Bolzan and Strobel, (1994). 

For the data below, all depths are in cm.  Dating of samples was based on
the seasonal variation in the oxygen isotope stratigraphy, along with
measurements of gross beta activity (see Bolzan and Strobel, 1994).  Time
is in decimal years, where 87 = 1987, etc. 

The first 2 columns refer to the true depth and age at the top of the
sample, where the age is based on a spline interpolation of the dating
described in Bolzan and Strobel (1994).  The time is in decimal calendar
years. 

Column 3 is density in kg/m3. 

Column 4 are the O18 values in per mil. 

Column 5 is the ice-equivalent depths at the top of the sample.

SITE 15: N 72 58 53, W 37 42 15, 3188 m				

DATA:				

Depth Top	Cal. Year	Density	del18O	Ice depth
650	1970.57	436.97	-33.57	293.58
655	1970.42	435.13	-35.31	295.96
660	1970.26	436.97	-37.53	298.33
665	1970.09	436.97	-37.77	300.71
670	1969.9	436.97	-36.64	303.09
675	1969.71	435.13	-34.26	305.47
680	1969.51	443.7	-33.99	307.84
686	1969.29	411.27	-35.92	310.74
691	1969.13	433.29	-37.75	312.98
696	1969	440.64	-37.94	315.34
700.5	1968.9	447.98	-36.95	317.5
705.5	1968.8	449.82	-35.49	319.94
710.5	1968.7	457.16	-34.47	322.39
715.5	1968.58	464.51	-34.03	324.88
720.5	1968.41	473.69	-35.62	327.41
725.5	1968.2	479.2	-36.82	329.99
730.5	1968	479.19	-36.66	332.6
735.5	1967.84	473.69	-34.79	335.21
740.5	1967.71	460.83	-32.22	337.79
745.5	1967.6	460.84	-31.06	340.3
750.5	1967.5	459	-31.13	342.81
755.5	1967.4	462.67	-32.24	345.31
760.5	1967.29	466.35	-34.49	347.83
765.5	1967.18	464.51	-36.57	350.37
770.5	1967.06	464.51	-36.68	352.9
775.5	1966.94	466.35	-36.66	355.43
780.5	1966.81	464.51	-35.48	357.97
785.5	1966.67	470.02	-34.68	360.5
790.5	1966.5	470.02	-34.65	363.06
795.5	1966.3	468.18	-35.66	365.62
800.5	1966.1	470.02	-35.99	368.17
805.5	1965.91	470.02	-35.27	370.73
810.5	1965.74	466.34	-34.52	373.29
815.5	1965.58	464.51	-33.66	375.83
820.5	1965.42	464.51	-35.53	378.36
825.5	1965.27	464.51	-37.87	380.89
830.5	1965.09	464.51	-38.54	383.42
835.5	1964.9	462.67	-37.9	385.95
840.5	1964.69	477.36	-36.97	388.47
845.5	1964.5	481.03	-37.02	391.07
850.5	1964.35	471.85	-37.57	393.69
855.5	1964.23	468.18	-37.53	396.26
860.5	1964.13	466.35	-38.7	398.81
865.5	1964.05	468.18	-39	401.35
870.5	1963.95	466.35	-37.94	403.9
875.5	1963.84	475.52	-35.77	406.44
880.5	1963.72	486.54	-33.77	409.03
885.5	1963.58	486.54	-33.11	411.68
890.5	1963.42	488.38	-34.63	414.33
895.5	1963.25	490.21	-35.72	416.99
900.5	1963.08	488.38	-36.99	419.66
905.5	1962.93	488.38	-36.55	422.32
910.5	1962.8	490.21	-35.46	424.98
915.5	1962.7	492.05	-34.65	427.65
920.5	1962.61	492.05	-33.99	430.33
925.5	1962.53	490.21	-33.47	433.01
930.5	1962.47	492.05	-33.86	435.68
935.5	1962.41	492.05	-34.25	438.36
940.5	1962.35	493.88	-34.29	441.04
945.5	1962.29	492.05	-35.38	443.73
950.5	1962.22	493.88	-37.84	446.41
955.5	1962.15	493.88	-39.49	449.1
960.5	1962.05	493.88	-40.35	451.79
965.5	1961.94	493.88	-38.94	454.48
970.5	1961.81	488.37	-37.39	457.17
975.5	1961.66	479.2	-35.96	459.83
980.5	1961.5	477.36	-35.93	462.44
985.5	1961.33	503.06	-37.12	465.04
990.5	1961.12	514.08	-37.65	467.78
995.5	1960.87	514.08	-37.25	470.58
1000.5	1960.61	512.25	-36.17	473.38
1005.5	1960.4	506.73	-36.93	476.17
1010.5	1960.26	506.74	-37.87	478.93
1015.5	1960.16	504.9	-38.57	481.69
1020.5	1960.08	506.74	-39.57	484.44
1025.5	1960	504.9	-39.63	487.2
1030.5	1959.91	504.9	-38.51	489.95
1035.5	1959.8	504.9	-36.06	492.7
1040.5	1959.68	504.9	-33.73	495.45
1045.5	1959.56	501.22	-32.54	498.2
1050.5	1959.44	497.56	-32.83	500.93
1055.5	1959.32	499.39	-34.4	503.64
1060.5	1959.19	497.56	-36.4	506.36
1065.5	1959.07	499.39	-38.13	509.07
1070.5	1958.93	499.39	-37.73	511.79
1075.5	1958.79	497.55	-36.54	514.51
1080.5	1958.65	499.4	-35.36	517.22
1085.5	1958.5	517.75	-35.43	519.94
1090.5	1958.34	519.59	-36.66	522.76
1095.5	1958.19	519.58	-37.7	525.59
1100.5	1958.06	517.75	-38.81	528.42
1105.5	1957.95	519.59	-38.37	531.24
1110.5	1957.86	517.75	-38.1	534.07
1115.5	1957.75	512.24	-36.85	536.89
1120.5	1957.6	484.71	-36.12	539.68
1125.5	1957.38	486.53	-36.54	542.32
1130.5	1957.12	492.06	-36.83	544.97
1135.5	1956.89	521.42	-36.03	547.65
1140.5	1956.71	523.27	-34.77	550.49
1145.5	1956.57	521.42	-34.13	553.34
1150.5	1956.43	521.43	-35.41	556.18
1155.5	1956.3	523.26	-37.12	559.02
1160.5	1956.17	521.43	-38.83	561.87
1165.5	1956.05	521.42	-39.85	564.71
1170.5	1955.95	523.27	-38.51	567.55
1175.5	1955.86	521.42	-37.43	570.4
1180.5	1955.77	506.74	-36.05	573.24
1185.5	1955.67	482.87	-34.51	576
1190.5	1955.57	534.27	-34.3	578.63
1195.5	1955.42	536.12	-34.64	581.54
1200.5	1955.25	534.27	-35.78	584.46
1205.5	1955.08	536.11	-37.03	587.37
1210.5	1954.92	534.28	-36.53	590.29
1215.5	1954.79	534.27	-36.04	593.2
1220.5	1954.67	530.61	-35.2	596.11
1225.5	1954.56	532.44	-34.57	599
1230.5	1954.44	530.6	-35.05	601.9
1235.5	1954.32	530.61	-35.97	604.79
1240.5	1954.2	532.44	-36.84	607.68
1245.5	1954.07	530.6	-37.38	610.58
1250.5	1953.93	536.12	-37.02	613.47
1255.5	1953.79	536.11	-35.96	616.39
1260.5	1953.65	536.11	-34.88	619.31
1265.5	1953.5	530.61	-34.74	622.23
1270.5	1953.35	526.93	-35.91	625.12
1275.5	1953.21	525.09	-36.38	627.99
1280.5	1953.07	530.61	-36.93	630.85
1285.5	1952.93	545.3	-35.94	633.74
1290.5	1952.8	545.29	-34.72	636.71
1295.5	1952.67	547.12	-33.36	639.68
1300.5	1952.55	545.3	-32.44	642.66
1305.5	1952.45	547.12	-33.02	645.63
1310.5	1952.34	528.77	-34.18	648.61
1315.5	1952.23	528.77	-35.61	651.49
1320.5	1952.09	526.93	-35.81	654.37
1325.5	1951.9	526.93	-35.43	657.24
1330.5	1951.69	528.77	-35	660.11
1335.5	1951.5	523.27	-35	662.99
1340.5	1951.36	525.09	-35.48	665.84
1345.5	1951.27	525.09	-36.94	668.7
1350.5	1951.22	536.11	-37.64	671.56
1355.5	1951.18	539.78	-38.25	674.48
1360.5	1951.15	537.95	-39.18	677.42
1365.5	1951.11	537.96	-39.95	680.35
1370.5	1951.05	539.77	-40.28	683.28
1375.5	1950.94	537.96	-39.72	686.22
1380.5	1950.79	537.95	-38.6	689.15
1385.5	1950.61	589.35	-37.24	692.08
1390.5	1950.38	536.12	-37.46	695.29
1395.5	1950.17	536.11	-37.71	698.21
1400.5	1950	536.11	-37.68	701.13
1405.5	1949.89	543.46	-37.29	704.05
1410.5	1949.8	548.96	-35.8	707.01
1415.5	1949.72	550.8	-35.2	710
1420.5	1949.59	550.8	-34.77	713
1425.5	1949.38	550.8	-35.82	716
1430.5	1949.12	550.8	-36.27	719
1435.5	1948.89	550.8	-35.41	722
1440.5	1948.73	550.8	-35.44	725
1445.5	1948.62	543.46	-34.17	728
1450.5	1948.54	539.78	-33.44	730.96
1455.5	1948.46	539.78	-33.82	733.9
1460.5	1948.37	539.78	-34.73	736.84
1465.5	1948.26	539.77	-35.53	739.78
1470.5	1948.1	543.46	-35.76	742.72
1475.5	1947.88	543.46	-35.68	745.68
1480.5	1947.63	545.29	-35.48	748.64
1485.5	1947.38	580.18	-36.27	751.61
1490.5	1947.17	589.35	-37.45	754.77
1495.5	1947	583.85	-37.39	757.98
1500.5	1946.87	569.17	-36.5	761.16
1505.5	1946.77	569.16	-35.31	764.26
1510.5	1946.69	565.49	-34.47	767.36
1515.5	1946.62	558.14	-33.3	770.44
1520.5	1946.54	556.31	-32.85	773.48
1525.5	1946.45	543.45	-33.3	776.51
1530.5	1946.34	543.46	-34.35	779.47
1535.5	1946.22	543.46	-35.63	782.43
1540.5	1946.08	543.45	-36.21	785.39
1545.5	1945.92	545.3	-35.7	788.35
1550.5	1945.75	548.76	-34.88	791.32
1555	1945.59	548.96	-34.66	794.01
1560	1945.41	548.96	-34.99	797
1565	1945.25	550.8	-36.69	799.99
1570	1945.08	548.96	-38.45	802.99
1575	1944.92	548.96	-37.87	805.98
1580	1944.75	550.8	-36.93	808.97
1584.5	1944.6	554.48	-36.4	811.67
1589.5	1944.43	556.3	-36.26	814.69
1594.5	1944.24	554.89	-35.88	817.72
1599	1944.07	575.28	-35.85	820.44
1603.5	1943.88	583.85	-35.38	823.26
1608.5	1943.64	572.83	-35.17	826.44
1613.5	1943.39	525.09	-35.1	829.56
1618.5	1943.14	525.1	-35.36	832.42
1623.5	1942.87	525.09	-36.49	835.28
1628.5	1942.58	523.26	-37.15	838.14
1633.5	1942.26	532.44	-37.17	840.99
1639	1941.87	536.11	-36.57	844.18
1644	1941.48	537.96	-35.33	847.1
1649	1941.06	537.95	-34.56	850.03
1654	1940.6	537.95	-34.14	852.96
1659	1940.1	537.95	-34.9	855.89
1664	1939.56	595.68	-35.14	858.82
