age (yr)	total sulfate (ppb)	volcanic sulfate

13621.50	145.00	71
13626.50	201.00	86
13631.50	215.00	110
13636.50	241.00	129
13641.50	440.00	336
13646.50	311.00	218
13651.50	266.00	157
13656.50	136.00	55
13661.30	112.00	29
13665.90	153.00	64
13670.50	119.00	42
13675.10	126.00	34
13679.70	56.00	0
13684.20	82.30	0
13688.60	58.70	0
13693.00	60.80	0
13697.40	56.90	5
13701.80	45.10	0
13706.00	38.20	0
13710.00	59.20	0
13714.00	48.30	0
13718.00	38.90	0
13722.00	48.80	0
13726.10	43.30	0
13730.30	55.10	0
13734.50	43.40	0
13738.70	55.80	0
13742.90	38.30	0
13746.90	43.70	0
13750.70	96.40	27
13754.50	49.10	0
13762.10	40.40	0
13769.70	77.40	0
13773.50	66.40	0
13777.30	87.30	12
13781.10	52.20	0
13785.00	50.60	0
13789.00	65.70	0
13793.00	85.90	16
13797.00	59.30	0
13805.10	63.40	0
13809.30	64.70	0
13813.50	160.00	86
13817.70	64.70	0
13821.90	68.90	3
13826.00	67.90	0
13830.00	67.90	11
13834.00	91.00	20
13838.00	117.00	43
13842.00	159.00	92
13846.00	77.40	7
13850.00	56.80	0
13854.00	66.20	0
13858.00	62.90	0
13862.00	37.10	0
13866.20	68.50	9
13870.60	58.60	0
13875.00	53.50	0
13879.40	75.00	7
13883.80	73.30	31
13888.30	95.30	49
13892.90	90.10	21
13897.50	83.60	3
13902.10	49.00	0
13906.70	57.10	0
13911.20	67.30	0
13915.60	64.90	1
13920.00	70.50	0
13924.40	52.80	0
13928.80	49.00	0
13932.90	50.60	0
13936.70	55.60	0
13940.50	52.10	0
13944.30	67.40	0
13948.10	95.70	23
13952.20	60.30	0
13956.60	58.90	9
13961.00	40.60	0
13965.40	37.10	0
13969.80	99.20	25
13974.10	86.70	36
13978.30	95.30	41
13982.50	77.90	38
13986.70	114.00	41
13990.90	137.00	45
13995.10	97.90	7
13998.00	62.80	0
14000.00	244.00	149
14002.00	76.40	0
14004.00	81.90	7
14006.00	81.10	13
14008.00	97.30	0
14010.00	78.90	10
14012.00	41.60	0
14016.00	79.80	0
14022.00	95.10	0
14034.00	90.60	0
14040.00	132.00	2
14045.90	127.00	2
14051.70	88.40	0
14057.50	153.00	13
14063.30	193.00	86
14069.10	168.00	80
14074.10	188.00	82
14078.30	138.00	66
14082.50	166.00	69
14086.70	58.80	0
14090.90	69.70	0
14095.10	49.30	0
14099.30	60.50	0
14103.50	74.20	9
14107.70	88.10	12
14111.90	77.00	13
14115.90	66.80	0
14119.70	78.80	8
14123.50	102.00	33
14127.30	70.30	10
14131.10	87.20	36
14134.60	60.80	0
14137.80	54.90	0
14141.00	61.50	0
14144.20	79.90	0
14147.40	113.00	39
14150.90	167.00	104
14154.70	69.00	14
14158.50	97.10	28
14162.30	127.00	41
14166.10	145.00	66
14169.90	215.00	71
14173.70	143.00	0
14177.50	72.40	2
14181.30	75.60	6
14185.10	104.00	41
14188.90	71.10	16
14192.70	65.90	2
14196.50	126.00	40
14200.30	99.60	38
14204.10	99.40	28
14207.70	67.70	15
14211.10	119.00	58
14214.50	166.00	91
14217.90	113.00	41
14221.30	95.90	31
14225.00	96.90	45
14229.00	81.70	35
14233.00	74.90	5
14237.00	140.00	77
14241.00	82.80	22
14244.80	73.50	30
14248.40	78.20	21
14252.00	81.20	17
14255.60	112.00	56
14259.20	95.00	44
14262.90	131.00	75
14266.70	108.00	49
14270.50	86.40	28
14274.30	206.00	147
14278.10	141.00	81
14281.60	85.60	28
14284.80	64.80	27
14288.00	85.40	29
14291.20	102.00	49
14294.32	74.10	21
14297.71	88.70	31
14301.40	112.00	40
14305.00	113.00	60
14308.60	101.00	45
14312.20	70.50	19
14315.70	95.10	38
14319.10	94.60	33
14322.50	80.30	9
14325.90	89.10	29
14329.30	74.20	19
14332.50	72.70	17
14335.50	54.30	2
14338.50	81.20	29
14341.50	134.00	78
14344.50	91.90	43
14347.70	71.20	10
14351.10	87.50	28
14354.50	91.30	47
14357.90	102.00	40
14361.30	48.70	14
14364.80	86.90	11
14368.40	62.00	17
14372.00	97.00	43
14375.60	80.70	29
14379.20	83.80	15
14382.87	79.70	14
14386.10	84.90	21
14389.50	65.20	7
14392.99	71.80	7
14396.39	92.80	27
14399.80	61.70	4
14403.40	60.00	0
14407.00	63.00	0
14410.60	51.50	1
14414.20	59.30	3
14417.60	59.60	6
14420.80	64.70	2
14424.00	59.00	0
14427.20	69.60	28
14430.40	116.00	49
14433.50	91.30	37
14436.50	90.60	28
14439.50	98.50	46
14442.50	97.30	22
14445.50	60.00	17
14448.50	84.10	24
14451.50	89.20	28
14454.50	82.60	25
14457.50	80.30	21
14460.50	64.90	13
14463.60	85.80	26
14466.80	70.00	6
14470.00	70.80	15
14473.20	83.00	32
14476.40	74.90	23
14479.60	51.50	17
14482.80	198.00	117
14486.00	141.00	73
14489.20	95.90	45
14492.40	72.00	19
14495.60	159.00	94
14498.80	74.00	12
14502.00	71.70	17
14505.20	87.70	54
14508.40	79.10	16
14511.70	83.30	19
14515.10	63.60	12
14518.50	109.00	59
14521.90	89.40	31
14525.30	75.70	4
14528.50	73.50	28
14531.50	43.60	0
14534.50	50.30	0
14537.50	56.90	11
14540.50	39.20	0
14543.60	39.50	0
14546.80	42.00	0
14550.00	53.10	2
14553.20	71.50	7
14556.40	51.50	0
14559.60	39.50	0
14562.80	33.30	0
14566.00	41.50	0
14569.20	35.50	0
14572.40	35.80	0
14575.70	37.60	0
14579.10	45.10	0
14582.50	59.60	0
14585.90	52.10	0
14589.30	89.50	28
14592.90	39.20	0
14596.70	69.60	17
14600.50	202.00	139
14604.30	48.40	0
14608.10	87.90	16
14612.10	92.60	0
14616.30	70.90	0
14620.50	39.50	0
14624.70	53.70	0
14628.90	45.30	0
14632.90	37.00	0
14636.70	39.70	0
14640.50	50.80	9
14644.30	63.60	4
14648.10	69.60	0
14652.30	78.00	10
14656.90	70.10	0
14661.50	63.70	0
14666.10	90.90	0
14670.70	105.00	10
14676.80	233.00	77
14684.40	178.00	32
14692.00	122.00	0
14699.60	145.00	0
14707.20	201.00	7
14714.90	198.00	21
14722.70	195.00	0
14730.50	122.00	0
14738.30	478.00	240
14746.10	189.00	0
14753.60	120.00	4
14760.80	281.00	81
14768.00	146.00	0
14775.20	238.00	86
14782.40	143.00	0
14789.78	112.00	0
14796.80	163.00	7
14804.00	149.00	0
14811.20	169.00	8
14818.40	158.00	17
14825.70	174.00	17
14833.10	134.00	0
14840.50	217.00	0
14847.90	189.00	23
14855.30	246.00	124
14862.50	190.00	2
14869.50	204.00	21
14876.50	147.00	0
14883.50	160.00	6
14890.50	203.00	18
14897.60	116.00	41
14904.80	212.00	43
14912.00	130.00	0
14919.20	162.00	0
14926.40	170.00	0
14933.30	185.00	0
14939.90	181.00	21
14946.50	201.00	21
14953.10	244.00	19
14959.70	238.00	57
14966.40	190.00	0
14973.20	147.00	0
14980.00	166.00	0
14986.80	302.00	101
14993.60	175.00	0
15000.90	128.00	0
15008.70	222.00	0
15016.50	186.00	31
15024.30	234.00	46
15032.10	312.00	105
15039.40	293.00	139
15046.20	163.00	55
15052.83	260.00	47
15059.63	173.00	27
15066.60	127.00	12
15073.40	166.00	13
15080.20	201.00	36
15087.00	195.00	10
15093.80	118.00	0
15100.60	152.00	0
15107.40	153.00	6
15114.20	169.00	0
15121.00	179.00	24
15127.80	150.00	0
15134.60	220.00	22
15141.80	214.00	15
15149.40	149.00	17
15157.00	213.00	0
15164.60	125.00	0
15172.20	180.00	30
15179.60	201.00	42
15186.80	124.00	4
15194.00	208.00	15
15201.20	149.00	20
15208.40	463.00	181
15216.20	117.00	0
15224.60	127.00	0
15233.00	258.00	37
15249.80	146.00	9
15258.10	132.00	0
15266.30	155.00	0
15274.50	220.00	0
15282.70	140.00	6
15290.90	196.00	0
15299.20	219.00	0
15307.60	159.00	0
15316.00	146.00	3
15324.40	169.00	0
15332.80	158.00	0
15341.50	193.00	0
15350.50	120.00	0
15359.50	188.00	6
15368.50	158.00	0
15377.50	136.00	0
15386.00	155.00	0
15394.00	178.00	21
15402.00	175.00	0
15410.00	179.00	0
15418.00	144.00	0
15426.00	164.00	0
15434.00	191.00	0
15442.00	171.00	0
15450.00	166.00	0
15458.00	329.00	44
15465.50	249.00	0
15472.50	154.00	0
15479.50	163.00	14
15486.50	143.00	11
15493.33	133.00	0
15501.18	161.00	11
15510.20	159.00	1
15519.00	179.00	6
15527.80	130.00	1
15536.60	197.00	0
15544.90	148.00	31
15552.70	266.00	103
15560.50	252.00	111
15568.30	159.00	0
15576.10	136.00	0
15584.20	176.00	0
15592.60	156.00	0
15601.00	154.00	23
15609.40	159.00	0
15617.80	167.00	6
15626.00	142.00	9
15634.00	200.00	0
15642.00	211.00	0
15650.00	183.00	16
15658.00	202.00	13
15666.00	197.00	0
15674.00	145.00	0
15682.00	164.00	0
15690.00	188.00	1
15698.00	232.00	43
15706.40	193.00	12
15715.20	244.00	52
15724.00	194.00	0
15733.02	173.00	0
15741.82	138.00	0
15750.10	210.00	22
15758.30	137.00	0
15766.50	206.00	0
15774.70	159.00	0
15782.90	322.00	2
15791.20	235.00	31
15799.60	175.00	33
15808.00	152.00	4
15816.40	167.00	13
15824.80	262.00	10
15832.60	247.00	26
15839.80	245.00	13
15847.00	228.00	0
15854.20	184.00	21
15861.40	246.00	1
15869.30	193.00	14
15877.90	237.00	0
15886.50	353.00	60
15895.10	239.00	67
15903.70	219.00	32
15912.40	352.00	85
15921.20	237.00	42
15930.00	231.00	25
15938.80	230.00	29
15947.60	150.00	6
15956.30	452.00	116
15964.90	243.00	21
15973.29	182.00	30
15981.89	267.00	14
15990.70	280.00	7
15998.90	269.00	42
16006.70	131.00	0
16014.50	242.00	11
16022.30	223.00	16
16030.30	141.00	0
16038.52	232.00	55
16046.90	160.00	25
16055.50	266.00	12
16064.10	265.00	40
16072.70	230.00	12
16081.40	323.00	75
16090.20	249.00	25
16099.00	260.00	32
16107.80	273.00	61
16116.60	304.00	37
16125.00	267.00	56
16133.00	285.00	35
16141.00	516.00	314
16149.00	221.00	0
16157.00	191.00	0
16164.70	262.00	0
16172.10	204.00	0
16179.50	269.00	61
16186.90	169.00	0
16194.30	205.00	30
16209.40	183.00	20
16217.00	265.00	15
16224.60	279.00	52
16232.20	200.00	11
16240.00	169.00	18
16248.00	259.00	37
16256.00	210.00	33
16264.00	424.00	209
16272.00	253.00	37
16279.40	237.00	25
16286.20	309.00	96
16293.00	207.00	29
16299.80	169.00	17
16306.60	366.00	74
16314.10	258.00	39
16322.30	281.00	47
16330.50	307.00	75
16338.70	258.00	62
16346.90	296.00	71
16355.20	292.00	68
16363.00	294.00	70
16371.00	350.00	119
16379.00	290.00	51
16387.20	357.00	85
16394.78	355.00	112
16401.80	248.00	0
16409.00	382.00	93
16416.20	251.00	15
16423.40	224.00	2
16431.50	195.00	0
16440.50	250.00	43
16449.50	183.00	0
16458.50	284.00	67
16467.50	218.00	0
16476.30	256.00	27
16484.90	170.00	0
16493.50	305.00	30
16502.10	303.00	19
16510.70	244.00	5
16518.80	261.00	19
16526.40	300.00	76
16534.00	263.00	0
16541.60	214.00	9
16549.20	253.00	22
16556.80	297.00	45
16564.40	296.00	23
16572.00	232.00	25
16579.60	191.00	16
16587.20	254.00	0
16594.30	335.00	26
16600.90	240.00	20
16607.50	222.00	12
16614.10	187.00	8
16620.87	216.00	34
16628.20	293.00	38
16636.00	316.00	0
16644.00	205.00	0
16652.00	201.00	26
16660.00	301.00	40
16667.80	233.00	29
16675.40	199.00	0
16683.00	305.00	54
16690.60	253.00	0
16698.20	225.00	29
16705.30	249.00	36
16711.90	256.00	29
16718.50	203.00	0
16725.10	304.00	0
16731.70	459.00	140
16739.00	285.00	0
16747.00	247.00	4
16755.00	198.00	2
16763.00	381.00	110
16771.00	243.00	11
16778.20	241.00	14
16784.60	230.00	7
16791.00	346.00	101
16797.40	265.00	8
16803.80	210.00	30
16811.00	221.00	20
16819.00	213.00	18
16827.00	173.00	0
16835.00	179.00	12
16843.00	391.00	103
16850.40	227.00	8
16857.03	185.00	0
16864.17	198.00	16
16870.80	277.00	46
16877.60	188.00	0
16885.10	235.00	18
16893.30	195.00	28
16901.50	222.00	0
16909.70	214.00	11
16917.90	334.00	38
16925.80	235.00	0
16933.40	286.00	42
16941.00	248.00	0
16948.60	231.00	10
16956.20	211.00	27
16964.40	281.00	38
16973.20	347.00	22
16982.00	286.00	0
16990.80	294.00	21
16999.60	310.00	4
17008.10	297.00	28
17016.30	312.00	0
17024.50	297.00	8
17032.70	277.00	50
17040.90	290.00	0
17049.40	275.00	25
17058.20	317.00	0
17067.00	258.00	0
17075.80	250.00	0
17084.60	299.00	12
17093.20	273.00	0
17101.60	224.00	8
17110.00	175.00	0
17118.40	223.00	25
17126.80	264.00	33
17135.41	292.00	38
17143.60	328.00	63
17152.00	273.00	24
17160.40	242.00	5
17168.80	394.00	54
17176.40	335.00	4
17183.20	350.00	54
17190.00	349.00	10
17196.80	239.00	48
17203.60	259.00	25
17210.90	259.00	12
17218.70	250.00	2
17226.50	243.00	11
17234.30	261.00	0
17242.10	239.00	19
17250.90	274.00	42
17260.70	274.00	28
17270.50	274.00	32
17280.30	183.00	12
17290.10	260.00	48
17299.10	236.00	42
17307.30	189.00	30
17315.50	223.00	14
17323.50	245.00	32
17331.70	194.00	6
17340.20	193.00	8
17348.60	250.00	44
17357.00	221.00	6
17365.40	218.00	19
17373.80	260.00	13
17382.20	182.00	2
17390.60	144.00	11
17399.00	220.00	18
17407.40	180.00	15
17415.80	191.00	0
17424.50	198.00	5
17433.50	248.00	48
17442.50	190.00	0
17451.50	203.00	0
17460.50	160.00	0
17469.50	189.00	0
17478.50	195.00	0
17487.50	244.00	0
17496.50	203.00	0
17505.50	177.00	0
17514.50	161.00	0
17523.50	163.00	2
17532.50	202.00	11
17541.50	146.00	0
17550.50	163.00	0
17559.50	150.00	12
17568.50	114.00	1
17577.28	156.00	0
17586.28	181.00	0
17595.50	163.00	0
17604.60	144.00	6
17613.80	164.00	0
17623.00	216.00	47
17632.20	180.00	18
17641.40	215.00	0
17650.60	269.00	65
17659.80	182.00	0
17669.00	261.00	0
17678.20	191.00	11
17687.40	211.00	15
17696.60	197.00	47
17705.80	231.00	11
17715.00	218.00	0
17724.20	301.00	1
17733.40	240.00	11
17742.50	269.00	20
17751.50	232.00	40
17760.50	165.00	0
17778.50	254.00	0
17787.80	266.00	0
17797.40	279.00	25
17807.00	285.00	8
17816.60	236.00	0
17826.20	205.00	11
17836.10	259.00	5
17846.30	206.00	10
17856.50	219.00	15
17866.70	194.00	19
17876.90	195.00	0
17887.00	242.00	7
17897.00	216.00	0
17907.00	156.00	7
17917.00	149.00	18
17927.00	214.00	27
17936.90	192.00	20
17946.70	169.00	5
17956.50	254.00	47
17966.30	209.00	30
17976.10	151.00	18
17986.20	142.00	8
17996.60	165.00	13
18007.00	147.00	0
18017.40	180.00	30
18027.80	207.00	21
18037.50	197.00	22
18046.50	212.00	15
18055.50	177.00	0
18064.50	173.00	11
18073.50	209.00	22
18082.90	197.00	0
18092.70	248.00	15
18102.50	217.00	37
18112.30	248.00	13
18122.10	178.00	0
18132.10	346.00	132
18142.30	232.00	15
18152.50	240.00	31
18162.70	291.00	0
18172.90	420.00	202
18183.00	211.00	22
18193.00	231.00	17
18203.00	173.00	20
18213.00	204.00	38
18223.00	200.00	21
18233.10	246.00	57
18243.30	197.00	9
18253.50	209.00	48
18263.70	194.00	39
18273.90	195.00	27
18283.30	198.00	12
18291.90	168.00	16
18300.50	161.00	18
18309.10	160.00	0
18317.70	191.00	0
18326.80	200.00	0
18336.40	166.00	0
18346.00	220.00	1
18355.60	150.00	0
18375.60	207.00	20
18386.80	163.00	6
18398.00	161.00	32
18409.20	190.00	35
18420.40	181.00	0
18431.00	206.00	0
18441.00	178.00	30
18451.00	127.00	0
18461.00	255.00	37
18471.00	243.00	32
18480.90	170.00	10
18490.70	144.00	0
18500.50	237.00	38
18520.10	168.00	0
18529.70	187.00	0
18539.10	202.00	0
18548.50	206.00	11
18557.90	179.00	6
18567.30	181.00	0
18577.30	196.00	0
18587.90	148.00	0
18598.50	165.00	16
18609.10	144.00	8
18619.70	255.00	33
18630.20	211.00	13
18640.60	154.00	0
18651.00	220.00	37
18661.40	224.00	42
18671.80	197.00	27
18682.20	131.00	17
18692.60	191.00	0
18703.00	201.00	34
18713.40	307.00	126
18723.80	207.00	38
18734.20	245.00	51
18744.60	149.00	0
18755.00	162.00	14
18765.40	191.00	24
18775.80	219.00	0
18786.80	240.00	3
18798.40	258.00	17
18810.00	186.00	36
18821.60	154.00	25
18833.20	176.00	32
18844.00	188.00	21
18854.00	178.00	31
18864.00	170.00	16
18874.00	182.00	3
18884.00	141.00	0
18894.30	197.00	5
18904.90	132.00	0
18915.50	195.00	3
18926.10	191.00	13
18936.70	188.00	0
18957.90	194.00	9
18968.50	255.00	0
18989.70	142.00	0
18999.40	119.00	0
19008.20	289.00	83
19017.00	183.00	3
19025.80	182.00	33
19034.60	159.00	16
19044.15	188.00	18
19053.70	176.00	12
19063.50	232.00	2
19073.30	222.00	0
19083.10	283.00	65
19092.10	202.00	33
19100.30	125.00	1
19108.50	218.00	16
19116.70	198.00	48
19124.90	211.00	31
19133.30	175.00	20
19141.90	204.00	27
19150.50	160.00	4
19159.10	144.00	0
19167.70	156.00	0
19176.30	186.00	10
19184.90	159.00	25
19193.50	175.00	0
19202.10	244.00	72
19210.70	211.00	65
19219.00	130.00	0
19227.00	162.00	2
19235.00	131.00	0
19243.20	113.00	2
19251.20	149.00	2
19259.30	160.00	19
19267.90	176.00	0
19276.50	152.00	28
19285.10	215.00	36
19293.70	121.00	17
19302.60	139.00	0
19311.80	197.00	0
19321.00	183.00	0
19330.20	250.00	0
19339.40	146.00	0
19348.00	172.00	0
19356.00	194.00	0
19364.00	140.00	8
19372.00	270.00	46
19380.00	246.00	0
19388.40	191.00	0
19397.20	199.00	0
19406.00	175.00	3
19414.80	176.00	0
19423.60	200.00	6
19432.50	154.00	0
19441.50	155.00	0
19450.50	205.00	0
19459.50	138.00	40
19468.50	207.00	0
19477.90	149.00	0
19487.70	154.00	0
19497.50	127.00	0
19507.30	195.00	9
19517.10	137.00	0
19526.20	192.00	0
19534.60	199.00	38
19543.00	181.00	0
19551.40	159.00	0
19559.80	163.00	0
19569.60	134.00	0
19580.80	205.00	12
19592.00	184.00	25
19603.20	148.00	16
19614.40	250.00	43
19625.00	252.00	30
19635.00	209.00	5
19645.00	220.00	14
19655.00	177.00	3
19665.00	398.00	167
19675.30	177.00	0
19685.90	203.00	9
19696.50	194.00	0
19707.10	294.00	31
19718.23	194.00	4
19728.61	190.00	26
19738.30	147.00	0
19748.50	263.00	0
19758.70	211.00	40
19768.90	177.00	12
19778.60	258.00	0
19797.00	185.00	0
19806.20	153.00	0
19815.40	169.00	0
19824.60	153.00	0
19833.80	163.00	0
19842.54	122.00	0
19851.74	168.00	0
19861.40	191.00	0
19871.00	185.00	0
19881.00	215.00	0
19891.00	176.00	0
19901.00	214.00	0
19911.00	155.00	0
19921.30	164.00	0
19931.90	215.00	0
19953.10	221.00	0
19963.70	185.00	0
19973.62	205.00	0
19982.20	141.00	0
19991.00	240.00	2
19999.80	192.00	0
20008.60	204.00	0
20027.40	263.00	88
20037.00	204.00	56
20046.60	349.00	120
20056.20	150.00	0
20065.50	176.00	13
20083.50	141.00	0
20092.50	139.00	3
20101.50	165.00	18
20110.40	173.00	0
20119.20	134.00	2
20128.00	175.00	2
20136.80	133.00	0
20145.60	194.00	0
20154.50	154.00	13
20163.50	134.00	11
20172.50	184.00	14
20181.50	402.00	128
20190.50	182.00	18
20199.80	166.00	0
20209.40	143.00	0
20219.00	146.00	0
20228.60	183.00	0
20238.20	201.00	0
20248.00	197.00	0
20258.00	250.00	0
20268.00	208.00	0
20278.25	211.00	0
20288.25	279.00	0
20297.50	217.00	0
20306.50	304.00	0
20315.50	254.00	0
20324.50	181.00	0
20333.50	191.00	5
20342.90	264.00	13
20352.70	215.00	22
20362.50	236.00	31
20372.30	183.00	2
20382.10	259.00	23
20392.30	196.00	0
20402.90	165.00	0
20413.50	283.00	54
20424.10	280.00	27
20434.70	193.00	28
20444.80	194.00	48
20454.40	157.00	6
20464.00	142.00	10
20473.60	141.00	34
20483.20	129.00	17
20492.60	183.00	21
20501.80	154.00	8
20511.00	188.00	0
20520.20	186.00	20
20529.40	246.00	51
20538.90	128.00	0
20548.70	133.00	28
20558.50	197.00	47
20568.30	135.00	0
20578.10	237.00	21
20588.00	138.00	7
20598.00	178.00	0
20608.00	109.00	0
20618.00	166.00	0
20628.00	154.00	18
20638.00	169.00	25
20648.00	119.00	1
20658.00	207.00	14
20668.00	155.00	15
20678.00	206.00	4
20688.30	198.00	3
20698.90	270.00	35
20709.50	203.00	26
20720.10	200.00	0
20730.70	176.00	26
20741.60	172.00	0
20752.80	224.00	22
20764.00	185.00	18
20775.20	248.00	19
20786.40	172.00	12
20796.70	189.00	4
20806.10	199.00	0
20815.50	208.00	14
20824.90	197.00	0
20834.30	349.00	102
20843.90	219.00	1
20853.70	173.00	0
20863.50	138.00	0
20873.30	144.00	22
20883.10	217.00	13
20893.60	173.00	0
20904.80	230.00	27
20916.00	180.00	8
20927.20	189.00	14
20938.40	207.00	9
20949.67	187.00	0
20960.20	232.00	27
20971.00	186.00	22
20981.80	246.00	73
20992.60	228.00	49
21003.10	267.00	26
21013.30	230.00	41
21033.70	212.00	38
21043.90	206.00	21
21054.00	191.00	26
21064.00	181.00	0
21074.00	216.00	0
21084.00	180.00	0
21094.00	238.00	3
21104.40	237.00	0
21115.20	197.00	4
21126.00	254.00	0
21136.80	188.00	3
21147.06	296.00	14
21157.32	190.00	0
21167.40	200.00	0
21177.00	169.00	0
21186.60	226.00	8
21196.20	190.00	1
21206.30	201.00	3
21216.90	214.00	0
21227.50	252.00	0
21238.10	361.00	99
21248.70	178.00	0
21259.30	194.00	0
21269.90	282.00	51
21280.50	226.00	0
21291.10	203.00	0
21301.70	242.00	12
21312.10	195.00	0
21322.30	283.00	0
21332.50	247.00	0
21342.70	202.00	9
21352.90	279.00	29
21363.30	230.00	16
21373.90	196.00	1
21384.50	208.00	0
21395.10	248.00	33
21405.70	227.00	23
21416.30	221.00	32
21426.90	225.00	6
21437.24	244.00	0
21447.84	209.00	0
21458.70	223.00	17
21469.40	228.00	0
21480.20	279.00	0
21491.00	198.00	16
21501.80	261.00	0
21512.60	308.00	50
21523.60	182.00	9
21534.80	219.00	13
21546.00	236.00	0
21557.20	268.00	3
21568.40	244.00	0
21579.90	259.00	5
21591.70	158.00	0
21603.50	271.00	0
21615.30	225.00	0
21627.10	187.00	2
21638.60	272.00	0
21649.80	222.00	0
21661.00	250.00	0
21672.20	250.00	33
21683.40	291.00	36
21695.60	231.00	9
21708.80	148.00	0
21722.00	187.00	21
21761.30	214.00	48
21773.90	236.00	61
21786.50	206.00	51
21799.10	197.00	2
21811.70	151.00	2
21824.00	188.00	0
21836.00	184.00	0
21848.00	167.00	3
21860.00	157.00	0
21871.10	142.00	0
21883.40	252.00	0
21897.05	199.00	0
21909.75	183.00	1
21922.45	173.00	2
21935.15	205.00	0
21947.10	155.00	15
21958.30	183.00	10
21969.50	223.00	11
21980.70	247.00	42
21991.90	252.00	34
22003.00	308.00	82
22014.00	190.00	25
22025.00	210.00	0
22036.00	165.00	0
22047.00	234.00	42
22057.30	166.00	17
22066.90	186.00	0
22076.50	225.00	0
22086.10	209.00	4
22095.70	248.00	32
22105.30	167.00	0
22114.66	183.00	0
22124.26	232.00	0
22134.10	170.00	0
22143.70	215.00	1
22155.00	277.00	54
22168.00	205.00	15
22181.00	196.00	0
22194.00	286.00	80
22207.00	190.00	0
22218.20	228.00	29
22227.60	198.00	12
22237.00	170.00	32
22246.40	190.00	0
22255.57	172.00	30
22266.60	216.00	0
22278.80	163.00	7
22291.00	165.00	1
22303.20	204.00	0
22315.40	206.00	40
22327.65	246.00	0
22339.95	235.00	1
22352.25	286.00	38
22364.55	297.00	0
22376.85	311.00	78
22389.00	275.00	104
22401.00	174.00	11
22413.00	199.00	26
22425.00	148.00	2
22437.00	180.00	0
22448.42	143.00	0
22459.82	227.00	38
22471.50	188.00	13
22482.90	137.00	4
22494.30	219.00	35
22505.70	200.00	36
22517.10	200.00	23
22528.50	176.00	2
22539.90	184.00	21
22551.30	145.00	0
22562.50	251.00	28
22573.50	139.00	16
22584.50	266.00	27
22595.50	192.00	0
22606.50	185.00	0
22617.70	186.00	0
22629.10	143.00	0
22640.50	168.00	0
22651.90	189.00	0
22663.30	189.00	0
22674.60	194.00	20
22685.80	195.00	0
22697.00	129.00	0
22708.20	152.00	0
22719.40	159.00	0
22730.20	110.00	3
22740.60	153.00	0
22751.00	186.00	7
22761.40	203.00	0
22771.80	189.00	0
22782.60	163.00	0
22793.80	247.00	0
22805.00	167.00	0
22816.20	185.00	7
22827.40	184.00	0
22838.50	244.00	25
22849.50	177.00	6
22860.50	261.00	21
22871.50	124.00	0
22882.50	193.00	0
22892.80	198.00	0
22902.40	141.00	1
22912.00	125.00	0
22921.60	83.30	0
22931.20	89.00	0
22941.40	103.00	12
22952.20	129.00	26
22963.00	76.70	0
22973.80	128.00	5
22984.60	78.90	0
22995.40	118.00	0
23006.20	157.00	0
23017.00	125.00	0
23027.80	144.00	6
23038.60	178.00	6
23049.10	195.00	33
23059.30	186.00	1
23069.50	200.00	18
23089.65	168.00	11
23099.94	202.00	31
23110.60	176.00	0
23121.00	165.00	0
23131.40	141.00	0
23141.80	199.00	49
23153.20	181.00	0
23165.60	169.00	33
23178.00	197.00	9
23190.40	230.00	0
23202.80	225.00	14
23214.00	200.00	37
23224.00	214.00	21
23234.00	247.00	61
23244.00	202.00	48
23254.00	245.00	55
23263.40	161.00	0
23272.20	117.00	0
23281.00	129.00	26
23289.80	105.00	21
23298.60	142.00	32
23308.10	79.00	0
23318.30	88.60	4
23328.50	107.00	0
23338.70	89.80	22
23348.90	109.00	0
23359.20	73.60	0
23369.60	73.80	3
23380.00	63.20	0
23390.40	89.30	0
23400.80	79.30	24
23424.30	94.80	0
23436.50	121.00	0
23448.70	124.00	0
23460.90	149.00	0
23473.10	178.00	7
23485.30	235.00	0
23497.50	188.00	0
23509.70	179.00	0
23521.90	223.00	0
23534.40	282.00	0
23547.20	255.00	0
23560.00	277.00	0
23572.80	332.00	0
23585.60	279.00	0
23598.40	302.00	0
23611.20	235.00	0
23624.00	254.00	0
23636.80	290.00	0
23649.60	262.00	0
23661.90	278.00	0
23673.70	560.00	0
23685.50	274.00	0
23697.30	305.00	0
23709.10	364.00	0
23721.10	340.00	0
23733.30	309.00	33
23745.50	280.00	0
23757.70	320.00	0
23769.90	358.00	0
23782.00	384.00	0
23794.00	424.00	0
23806.00	280.00	0
23818.00	274.00	0
23830.00	208.00	0
23842.00	291.00	0
23854.00	275.00	0
23866.00	257.00	0
23878.00	274.00	0
23890.00	309.00	0
23901.20	349.00	0
23911.60	467.00	67
23922.00	452.00	0
23932.40	420.00	0
23942.80	336.00	0
23953.20	278.00	0
23963.60	338.00	0
23974.00	288.00	0
23984.40	407.00	0
23994.80	410.00	0
24006.00	391.00	0
24018.00	277.00	0
24030.00	318.00	0
24042.00	397.00	0
24054.00	339.00	0
24065.50	362.00	0
24076.50	399.00	0
24087.50	456.00	0
24098.50	505.00	60
24109.50	365.00	0
24120.50	373.00	0
24131.50	306.00	0
24142.50	390.00	0
24153.50	436.00	51
24164.50	254.00	0
24175.90	293.00	0
24187.70	292.00	0
24199.50	277.00	0
24211.30	200.00	0
24223.10	206.00	0
24236.00	189.00	0
24250.00	198.00	0
24264.00	283.00	0
