age (yr)	total sulfate (ppb)	volcanic sulfate

61760.00	337.36	84
61792.00	252.10	13
61824.00	239.51	6
61856.00	268.70	0
61888.00	210.27	15
61920.00	219.56	0
61952.00	211.67	36
61984.00	196.41	8
62015.00	159.67	0
62045.00	180.43	0
62075.00	206.85	0
62105.00	141.82	0
62135.00	197.90	5
62165.00	205.62	34
62195.00	201.76	10
62225.00	172.43	0
62255.00	179.99	0
62285.00	171.20	0
62315.00	234.22	0
62345.00	188.77	9
62375.00	156.78	0
62405.00	163.64	0
62435.00	266.11	63
62465.00	108.34	2
62525.00	63.78	0
62555.00	73.88	0
62585.00	72.99	6
62616.80	75.83	0
62648.00	60.06	0
62680.00	57.76	0
62712.00	61.30	0
62803.20	59.88	0
62835.20	75.65	0
62867.20	124.03	0
62899.20	164.52	0
62931.63	192.28	0
63000.85	282.57	0
63033.85	197.90	0
63063.55	227.20	0
63096.55	176.47	0
63129.55	190.00	0
63162.55	217.19	0
63195.55	319.92	7
63228.55	390.10	88
63261.98	292.78	28
63295.90	306.96	37
63329.90	220.99	0
63363.90	288.33	0
63397.90	262.46	0
63431.90	256.28	0
63465.90	216.33	0
63499.90	223.06	0
63533.90	206.82	0
63566.20	199.38	0
63602.25	233.06	0
63639.50	226.68	0
63672.50	256.45	10
63705.50	184.13	0
63771.50	174.40	0
63804.50	227.54	0
63837.50	286.28	0
63870.50	418.02	55
63903.50	263.83	0
63937.00	310.54	5
63971.00	229.10	0
64005.00	311.39	2
64039.00	321.46	0
64073.00	232.54	0
64107.00	243.04	0
64141.00	257.31	0
64175.00	253.19	0
64209.00	314.30	0
64243.00	306.02	0
64275.50	311.57	17
64306.50	446.15	94
64337.50	285.88	0
64368.50	354.67	0
64399.50	283.62	0
64430.50	245.49	0
64461.50	294.57	0
64492.50	309.84	53
64523.50	187.38	0
64554.50	472.58	163
64586.00	172.44	0
64618.00	211.76	0
64650.00	292.48	0
64682.00	198.79	0
64714.00	222.96	0
64746.00	196.69	0
64778.00	184.75	3
64810.00	228.38	0
64842.00	262.92	51
64874.00	221.39	10
64906.00	190.19	0
64938.00	304.98	68
64970.00	231.35	19
65034.00	211.59	27
65066.00	203.40	0
65098.00	194.20	0
65130.00	188.12	0
65162.00	540.49	273
65194.00	164.26	0
65227.00	195.24	0
65261.00	222.65	0
65295.00	195.94	0
65329.00	225.08	0
65363.00	179.94	0
65397.00	158.16	0
65431.00	167.92	0
65465.00	185.33	0
65499.00	169.84	0
65533.00	160.60	0
65568.00	199.58	0
65604.00	196.29	0
65640.00	259.49	11
65676.00	402.93	149
65712.00	344.68	102
65748.00	294.84	37
65784.00	364.92	94
65820.00	233.39	11
65856.00	226.81	0
65892.00	238.92	0
65929.50	251.37	0
65968.50	327.69	51
66007.50	214.33	0
66046.50	219.88	0
66085.50	293.29	41
66124.50	194.37	0
66163.50	275.76	0
66202.50	186.54	0
66241.50	256.45	0
66280.50	179.52	0
66316.50	190.05	0
66349.50	198.46	0
66382.50	186.54	0
66448.50	187.06	0
66481.50	243.73	0
66514.50	204.77	0
66547.50	230.99	0
66580.50	218.76	0
66613.50	181.27	0
66645.50	147.48	0
66676.50	186.89	0
66707.50	154.89	0
66738.50	242.85	53
66769.50	136.54	0
66800.50	154.54	0
66831.50	123.80	0
66862.50	177.58	0
66893.50	173.54	0
66924.50	183.73	0
66954.00	237.45	33
66982.00	243.14	4
67010.00	185.85	0
67038.00	162.90	0
67066.00	152.94	0
67094.00	133.86	0
67122.00	123.00	0
67150.00	103.81	0
67178.00	91.85	0
67206.00	74.62	0
67236.00	62.39	0
67268.00	58.72	0
67300.00	58.72	0
67332.00	64.49	0
67364.00	65.54	0
67396.00	65.72	0
67428.00	117.82	1
67492.00	235.49	0
67524.00	221.18	0
67554.50	226.80	0
67583.50	253.00	0
67612.50	369.22	57
67641.50	260.98	0
67670.50	280.83	0
67699.50	249.94	0
67728.50	290.66	23
67757.50	201.06	0
67786.50	260.64	27
67815.50	339.70	128
67844.50	316.55	106
67873.50	164.10	0
67902.50	165.99	0
67931.50	139.19	0
67960.50	136.94	0
67989.50	129.97	0
68018.50	103.30	0
68047.50	117.95	0
68076.50	108.71	0
68105.50	111.15	0
68132.00	101.56	7
68156.00	79.57	0
68180.00	94.23	0
68204.00	127.36	14
68228.00	79.74	0
68252.00	128.75	12
68276.00	86.55	0
68300.00	88.65	3
68324.00	85.85	0
68348.00	73.63	0
68372.50	61.93	0
68397.50	62.63	0
68422.50	77.65	20
68447.50	73.46	19
68472.50	50.74	0
68497.50	46.89	0
68522.50	52.31	0
68547.50	56.86	6
68572.50	56.16	0
68597.50	72.06	14
68621.50	60.36	1
68644.50	50.57	0
68667.50	60.71	0
68690.50	50.74	0
68713.50	53.36	0
68736.50	46.07	0
68759.50	50.11	0
68782.50	64.18	5
68805.50	67.61	22
68828.50	34.49	0
68851.50	48.35	0
68874.50	48.17	0
68897.50	32.96	0
68920.50	43.98	0
68943.50	61.31	15
68966.50	54.18	0
68989.50	43.80	0
69012.50	46.42	0
69035.50	63.28	13
69081.50	84.59	25
69106.23	112.39	68
69129.23	45.20	0
69150.50	54.89	1
69173.50	42.16	0
69196.50	62.57	13
69219.50	43.57	0
69242.50	38.99	0
69265.50	44.10	0
69288.50	44.45	0
69312.00	55.18	0
69360.00	170.11	109
69384.00	63.62	9
69408.00	40.22	0
69432.00	39.34	0
69456.00	58.70	19
69480.00	42.16	0
69504.00	38.81	0
69528.00	52.54	14
69552.50	48.32	1
69577.50	49.55	3
69602.50	68.36	13
69627.50	57.29	11
69652.50	64.50	23
69677.50	44.10	0
69702.50	56.41	14
69727.50	47.62	0
69752.50	51.14	8
69777.50	56.24	17
69804.00	45.86	0
69832.00	68.54	24
69860.00	37.75	0
69888.00	50.08	1
69916.00	44.62	0
69944.00	41.98	0
69972.00	43.71	0
70000.00	59.83	0
70028.00	40.70	0
70056.00	49.91	0
70083.00	56.29	0
70109.00	71.51	0
70135.00	153.00	0
70161.00	180.55	0
70187.00	258.18	0
70213.00	219.55	0
70239.00	181.61	0
70265.00	205.96	0
70291.00	187.78	0
70317.00	183.55	0
70344.50	243.54	13
70402.50	181.61	0
70431.50	206.14	0
70460.50	193.26	0
70489.50	173.66	0
70518.50	335.93	32
70547.50	221.84	0
70576.50	195.02	0
70605.50	293.80	65
70634.50	285.51	47
70663.50	201.90	0
70692.50	204.55	0
70721.50	160.77	0
70750.50	166.07	0
70779.50	170.66	0
70808.50	162.01	0
70837.50	171.01	0
70866.50	186.02	0
70895.50	190.90	0
70923.50	235.20	0
70977.50	265.06	17
71004.50	244.01	1
71031.50	264.88	61
71058.50	639.71	466
71085.50	127.22	0
71112.50	94.42	0
71139.50	138.78	57
71166.50	85.60	9
71193.00	66.05	0
71219.00	64.47	0
71245.00	48.89	0
71272.30	55.01	0
71298.30	78.37	11
71323.00	111.06	51
71349.00	59.74	0
71375.00	69.74	3
71427.00	114.97	68
71453.20	62.19	0
71478.40	57.98	5
71500.00	57.28	0
71524.00	53.61	4
71572.00	62.72	12
71596.00	57.81	4
71620.00	142.51	89
71644.00	53.26	0
71668.00	69.20	15
71719.00	61.67	0
71745.00	58.80	4
71771.00	57.55	7
71797.00	70.82	18
71823.00	58.80	4
71849.00	40.24	0
71875.00	44.16	1
71901.00	42.56	0
71927.00	46.65	0
71952.50	47.37	3
71977.50	73.69	18
72002.50	192.62	146
72027.50	65.79	17
72052.50	45.41	0
72077.50	59.52	11
72102.50	40.24	0
72127.50	60.77	15
72152.50	47.55	3
72177.50	41.13	0
72203.00	41.84	0
72229.00	55.58	12
72255.00	51.47	6
72281.00	51.47	7
72307.00	49.87	11
72333.00	48.80	7
72359.00	49.33	6
72385.00	53.62	11
72411.00	44.69	0
72437.00	42.02	0
72462.00	66.15	18
72486.00	38.11	0
72510.00	63.80	15
72534.00	135.53	91
72558.60	53.72	12
72582.60	57.86	20
72606.00	39.22	0
72630.00	44.58	3
72654.00	52.11	7
72678.00	42.08	0
72700.00	39.58	0
72720.00	49.78	5
72740.00	37.44	1
72760.00	39.58	0
72780.00	51.21	14
72800.00	64.52	24
72820.00	38.69	3
72839.00	37.98	0
72861.00	59.66	19
72881.00	42.44	4
72899.00	60.92	14
72917.00	49.06	4
72935.00	34.06	0
72953.00	37.09	0
72971.00	41.01	0
72989.00	55.16	8
73007.00	57.32	26
73025.00	47.27	24
73043.00	47.98	12
73060.55	84.97	49
73078.05	39.05	1
73095.50	39.05	3
73112.50	58.40	23
73129.50	54.26	16
73146.50	42.62	0
73163.50	41.17	0
73180.50	47.98	3
73197.50	44.22	3
73214.50	48.52	0
73231.50	42.61	0
73250.50	34.53	0
73271.50	52.09	5
73292.50	60.13	18
73313.50	40.28	1
73334.50	45.30	0
73355.50	42.97	0
73376.50	47.44	0
73397.50	76.68	37
73419.55	37.76	0
73440.55	38.30	0
73461.50	46.01	0
73484.50	70.64	10
73507.50	119.87	17
73530.50	243.50	88
73553.50	133.09	0
73576.50	242.97	75
73599.50	149.64	0
73622.50	126.75	0
73645.50	138.55	0
73668.50	151.92	0
73692.00	136.79	0
73716.00	132.21	10
73740.60	141.02	11
73764.60	154.73	18
73788.00	172.12	20
73812.00	262.51	95
73836.00	178.43	14
73860.00	207.90	63
73884.00	148.69	0
73908.00	178.99	0
73931.00	219.45	0
73953.00	143.24	0
73975.00	195.65	0
73997.00	132.67	0
74019.00	166.73	0
74041.00	131.65	0
74063.00	187.49	0
74085.00	146.98	0
74107.00	190.55	1
74129.00	125.51	0
74151.50	104.71	0
74174.50	121.76	8
74197.50	93.44	0
74220.50	76.35	0
74243.50	103.34	32
74266.50	67.80	3
74289.50	59.24	0
74312.50	57.87	0
74335.50	49.31	0
74358.50	64.38	4
74381.00	46.91	0
74403.00	41.76	0
74425.00	77.72	28
74447.00	48.28	0
74469.00	64.04	16
74491.00	55.47	0
74513.00	55.82	0
74535.00	49.56	0
74557.00	60.89	0
74579.00	112.27	31
74601.00	76.30	0
74623.00	81.05	2
74645.00	82.57	0
74667.00	69.36	0
74689.00	77.15	4
74711.00	103.27	22
74733.00	88.17	16
74755.00	67.15	2
74777.00	66.82	11
74799.00	52.43	0
74820.00	64.78	13
74840.00	50.74	0
74860.00	52.43	0
74900.00	71.73	8
74920.00	48.88	0
74940.00	55.14	0
74960.00	76.13	12
74980.00	58.69	0
75000.00	77.83	20
75020.50	66.82	6
75041.50	53.79	1
75062.50	45.34	0
75083.50	58.18	14
75104.50	43.82	0
75125.50	42.97	0
75146.50	38.75	0
75167.50	44.66	0
75188.50	40.55	0
75209.50	42.61	2
75231.00	42.61	0
75253.00	43.82	0
75275.00	43.47	0
75297.00	45.02	0
75319.00	54.38	0
75341.00	40.37	0
75363.00	50.21	5
75385.00	55.60	0
75407.00	44.51	0
75429.00	47.44	9
75451.00	38.83	0
75495.00	58.38	0
75517.00	70.80	0
75539.00	74.84	0
75561.00	58.03	0
75583.00	64.84	1
75605.00	56.47	0
75627.00	60.13	0
75649.00	52.82	0
75668.00	59.95	1
75684.00	51.25	0
75700.00	73.08	20
75716.00	74.14	12
75732.00	98.90	36
75748.00	54.38	0
75764.00	69.92	0
75780.00	64.84	0
75796.00	50.73	0
75812.00	46.58	0
75828.50	45.37	0
75845.50	46.18	0
75862.50	55.89	0
75879.50	63.39	14
75896.50	56.93	1
75913.50	53.97	0
75930.50	50.68	0
75947.50	65.84	13
75964.50	73.05	17
75981.50	44.29	0
75998.00	42.56	0
76014.00	165.26	110
76030.00	56.93	0
76046.00	54.50	0
76062.00	46.01	0
76094.00	49.98	0
76110.00	57.63	2
76142.00	53.28	5
76159.00	50.16	0
76177.00	49.81	0
76195.00	62.34	8
76213.00	89.68	0
76231.00	70.41	17
76249.00	51.20	0
76267.00	77.10	15
76285.00	48.43	0
76303.00	61.12	10
76321.00	44.97	0
76339.00	56.06	5
76357.00	87.37	43
76375.00	55.37	2
76393.00	64.27	10
76411.00	52.06	0
76429.00	45.49	0
76447.00	39.82	0
76465.00	48.08	4
76483.00	63.43	5
76501.00	45.73	0
76519.00	98.99	0
76537.00	94.35	42
76555.00	51.75	0
76573.00	55.18	0
76591.00	50.37	0
76609.00	61.02	7
76627.00	138.66	73
76645.00	51.92	0
76681.70	101.91	39
76704.70	54.84	7
76732.00	56.39	10
76760.00	57.42	11
76788.00	64.46	18
76816.00	74.42	25
76844.00	67.04	16
76872.00	56.39	7
76900.00	46.59	0
76928.00	45.39	1
76956.00	56.39	9
76984.00	45.05	0
77012.00	42.98	0
77040.00	41.95	0
77068.00	42.98	0
77096.00	55.53	11
77124.00	51.92	3
77152.35	54.32	6
77180.35	55.36	3
77208.00	75.80	38
77236.00	64.80	22
77264.50	37.48	0
77293.50	45.91	0
77322.50	43.67	0
77351.50	42.30	0
77380.50	40.17	0
77409.50	56.18	13
77438.50	41.38	0
77467.50	82.93	32
77496.50	47.12	0
77525.50	38.78	0
77554.00	41.38	0
77582.00	47.99	0
77610.00	52.00	0
77638.00	40.17	0
77666.00	41.73	0
77694.00	38.26	0
77722.00	45.04	0
77750.00	52.70	3
77778.00	35.31	0
77806.00	73.83	25
77840.00	55.14	8
77880.00	57.58	4
77920.00	66.06	18
77960.00	61.77	15
78000.00	46.08	0
78040.00	46.95	0
78080.00	98.89	40
78120.00	83.28	34
78160.00	41.91	0
78200.00	56.88	0
78240.50	51.30	0
78281.50	54.96	4
78322.50	36.87	0
78363.50	44.34	0
78407.58	74.00	24
78448.58	47.65	0
78486.50	42.43	0
78527.50	52.17	0
78568.50	44.17	0
78609.50	39.82	0
78650.00	41.91	0
78690.00	46.68	0
78730.00	72.41	22
78770.00	69.46	20
78810.00	37.76	0
78850.00	34.00	0
78890.00	52.01	4
78930.00	36.56	0
78970.00	50.81	0
79010.00	55.63	2
79050.00	41.87	0
79090.00	74.83	22
79130.00	57.70	8
79170.00	52.87	2
79210.00	82.47	26
79290.00	35.88	0
79330.00	49.43	3
79370.00	39.98	0
79410.00	39.13	0
79449.50	57.70	10
79488.50	147.53	90
79527.50	44.96	0
79563.58	38.79	0
79602.58	50.46	8
79644.50	52.87	12
79683.50	88.21	44
79722.50	106.87	66
79761.50	54.25	14
79800.50	39.13	0
79840.00	49.95	1
79880.00	119.29	65
79920.00	63.23	8
79960.00	49.26	0
80000.00	55.94	11
80080.00	49.68	0
80160.00	51.07	0
80200.00	68.69	27
80239.50	74.11	18
80278.50	75.34	33
80317.50	78.67	18
80356.50	42.21	0
80395.50	105.39	59
80434.50	35.12	0
80473.50	35.12	0
80512.50	54.55	17
80551.50	48.46	4
80590.50	50.03	8
80630.00	73.76	25
80672.00	48.81	5
80712.00	33.39	0
80750.00	41.52	0
80790.00	54.20	7
80830.00	48.64	0
80870.00	51.94	6
80910.00	53.33	10
80950.00	59.08	8
80990.00	55.20	9
81029.50	46.24	3
81068.50	67.65	23
81107.50	61.94	19
81146.50	68.00	25
81185.50	59.81	21
81227.43	43.80	5
81266.43	38.77	0
81302.50	38.08	0
81341.50	51.15	13
81380.50	83.13	42
81420.50	38.94	2
81461.50	55.91	7
81502.50	49.39	2
81543.50	58.56	10
81584.50	67.29	21
81625.50	49.74	4
81666.50	75.72	25
81707.50	51.32	0
81748.50	63.90	24
81789.50	115.34	66
81829.50	126.83	75
81868.50	67.29	21
81907.50	72.13	27
81946.50	84.76	45
81985.50	50.62	7
82024.50	94.58	50
82063.50	41.19	0
82102.50	58.21	14
82141.50	62.12	25
82180.50	50.62	12
82220.50	41.71	0
82261.50	55.73	17
82302.50	57.68	22
82343.50	71.85	37
82384.50	59.72	20
82425.50	127.40	90
82466.50	67.00	37
82507.50	77.21	41
82548.50	92.76	43
82589.50	69.60	24
82631.00	51.74	3
82673.00	88.44	5
82715.00	94.31	1
82757.00	105.18	8
82799.00	91.90	0
82841.00	86.54	0
82883.00	132.73	34
82925.00	112.25	0
82967.00	98.28	0
83009.00	105.18	18
83051.50	104.15	50
83094.50	47.92	11
83137.50	52.26	0
83180.50	298.43	193
83223.50	99.49	0
83266.50	117.24	0
83309.50	119.65	4
83352.50	97.25	0
83395.50	138.06	23
83438.50	160.39	42
83481.00	118.79	2
83523.00	168.63	23
83565.00	151.29	32
83607.00	143.04	28
83649.00	113.97	6
83691.00	137.71	7
83733.00	130.84	9
83775.00	105.76	3
83859.00	130.39	4
83902.00	136.95	24
83946.00	126.25	12
83990.00	197.44	76
84034.00	215.97	101
84078.00	304.52	131
84122.00	113.16	1
84166.00	124.01	3
84210.00	124.88	12
84254.00	92.35	0
84298.00	109.72	0
84342.00	111.61	9
84386.00	107.83	0
84430.00	122.98	0
84474.00	112.13	0
84518.00	108.86	0
84562.00	141.43	10
84606.00	119.19	0
84650.00	126.08	4
84738.00	124.53	0
84829.00	142.98	4
84875.00	121.60	0
84921.00	141.78	5
84967.00	131.25	10
85013.00	147.82	9
85059.00	147.82	17
85105.00	200.21	39
85151.00	190.17	25
85197.00	116.95	0
85243.50	173.21	21
85290.50	158.52	24
85337.50	138.65	43
85384.50	149.04	4
85478.50	235.35	74
85525.50	258.27	118
85572.50	270.84	113
85619.50	163.59	32
85666.50	147.61	18
85713.00	172.05	19
85759.00	142.41	16
85805.00	140.44	1
85851.00	97.65	0
85898.15	135.07	0
85945.30	177.99	25
86037.30	115.61	1
86083.30	83.85	0
86129.33	84.03	0
86222.85	66.42	15
86269.85	39.91	0
86316.85	67.47	23
86363.85	55.22	0
86410.85	55.04	0
86457.85	86.50	13
86504.85	79.26	13
86551.85	66.24	0
86598.93	53.64	0
86647.50	45.81	0
86697.50	73.10	29
86747.50	53.82	14
86797.50	100.67	43
86847.50	50.16	0
86897.50	51.38	0
86947.50	49.26	0
86997.50	90.89	39
87047.50	42.98	0
87096.25	44.03	0
87144.00	44.03	0
87192.00	53.45	0
87240.00	45.77	0
87288.00	50.66	2
87336.00	47.69	0
87384.00	42.11	0
87432.00	51.01	0
87480.00	58.88	6
87528.00	58.53	3
87576.00	61.86	1
87623.00	62.74	5
87669.00	44.03	0
87715.00	44.72	0
87761.00	46.47	1
87807.00	93.18	42
87853.00	54.68	7
87899.00	53.45	9
87945.00	49.08	4
88037.00	44.90	0
88085.00	41.93	0
88135.00	54.33	2
88185.00	53.63	3
88235.00	37.93	0
88285.63	39.85	0
88335.63	54.15	14
88385.00	40.48	0
88435.00	48.22	0
88485.00	51.74	2
88535.00	76.33	21
88585.50	68.89	18
88636.50	82.73	31
88687.50	52.63	3
88738.50	58.63	6
88789.50	89.48	35
88840.50	70.66	13
88891.50	52.80	0
88942.50	68.00	7
88993.50	42.59	0
89044.50	45.58	0
89099.90	48.75	0
89151.90	84.15	33
89200.00	90.72	5
89252.00	82.37	26
89304.00	73.50	9
89356.00	49.80	0
89460.00	72.79	5
89512.00	52.98	0
89564.00	56.33	0
89615.50	72.79	3
89666.50	65.88	3
89717.50	60.57	0
89768.50	51.21	0
89819.50	51.21	0
89870.50	62.52	0
89921.50	52.27	0
89968.68	58.63	3
90019.68	75.98	7
90074.50	44.70	0
90126.00	79.69	16
90178.00	174.50	100
90230.00	61.40	0
90282.00	58.75	0
90334.00	48.69	0
90386.00	50.28	0
90438.00	50.80	0
90490.00	53.27	0
90542.00	49.22	0
90594.00	60.70	0
90646.50	53.27	0
90699.50	52.92	0
90752.50	58.04	0
90805.50	71.51	11
90858.50	66.19	3
90912.83	94.33	47
90964.50	58.04	1
91017.50	102.91	36
91070.50	72.76	16
91123.50	59.63	0
91178.00	59.81	0
91234.00	49.75	0
91290.00	58.22	5
91346.00	91.29	16
91402.00	106.14	37
91458.00	71.51	15
91514.00	67.43	0
91570.00	76.67	21
91626.00	128.60	75
91682.00	89.50	22
91738.00	110.62	48
91794.00	80.05	20
91850.00	53.98	0
91906.00	60.87	0
91964.80	55.92	0
92020.80	83.79	36
92074.00	49.50	0
92130.00	45.82	0
92186.00	50.73	0
92242.00	50.55	0
92298.00	59.89	0
92354.00	56.71	0
92410.00	64.67	0
92466.00	70.52	0
92522.00	63.07	5
92578.00	54.95	0
92634.00	74.07	20
92746.00	47.75	0
92802.00	51.26	0
92859.00	62.37	5
92919.90	80.12	19
92977.90	57.42	0
93033.00	50.73	0
93091.00	57.07	0
93149.00	96.39	40
93207.00	50.91	0
93265.00	54.78	0
93323.00	67.85	15
93381.00	111.12	52
93439.00	48.97	0
93497.00	55.48	0
93555.00	45.82	0
93613.00	62.19	4
93671.00	43.19	0
93730.45	46.52	0
93787.00	54.25	0
93845.00	45.03	0
93903.00	56.67	0
94019.00	49.89	0
94077.00	54.41	0
94135.00	74.77	19
94193.00	69.89	10
94251.00	45.20	0
94309.00	77.20	18
94367.00	40.34	0
94425.00	51.45	0
94483.00	67.28	5
94598.50	55.45	4
94655.50	66.93	8
94712.50	51.11	0
94773.06	56.84	8
94830.06	48.85	0
94883.50	54.58	8
94940.50	46.59	0
94997.50	68.15	19
95054.50	51.98	0
95111.50	45.20	0
95168.00	48.85	0
95224.00	49.20	0
95280.00	83.65	26
95336.00	79.12	25
95392.00	81.73	27
95446.60	54.06	2
95502.60	43.99	0
95560.00	58.23	10
95616.00	51.45	0
95672.00	43.47	0
95728.00	64.32	19
95784.00	50.41	0
95840.00	57.19	0
95896.00	50.95	2
95952.00	46.73	0
96008.00	84.69	34
96064.00	53.94	8
96120.00	52.18	13
96176.00	97.62	50
96232.00	40.96	0
96288.00	41.66	0
96344.00	38.86	0
96400.00	42.36	0
96456.00	40.09	0
96514.80	92.58	48
96570.80	48.66	4
96624.00	53.24	13
96680.00	55.00	12
96736.00	45.16	2
96792.00	68.10	26
96847.00	43.23	2
96901.00	37.82	6
96955.00	65.44	24
97009.00	71.13	32
97065.70	49.72	10
97122.40	56.77	13
97176.40	52.71	13
97230.40	46.73	7
97284.40	36.08	0
97338.35	43.93	5
97391.80	44.81	2
97444.80	34.86	0
97497.80	39.04	0
97550.80	47.96	0
97603.80	47.08	7
97654.15	33.13	0
97704.50	45.86	0
97757.50	32.09	0
97810.50	44.34	3
97863.50	44.38	1
97916.50	47.35	4
97969.50	49.03	5
98023.83	49.12	5
98076.83	49.88	10
98128.50	54.11	16
98234.50	41.18	2
98287.50	47.29	6
98340.50	81.73	41
98393.50	95.51	46
98446.00	44.19	0
98498.00	52.99	0
98550.00	49.99	9
98602.00	43.62	8
98654.00	39.38	0
98706.00	35.93	0
98758.00	35.49	0
98810.00	37.06	0
98862.00	39.89	0
98914.00	44.47	0
98965.50	47.29	0
99016.50	38.55	0
99067.50	45.11	9
99117.23	59.90	18
99168.23	46.43	0
99221.78	43.92	0
99271.50	48.77	3
99322.50	48.77	8
99373.50	49.13	7
99424.50	64.03	20
99525.00	49.48	7
99575.00	52.00	13
99625.00	40.88	0
99675.00	41.41	0
99725.00	36.39	0
99775.00	55.77	17
99825.00	58.28	16
99875.00	48.23	6
99925.00	45.54	0
99973.50	69.60	20
100020.50	39.98	0
100067.50	38.19	0
100114.50	43.39	0
100161.50	40.88	0
100208.50	38.19	0
100255.50	30.48	0
100302.50	37.83	0
100349.50	57.56	0
100396.50	102.15	54
100445.00	41.81	0
100495.00	37.19	0
100545.00	39.22	0
100595.00	37.56	0
100645.00	43.67	4
100695.00	57.70	9
100745.00	37.19	0
100795.00	37.01	0
100845.00	45.90	1
100895.00	43.11	0
100945.00	34.62	0
100995.00	45.90	0
101045.00	49.82	0
101095.00	55.82	0
101146.88	85.84	10
101196.87	119.51	34
101245.00	118.73	39
101295.00	99.71	4
101345.00	93.53	20
101395.00	81.44	0
101445.00	84.88	0
101495.00	110.56	8
101545.00	89.11	0
101595.00	79.52	0
101646.88	79.71	0
101696.87	87.96	0
101745.00	109.20	6
101795.00	91.57	0
101845.00	98.92	25
101895.00	84.95	8
101940.00	77.97	0
101980.00	101.25	12
102020.00	126.02	36
102060.00	107.17	0
102101.50	96.05	7
102141.50	77.08	4
102180.00	78.51	0
102220.00	76.00	0
102260.00	62.25	0
102300.00	77.26	16
102345.50	79.94	13
102396.50	55.11	17
102447.50	60.11	28
102498.50	69.21	11
102549.50	84.77	13
102600.50	118.83	46
102651.50	69.21	19
102702.50	101.43	23
102753.50	144.35	48
102804.50	104.30	15
102850.50	100.17	0
102891.50	87.10	0
102932.50	95.16	15
102973.50	102.38	0
103014.50	99.53	0
103055.50	98.82	20
103096.50	55.30	11
103137.50	51.51	1
103178.50	56.74	15
103219.50	46.27	0
103260.00	62.51	13
103300.00	45.90	0
103340.00	64.84	3
103380.00	58.91	7
103420.00	61.25	0
103460.00	100.96	0
103500.00	160.78	20
103540.00	125.99	2
103580.00	133.78	14
103620.00	118.01	0
103660.50	111.09	0
103701.50	111.09	0
103742.50	105.58	0
103783.50	80.44	0
103824.50	56.38	23
103865.50	56.38	23
103906.50	56.20	23
103947.50	66.82	11
103988.50	103.45	14
104029.50	76.15	3
104070.50	59.09	0
104111.50	49.52	2
104152.50	42.64	0
104193.50	38.28	0
104234.50	43.73	4
104275.50	45.72	0
104316.50	51.55	0
104357.50	67.40	2
104398.50	71.39	0
104439.50	93.00	18
104480.50	81.61	14
104521.50	45.59	5
104562.50	45.24	0
104603.50	39.80	3
104644.50	46.12	6
104685.50	66.53	21
104726.50	41.21	5
104767.50	45.07	0
104808.50	49.27	1
104852.00	44.54	8
104897.50	47.00	6
104945.00	50.32	8
104995.00	60.62	17
105045.00	50.50	14
105095.00	45.07	0
105145.00	38.04	0
105195.00	44.01	2
105245.00	59.22	23
105295.00	39.80	0
105389.50	39.10	8
105428.50	39.10	5
105467.50	42.26	12
105506.50	44.54	0
105545.50	38.92	5
105584.50	38.39	9
105623.50	42.61	5
105662.50	59.57	26
105701.50	48.16	0
105740.50	45.54	2
105779.50	53.75	3
105818.50	43.78	0
105857.50	47.11	0
105896.50	45.01	0
105935.50	50.44	2
105975.48	59.12	12
106013.50	42.72	1
106052.50	41.67	9
106091.50	41.49	10
106130.50	34.93	4
106164.50	42.72	9
106193.50	50.44	6
106222.50	46.06	7
106251.50	41.49	4
106281.95	36.53	0
106310.95	41.67	10
106338.50	37.95	6
106367.50	39.02	1
106396.50	40.96	1
106425.50	52.18	12
106460.00	41.67	0
106500.00	39.19	0
106540.00	89.88	47
106580.00	48.69	0
106622.00	42.19	1
106662.00	42.99	0
106700.00	46.67	8
106740.00	55.40	20
106780.00	54.18	19
106820.00	59.06	15
106860.00	64.80	26
106900.00	52.26	10
106940.00	53.31	11
106980.00	41.59	0
107022.00	38.96	0
107062.00	36.68	0
107100.00	50.86	12
107140.00	56.45	19
107182.00	63.76	20
107222.00	57.32	12
107285.00	47.54	9
107315.00	60.10	15
107345.00	50.69	4
107375.00	48.24	0
107435.00	43.34	0
107465.00	51.74	1
107495.00	44.57	0
107525.00	48.07	2
107600.00	40.36	0
107640.00	35.97	0
107680.00	54.53	9
107720.00	49.64	0
107760.00	62.54	15
107800.00	49.32	0
107840.00	45.14	0
107880.00	27.91	0
107920.00	36.52	0
107955.00	59.73	18
107985.00	80.61	34
108015.00	43.92	0
108045.00	46.01	0
108105.00	44.79	0
108135.00	78.42	33
108165.00	84.99	37
108195.00	58.84	13
108260.00	42.88	0
108300.00	46.18	0
108340.00	49.85	4
108380.00	56.18	0
108420.00	51.95	0
108460.00	49.50	0
108500.00	53.01	0
108540.00	42.36	0
108580.00	52.83	0
108620.00	45.48	0
108655.50	46.88	0
108686.50	45.48	0
108717.50	45.66	0
108779.50	56.53	1
108810.50	48.27	0
108841.50	59.19	1
108872.50	55.97	3
108903.50	48.84	0
108934.50	46.93	0
108970.00	47.97	0
109010.00	48.49	0
109050.00	43.12	0
109090.00	60.51	0
109130.00	67.67	20
109170.00	64.52	12
109210.00	44.16	0
109250.00	49.71	4
109290.00	91.91	48
109330.00	87.51	38
109365.00	58.06	12
109395.00	46.41	17
109425.00	79.42	35
109455.00	43.81	3
109485.00	50.58	10
