Kindler et al., 2014, Clim. Past;;;;;;;;;;;
Temperature reconstruction from 10 to 120 kyr b2k from the NGRIP ice core;;;;;;;;;;;
supplementary data file;;;;;;;;;;;
;;;;;;;;;;;
modelled NGRIP data ;;;;;;;;;;;
'the model was run using the ss09sea06bm time scale (NGRIP members, 2004; Anderson et al., 2006), additionally ages have been transformed to GICC05modelext time scale (Svensson et al., 2008; Wolff et al., 2010)';;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;ss09sea06bm;;GICC05modelext;
depth ;age ss09sea06bm ;age GICC05modelext;accumulation tuned;temperature;;;depth ;ice age;gas age ;ice age;gas age
[m];[yr];[yr];[m ice/yr];[°C];;;[m];[yr];[yr];[yr];[yr]
2163.59;44180;43802;0.048;-49.5;;;1876.70;27892;26864;28251;27295
2163.85;44200;43822;0.048;-49.4;;;1876.86;27903;26874;28261;27304
2164.11;44220;43841;0.048;-49.2;;;1877.03;27915;26884;28273;27313
2164.36;44240;43859;0.047;-49.2;;;1877.19;27926;26894;28284;27322
2164.61;44260;43877;0.046;-49.5;;;1877.36;27937;26904;28294;27331
2164.85;44280;43896;0.046;-50.1;;;1877.53;27948;26914;28304;27340
2165.10;44300;43916;0.046;-50.9;;;1877.70;27959;26924;28314;27348
2165.35;44320;43933;0.045;-51.6;;;1877.87;27970;26934;28325;27357
2165.60;44340;43952;0.045;-52.0;;;1878.04;27981;26944;28336;27365
2165.85;44360;43971;0.045;-51.9;;;1878.21;27992;26954;28347;27373
2166.09;44380;43988;0.045;-51.1;;;1878.39;28003;26964;28357;27381
2166.33;44400;44006;0.044;-50.2;;;1878.58;28015;26974;28369;27389
2166.57;44420;44025;0.044;-49.6;;;1878.77;28026;26984;28381;27397
2166.80;44440;44044;0.043;-49.4;;;1878.94;28037;26994;28391;27405
2167.04;44460;44061;0.043;-49.8;;;1879.12;28049;27004;28402;27413
2167.28;44480;44081;0.043;-50.5;;;1879.31;28061;27014;28415;27420
2167.52;44500;44103;0.043;-51.3;;;1879.50;28073;27024;28427;27428
2167.76;44520;44119;0.043;-51.9;;;1879.70;28085;27034;28437;27436
2167.99;44540;44137;0.043;-52.3;;;1879.91;28098;27044;28449;27445
2168.22;44560;44154;0.042;-52.3;;;1880.12;28111;27054;28460;27454
2168.45;44580;44171;0.042;-52.0;;;1880.35;28125;27064;28474;27464
2168.68;44600;44188;0.042;-51.4;;;1880.59;28139;27074;28489;27473
2168.91;44620;44205;0.042;-50.8;;;1880.82;28153;27084;28504;27482
2169.14;44640;44220;0.042;-50.5;;;1881.07;28168;27094;28518;27491
2169.38;44660;44237;0.042;-50.5;;;1881.35;28184;27104;28533;27500
2169.62;44680;44253;0.043;-50.8;;;1881.61;28199;27114;28547;27510
2169.87;44700;44271;0.045;-50.9;;;1881.91;28214;27124;28564;27519
2170.14;44720;44289;0.046;-50.6;;;1882.22;28229;27134;28582;27527
2170.41;44740;44307;0.048;-49.8;;;1882.59;28245;27144;28599;27535
2170.68;44760;44327;0.050;-48.8;;;1882.93;28260;27154;28613;27543
2170.98;44780;44346;0.053;-47.6;;;1883.26;28275;27164;28627;27551
2171.29;44800;44365;0.056;-46.4;;;1883.63;28290;27174;28641;27558
2171.62;44820;44384;0.059;-45.1;;;1884.00;28304;27185;28654;27568
2171.97;44840;44404;0.062;-43.9;;;1884.41;28319;27195;28668;27577
2172.34;44860;44426;0.065;-42.9;;;1884.82;28334;27205;28682;27585
2172.72;44880;44446;0.067;-42.2;;;1885.20;28348;27215;28694;27593
2173.10;44900;44465;0.068;-41.9;;;1885.61;28363;27225;28709;27602
2173.48;44920;44485;0.067;-42.0;;;1886.03;28378;27235;28723;27611
2173.84;44940;44504;0.066;-42.5;;;1886.40;28392;27245;28735;27621
2174.20;44960;44524;0.064;-43.2;;;1886.82;28407;27256;28748;27631
2174.54;44980;44542;0.062;-44.1;;;1887.21;28421;27266;28762;27640
2174.86;45000;44564;0.059;-45.0;;;1887.61;28434;27276;28775;27649
2175.17;45020;44583;0.057;-45.8;;;1888.02;28447;27286;28787;27658
2175.48;45040;44604;0.056;-46.5;;;1888.42;28460;27296;28799;27668
2175.78;45060;44623;0.055;-46.7;;;1888.81;28472;27306;28811;27680
2176.09;45080;44647;0.055;-46.6;;;1889.19;28484;27316;28822;27691
2176.41;45100;44668;0.056;-46.1;;;1889.54;28495;27326;28833;27701
2176.73;45120;44687;0.056;-45.3;;;1889.91;28507;27336;28843;27712
2177.05;45140;44705;0.057;-44.5;;;1890.23;28518;27346;28852;27722
2177.37;45160;44725;0.058;-43.8;;;1890.49;28528;27356;28860;27732
2177.70;45180;44746;0.058;-43.6;;;1890.76;28539;27366;28869;27742
2178.04;45200;44767;0.059;-43.8;;;1891.00;28549;27376;28877;27752
2178.37;45220;44786;0.058;-44.1;;;1891.22;28559;27386;28886;27761
2178.69;45240;44806;0.058;-44.4;;;1891.44;28569;27396;28895;27769
2179.00;45260;44824;0.057;-44.7;;;1891.66;28579;27406;28905;27776
2179.31;45280;44843;0.056;-44.9;;;1891.87;28588;27416;28915;27785
2179.62;45300;44862;0.055;-45.2;;;1892.06;28597;27426;28925;27796
2179.93;45320;44882;0.055;-45.5;;;1892.22;28606;27436;28935;27808
2180.23;45340;44901;0.055;-45.5;;;1892.39;28615;27446;28944;27822
2180.55;45360;44920;0.056;-45.1;;;1892.54;28623;27455;28953;27833
2180.86;45380;44939;0.057;-44.6;;;1892.69;28632;27465;28962;27845
2181.19;45400;44959;0.058;-44.0;;;1892.82;28640;27475;28971;27854
2181.52;45420;44979;0.059;-43.4;;;1892.97;28649;27485;28981;27864
2181.85;45440;44999;0.060;-42.9;;;1893.10;28657;27495;28989;27875
2182.19;45460;45018;0.061;-42.6;;;1893.25;28666;27505;28998;27885
2182.53;45480;45037;0.061;-42.6;;;1893.39;28675;27515;29007;27895
2182.87;45500;45056;0.062;-42.7;;;1893.53;28684;27525;29016;27905
2183.21;45520;45075;0.062;-42.8;;;1893.68;28693;27535;29025;27916
2183.55;45540;45095;0.062;-42.7;;;1893.81;28702;27545;29033;27925
2183.89;45560;45113;0.063;-42.6;;;1893.95;28711;27555;29042;27935
2184.22;45580;45132;0.063;-42.4;;;1894.06;28719;27565;29049;27945
2184.57;45600;45151;0.064;-42.1;;;1894.20;28728;27575;29058;27955
2184.92;45620;45172;0.064;-41.9;;;1894.34;28737;27585;29067;27964
2185.27;45640;45195;0.065;-41.6;;;1894.48;28746;27595;29077;27972
2185.62;45660;45216;0.065;-41.3;;;1894.62;28755;27605;29087;27980
2185.97;45680;45237;0.065;-41.2;;;1894.75;28764;27615;29097;27989
2186.32;45700;45258;0.065;-41.3;;;1894.88;28772;27625;29106;27999
2186.66;45720;45277;0.065;-41.5;;;1895.02;28781;27635;29116;28008
2187.00;45740;45297;0.065;-41.7;;;1895.14;28789;27644;29124;28016
2187.34;45760;45316;0.065;-41.7;;;1895.26;28797;27654;29134;28024
2187.67;45780;45335;0.065;-41.8;;;1895.40;28806;27664;29144;28033
2188.01;45800;45354;0.065;-41.7;;;1895.52;28814;27674;29152;28042
2188.35;45820;45375;0.067;-41.5;;;1895.65;28822;27684;29161;28052
2188.70;45840;45393;0.068;-41.0;;;1895.79;28831;27694;29170;28061
2189.06;45860;45413;0.070;-40.3;;;1895.91;28839;27704;29178;28069
2189.44;45880;45432;0.073;-39.6;;;1896.03;28847;27714;29187;28078
2189.82;45900;45451;0.075;-38.9;;;1896.17;28856;27724;29198;28087
2190.20;45920;45472;0.076;-38.4;;;1896.29;28864;27734;29206;28097
2190.59;45940;45491;0.077;-38.2;;;1896.41;28872;27744;29214;28107
2190.98;45960;45508;0.078;-38.3;;;1896.54;28880;27754;29223;28117
2191.37;45980;45526;0.079;-38.4;;;1896.69;28889;27764;29233;28127
2191.76;46000;45544;0.079;-38.5;;;1896.82;28897;27774;29243;28138
2192.15;46020;45564;0.080;-38.3;;;1896.94;28905;27784;29252;28147
2192.54;46040;45583;0.081;-38.0;;;1897.08;28914;27794;29263;28157
2192.94;46060;45602;0.082;-37.6;;;1897.21;28922;27804;29272;28166
2193.34;46080;45622;0.084;-37.2;;;1897.33;28930;27814;29281;28177
2193.76;46100;45640;0.085;-36.9;;;1897.47;28939;27824;29290;28186
2194.18;46120;45660;0.086;-36.8;;;1897.60;28947;27834;29298;28195
2194.59;46140;45680;0.087;-36.6;;;1897.73;28955;27844;29308;28205
2195.00;46160;45700;0.087;-36.5;;;1897.86;28963;27854;29318;28215
2195.41;46180;45720;0.088;-36.5;;;1898.00;28971;27864;29327;28225
2195.83;46200;45738;0.088;-36.5;;;1898.13;28979;27874;29335;28235
2196.25;46220;45758;0.088;-36.5;;;1898.28;28988;27884;29345;28244
2196.66;46240;45777;0.088;-36.4;;;1898.41;28996;27894;29355;28253
2197.06;46260;45794;0.089;-36.3;;;1898.54;29004;27904;29364;28262
2197.48;46280;45812;0.089;-36.3;;;1898.67;29012;27914;29373;28272
2197.89;46300;45830;0.089;-36.4;;;1898.80;29020;27924;29381;28282
2198.30;46320;45849;0.090;-36.3;;;1898.95;29029;27934;29391;28291
2198.72;46340;45868;0.090;-36.1;;;1899.08;29037;27943;29400;28299
2199.13;46360;45887;0.091;-35.9;;;1899.22;29046;27953;29410;28309
2199.55;46380;45906;0.091;-35.8;;;1899.34;29054;27963;29419;28318
2199.97;46400;45926;0.091;-35.8;;;1899.47;29063;27973;29430;28328
2200.38;46420;45945;0.092;-35.9;;;1899.62;29073;27983;29441;28338
2200.79;46440;45965;0.092;-36.0;;;1899.76;29082;27993;29450;28347
2201.21;46460;45985;0.094;-35.9;;;1899.90;29091;28003;29460;28357
2201.64;46480;46006;0.095;-35.5;;;1900.05;29101;28013;29471;28367
2202.07;46500;46026;0.097;-34.9;;;1900.20;29111;28023;29483;28378
2202.53;46520;46046;0.099;-34.4;;;1900.35;29122;28033;29496;28387
2202.98;46540;46066;0.101;-34.1;;;1900.48;29132;28043;29507;28397
2203.43;46560;46085;0.101;-34.1;;;1900.63;29143;28053;29519;28407
2203.89;46580;46104;0.101;-34.4;;;1900.79;29155;28063;29531;28417
2204.33;46600;46124;0.101;-34.6;;;1900.93;29166;28073;29542;28427
2204.77;46620;46142;0.100;-34.8;;;1901.09;29178;28083;29554;28435
2205.20;46640;46161;0.100;-34.8;;;1901.25;29191;28093;29566;28444
2205.64;46660;46179;0.100;-34.7;;;1901.41;29203;28103;29576;28453
2206.09;46680;46198;0.101;-34.6;;;1901.57;29216;28113;29587;28462
2206.54;46700;46217;0.101;-34.4;;;1901.75;29230;28123;29598;28472
2206.99;46720;46237;0.101;-34.3;;;1901.91;29243;28133;29609;28482
2207.44;46740;46257;0.101;-34.4;;;1902.09;29257;28143;29622;28493
2207.88;46760;46278;0.101;-34.5;;;1902.28;29272;28153;29636;28504
2208.32;46780;46296;0.101;-34.6;;;1902.47;29287;28163;29650;28514
2208.76;46800;46316;0.100;-34.8;;;1902.66;29302;28173;29664;28523
2209.20;46820;46334;0.099;-34.9;;;1902.86;29318;28183;29679;28532
2209.64;46840;46353;0.099;-35.0;;;1903.07;29334;28193;29694;28541
2210.07;46860;46371;0.099;-35.0;;;1903.29;29350;28203;29710;28552
2210.51;46880;46389;0.099;-35.0;;;1903.52;29367;28213;29728;28563
2210.95;46900;46408;0.100;-34.9;;;1903.76;29384;28223;29746;28575
2211.39;46920;46428;0.102;-34.7;;;1903.99;29401;28233;29761;28586
2211.85;46940;46448;0.103;-34.4;;;1904.24;29419;28243;29778;28597
2212.32;46960;46468;0.105;-34.0;;;1904.51;29437;28253;29796;28606
2212.79;46980;46488;0.106;-33.7;;;1904.77;29455;28263;29814;28615
2213.27;47000;46510;0.106;-33.6;;;1905.05;29474;28274;29835;28626
2213.75;47020;46532;0.105;-33.8;;;1905.33;29493;28284;29854;28635
2214.21;47040;46552;0.105;-34.1;;;1905.62;29512;28294;29872;28644
2214.66;47060;46570;0.104;-34.5;;;1905.91;29532;28304;29893;28654
2215.12;47080;46588;0.103;-34.7;;;1906.20;29551;28314;29914;28664
2215.58;47100;46606;0.104;-34.6;;;1906.51;29571;28324;29935;28673
2216.05;47120;46626;0.105;-34.2;;;1906.81;29591;28334;29955;28682
2216.53;47140;46643;0.106;-33.8;;;1907.10;29611;28344;29973;28691
2217.02;47160;46660;0.108;-33.4;;;1907.39;29631;28354;29991;28700
2217.52;47180;46679;0.109;-33.3;;;1907.69;29651;28364;30012;28710
2218.02;47200;46697;0.110;-33.2;;;1908.00;29672;28374;30033;28720
2218.51;47220;46714;0.111;-33.1;;;1908.29;29693;28385;30054;28729
2219.01;47240;46733;0.111;-33.0;;;1908.58;29714;28395;30074;28737
2219.51;47260;46752;0.111;-33.0;;;1908.87;29735;28405;30094;28747
2220.02;47280;46771;0.111;-32.8;;;1909.15;29756;28415;30115;28756
2220.52;47300;46789;0.110;-32.7;;;1909.44;29777;28425;30135;28766
2221.02;47320;46806;0.107;-33.0;;;1909.72;29798;28435;30157;28776
2221.50;47340;46823;0.102;-33.8;;;1910.02;29819;28445;30176;28785
2221.93;47360;46842;0.096;-35.3;;;1910.29;29839;28455;30195;28794
2222.34;47380;46862;0.090;-37.5;;;1910.54;29858;28465;30214;28804
2222.71;47400;46886;0.083;-39.7;;;1910.80;29877;28475;30232;28814
2223.05;47420;46909;0.076;-41.7;;;1911.07;29896;28485;30251;28823
2223.34;47440;46929;0.069;-43.2;;;1911.32;29913;28495;30270;28833
2223.62;47460;46948;0.064;-44.3;;;1911.57;29930;28505;30289;28842
2223.89;47480;46968;0.060;-44.9;;;1911.80;29945;28515;30305;28850
2224.15;47500;46988;0.057;-45.2;;;1912.02;29960;28525;30319;28858
2224.41;47520;47008;0.056;-45.4;;;1912.24;29975;28535;30334;28866
2224.67;47540;47027;0.055;-45.4;;;1912.44;29988;28545;30348;28874
2224.92;47560;47046;0.055;-45.3;;;1912.63;30001;28555;30362;28882
2225.18;47580;47065;0.055;-45.1;;;1912.80;30013;28565;30375;28891
2225.44;47600;47082;0.055;-44.9;;;1912.98;30025;28575;30387;28900
2225.69;47620;47102;0.055;-44.7;;;1913.15;30036;28585;30397;28912
2225.95;47640;47121;0.054;-44.7;;;1913.30;30046;28595;30409;28923
2226.21;47660;47140;0.054;-44.9;;;1913.47;30057;28605;30422;28934
2226.46;47680;47159;0.054;-45.2;;;1913.61;30066;28615;30434;28944
2226.71;47700;47178;0.054;-45.6;;;1913.77;30076;28625;30447;28955
2226.97;47720;47196;0.054;-45.8;;;1913.91;30085;28635;30459;28966
2227.22;47740;47214;0.054;-45.8;;;1914.06;30094;28645;30471;28977
2227.47;47760;47233;0.053;-45.7;;;1914.20;30103;28655;30482;28987
2227.72;47780;47252;0.054;-45.8;;;1914.34;30112;28665;30491;28997
2227.98;47800;47272;0.054;-45.8;;;1914.47;30120;28675;30499;29007
2228.24;47820;47292;0.055;-45.6;;;1914.61;30129;28685;30509;29017
2228.50;47840;47310;0.055;-45.2;;;1914.74;30137;28695;30517;29027
2228.76;47860;47328;0.054;-44.8;;;1914.86;30145;28705;30525;29036
2229.01;47880;47347;0.054;-44.5;;;1915.01;30154;28715;30533;29045
2229.25;47900;47366;0.053;-44.5;;;1915.14;30162;28725;30540;29055
2229.50;47920;47386;0.052;-45.0;;;1915.27;30170;28735;30550;29065
2229.75;47940;47404;0.051;-45.7;;;1915.41;30178;28745;30560;29076
2229.98;47960;47423;0.051;-46.6;;;1915.53;30185;28755;30567;29087
2230.22;47980;47443;0.050;-47.3;;;1915.66;30193;28765;30575;29099
2230.45;48000;47459;0.049;-47.8;;;1915.81;30201;28775;30584;29109
2230.68;48020;47478;0.049;-48.1;;;1915.94;30208;28785;30592;29120
2230.92;48040;47496;0.049;-48.1;;;1916.09;30216;28795;30601;29131
2231.15;48060;47517;0.050;-47.8;;;1916.22;30223;28805;30608;29142
2231.39;48080;47537;0.051;-47.1;;;1916.36;30230;28815;30616;29153
2231.65;48100;47557;0.052;-46.2;;;1916.51;30238;28825;30625;29164
2231.90;48120;47576;0.053;-45.3;;;1916.64;30245;28835;30632;29174
2232.16;48140;47597;0.054;-44.6;;;1916.78;30252;28845;30640;29185
2232.42;48160;47619;0.054;-44.3;;;1916.89;30258;28855;30647;29196
2232.68;48180;47640;0.054;-44.3;;;1917.03;30265;28865;30655;29207
2232.93;48200;47660;0.054;-44.6;;;1917.16;30272;28875;30663;29217
2233.18;48220;47680;0.053;-45.3;;;1917.30;30279;28885;30671;29229
2233.43;48240;47700;0.052;-46.2;;;1917.42;30285;28895;30678;29240
2233.66;48260;47720;0.051;-47.1;;;1917.57;30292;28905;30687;29252
2233.90;48280;47741;0.050;-47.8;;;1917.70;30298;28915;30694;29264
2234.13;48300;47760;0.050;-48.2;;;1917.83;30304;28925;30701;29275
2234.37;48320;47779;0.049;-48.2;;;1917.98;30311;28935;30708;29286
2234.60;48340;47797;0.049;-48.0;;;1918.12;30317;28945;30715;29296
2234.83;48360;47814;0.049;-47.6;;;1918.25;30323;28955;30721;29308
2235.06;48380;47832;0.049;-47.0;;;1918.38;30329;28965;30727;29320
2235.30;48400;47851;0.050;-46.4;;;1918.53;30336;28975;30733;29331
2235.54;48420;47871;0.050;-45.9;;;1918.65;30342;28985;30739;29342
2235.79;48440;47892;0.051;-45.8;;;1918.77;30348;28995;30744;29354
2236.03;48460;47914;0.051;-46.1;;;1918.91;30355;29005;30751;29365
2236.27;48480;47934;0.051;-46.4;;;1919.03;30361;29015;30756;29376
2236.52;48500;47955;0.052;-46.7;;;1919.14;30367;29025;30762;29387
2236.77;48520;47977;0.051;-46.8;;;1919.28;30374;29035;30770;29398
2237.00;48540;47997;0.051;-46.9;;;1919.40;30380;29045;30776;29409
2237.23;48560;48016;0.050;-47.0;;;1919.53;30387;29055;30783;29420
2237.46;48580;48037;0.049;-47.0;;;1919.63;30393;29065;30789;29432
2237.68;48600;48056;0.048;-47.1;;;1919.75;30400;29075;30795;29443
2237.90;48620;48076;0.047;-47.2;;;1919.85;30406;29085;30801;29453
2238.11;48640;48095;0.046;-47.5;;;1919.96;30413;29095;30807;29464
2238.33;48660;48114;0.045;-48.0;;;1920.06;30419;29105;30812;29476
2238.54;48680;48134;0.045;-48.7;;;1920.17;30426;29115;30818;29487
2238.75;48700;48152;0.044;-49.3;;;1920.28;30433;29124;30824;29498
2238.96;48720;48170;0.044;-49.7;;;1920.38;30439;29134;30830;29509
2239.17;48740;48188;0.044;-49.7;;;1920.49;30446;29144;30836;29520
2239.37;48760;48206;0.043;-49.4;;;1920.60;30453;29154;30842;29530
2239.58;48780;48224;0.044;-49.0;;;1920.70;30460;29164;30848;29540
2239.79;48800;48243;0.044;-48.8;;;1920.80;30467;29174;30854;29550
2240.01;48820;48261;0.045;-48.6;;;1920.92;30475;29184;30860;29560
2240.23;48840;48279;0.046;-48.4;;;1921.02;30482;29194;30866;29569
2240.46;48860;48299;0.047;-48.1;;;1921.12;30489;29204;30872;29577
2240.70;48880;48319;0.048;-47.6;;;1921.24;30497;29214;30878;29585
2240.94;48900;48339;0.050;-47.0;;;1921.34;30504;29224;30884;29593
2241.19;48920;48358;0.051;-46.5;;;1921.46;30512;29234;30891;29601
2241.45;48940;48379;0.053;-46.1;;;1921.58;30520;29244;30898;29610
2241.72;48960;48400;0.055;-45.7;;;1921.68;30527;29254;30904;29619
2242.00;48980;48424;0.057;-45.4;;;1921.79;30535;29264;30911;29628
2242.28;49000;48447;0.059;-44.9;;;1921.91;30543;29274;30918;29637
2242.58;49020;48470;0.061;-44.4;;;1922.02;30551;29284;30926;29647
2242.89;49040;48492;0.063;-43.9;;;1922.13;30559;29294;30934;29657
2243.21;49060;48513;0.065;-43.4;;;1922.25;30567;29304;30942;29666
2243.53;49080;48533;0.066;-42.8;;;1922.36;30575;29314;30949;29676
2243.86;49100;48553;0.067;-42.5;;;1922.48;30584;29324;30957;29685
2244.19;49120;48575;0.068;-42.3;;;1922.59;30592;29334;30964;29694
2244.52;49140;48597;0.069;-42.4;;;1922.72;30601;29344;30971;29703
2244.85;49160;48616;0.069;-42.6;;;1922.83;30609;29354;30977;29714
2245.19;49180;48637;0.069;-42.8;;;1922.95;30618;29364;30985;29725
2245.52;49200;48659;0.068;-42.9;;;1923.07;30627;29374;30994;29736
2245.85;49220;48682;0.068;-42.9;;;1923.19;30636;29384;31002;29746
2246.19;49240;48704;0.068;-42.8;;;1923.32;30645;29394;31010;29754
2246.52;49260;48724;0.068;-42.6;;;1923.44;30654;29404;31019;29764
2246.86;49280;48744;0.069;-42.4;;;1923.56;30663;29414;31026;29773
2247.19;49300;48765;0.069;-42.3;;;1923.70;30673;29424;31035;29783
2247.54;49320;48786;0.071;-42.3;;;1923.82;30682;29434;31042;29793
2247.90;49340;48806;0.072;-42.1;;;1923.95;30691;29444;31050;29803
2248.26;49360;48827;0.074;-41.8;;;1924.07;30700;29454;31057;29813
2248.64;49380;48849;0.076;-41.1;;;1924.20;30709;29464;31064;29824
2249.02;49400;48870;0.078;-40.3;;;1924.34;30719;29474;31073;29835
2249.42;49420;48891;0.081;-39.5;;;1924.47;30728;29484;31081;29845
2249.83;49440;48913;0.083;-38.9;;;1924.61;30737;29494;31089;29855
2250.25;49460;48935;0.085;-38.5;;;1924.74;30746;29504;31098;29865
2250.68;49480;48956;0.085;-38.2;;;1924.86;30754;29514;31105;29874
2251.10;49500;48976;0.085;-38.2;;;1924.99;30763;29524;31113;29884
2251.52;49520;48996;0.083;-38.4;;;1925.12;30772;29534;31121;29895
2251.92;49540;49016;0.080;-38.8;;;1925.25;30781;29544;31128;29906
2252.30;49560;49035;0.077;-39.5;;;1925.38;30790;29554;31136;29918
2252.65;49580;49053;0.074;-40.5;;;1925.51;30799;29564;31144;29928
2253.00;49600;49072;0.072;-41.4;;;1925.64;30808;29574;31151;29938
2253.35;49620;49092;0.071;-42.1;;;1925.76;30817;29584;31159;29948
2253.70;49640;49112;0.071;-42.1;;;1925.88;30826;29594;31167;29958
2254.05;49660;49132;0.072;-41.3;;;1926.01;30835;29604;31175;29967
2254.41;49680;49152;0.075;-40.1;;;1926.13;30844;29614;31184;29976
2254.81;49700;49172;0.078;-38.8;;;1926.26;30853;29624;31193;29985
2255.23;49720;49194;0.081;-37.8;;;1926.39;30862;29634;31202;29994
2255.66;49740;49217;0.082;-37.2;;;1926.51;30871;29644;31211;30004
2256.08;49760;49238;0.081;-37.0;;;1926.64;30880;29654;31221;30015
2256.48;49780;49258;0.078;-37.4;;;1926.77;30889;29664;31228;30025
2256.84;49800;49277;0.074;-38.5;;;1926.89;30898;29674;31236;30035
2257.16;49820;49294;0.068;-40.0;;;1927.01;30906;29684;31243;30045
2257.45;49840;49312;0.063;-41.6;;;1927.13;30915;29694;31250;30055
2257.74;49860;49331;0.058;-42.9;;;1927.26;30924;29704;31257;30065
2258.00;49880;49350;0.055;-43.9;;;1927.38;30933;29714;31264;30074
2258.25;49900;49367;0.052;-44.6;;;1927.49;30941;29724;31271;30083
2258.51;49920;49385;0.050;-45.2;;;1927.62;30950;29734;31279;30093
2258.76;49940;49403;0.049;-45.4;;;1927.74;30959;29744;31287;30103
2259.01;49960;49424;0.049;-45.5;;;1927.87;30968;29754;31295;30113
2259.26;49980;49443;0.049;-45.3;;;1927.99;30977;29764;31303;30123
2259.52;50000;49462;0.050;-44.9;;;1928.11;30986;29774;31311;30133
2259.78;50020;49481;0.051;-44.4;;;1928.23;30995;29784;31319;30142
2260.04;50040;49499;0.052;-43.9;;;1928.36;31004;29794;31327;30153
2260.31;50060;49518;0.053;-43.5;;;1928.49;31013;29804;31335;30162
2260.58;50080;49537;0.054;-43.2;;;1928.61;31022;29814;31344;30171
2260.87;50100;49557;0.055;-42.9;;;1928.74;31031;29824;31353;30180
2261.16;50120;49579;0.057;-42.7;;;1928.88;31041;29834;31363;30190
2261.46;50140;49600;0.058;-42.5;;;1929.01;31050;29844;31372;30200
2261.77;50160;49621;0.059;-42.1;;;1929.14;31059;29854;31380;30210
2262.08;50180;49640;0.060;-41.6;;;1929.27;31068;29864;31388;30220
2262.39;50200;49660;0.061;-41.2;;;1929.42;31078;29874;31398;30229
2262.70;50220;49680;0.062;-41.0;;;1929.55;31087;29884;31406;30239
2263.02;50240;49701;0.063;-41.0;;;1929.69;31097;29894;31415;30249
2263.35;50260;49720;0.063;-41.0;;;1929.82;31106;29904;31423;30260
2263.67;50280;49738;0.064;-41.0;;;1929.97;31116;29914;31433;30271
2263.99;50300;49758;0.063;-41.0;;;1930.09;31125;29924;31442;30282
2264.31;50320;49778;0.063;-41.0;;;1930.23;31135;29934;31452;30293
2264.63;50340;49796;0.063;-41.0;;;1930.37;31145;29944;31461;30304
2264.95;50360;49816;0.063;-41.0;;;1930.51;31155;29954;31470;30313
2265.27;50380;49835;0.062;-41.2;;;1930.65;31165;29964;31480;30323
2265.58;50400;49852;0.061;-41.4;;;1930.80;31175;29974;31489;30333
2265.89;50420;49870;0.061;-41.6;;;1930.95;31186;29984;31499;30344
2266.20;50440;49888;0.060;-41.9;;;1931.09;31196;29994;31510;30354
2266.50;50460;49908;0.060;-42.2;;;1931.25;31207;30004;31521;30365
2266.80;50480;49927;0.060;-42.4;;;1931.41;31218;30014;31531;30376
2267.11;50500;49946;0.060;-42.4;;;1931.56;31229;30024;31541;30386
2267.42;50520;49965;0.061;-42.2;;;1931.72;31240;30034;31551;30395
2267.73;50540;49984;0.061;-41.8;;;1931.87;31251;30044;31561;30406
2268.05;50560;50004;0.062;-41.3;;;1932.02;31262;30054;31571;30419
2268.37;50580;50025;0.063;-40.9;;;1932.17;31273;30064;31581;30431
2268.69;50600;50046;0.063;-40.6;;;1932.33;31285;30074;31590;30444
2269.01;50620;50067;0.063;-40.6;;;1932.49;31297;30084;31599;30458
2269.33;50640;50086;0.063;-40.9;;;1932.63;31308;30094;31608;30471
2269.65;50660;50105;0.063;-41.4;;;1932.80;31320;30104;31618;30483
2269.97;50680;50124;0.062;-41.8;;;1932.96;31332;30114;31628;30493
2270.28;50700;50143;0.062;-42.0;;;1933.14;31345;30124;31639;30504
2270.59;50720;50162;0.062;-42.0;;;1933.31;31357;30134;31650;30514
2270.89;50740;50181;0.061;-41.9;;;1933.49;31369;30144;31661;30524
2271.20;50760;50199;0.061;-41.7;;;1933.68;31382;30154;31673;30533
2271.51;50780;50217;0.061;-41.6;;;1933.86;31394;30164;31684;30543
2271.82;50800;50238;0.061;-41.5;;;1934.04;31407;30174;31695;30555
2272.13;50820;50257;0.061;-41.6;;;1934.22;31420;30185;31706;30567
2272.44;50840;50276;0.061;-41.8;;;1934.41;31433;30195;31717;30577
