Kindler et al., 2014, Clim. Past;;;;;;;;;;;
Temperature reconstruction from 10 to 120 kyr b2k from the NGRIP ice core;;;;;;;;;;;
supplementary data file;;;;;;;;;;;
;;;;;;;;;;;
modelled NGRIP data ;;;;;;;;;;;
'the model was run using the ss09sea06bm time scale (NGRIP members, 2004; Anderson et al., 2006), additionally ages have been transformed to GICC05modelext time scale (Svensson et al., 2008; Wolff et al., 2010)';;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;ss09sea06bm;;GICC05modelext;
depth ;age ss09sea06bm ;age GICC05modelext;accumulation tuned;temperature;;;depth ;ice age;gas age ;ice age;gas age
[m];[yr];[yr];[m ice/yr];[°C];;;[m];[yr];[yr];[yr];[yr]
3053.25;120800;120095;0.184;-30.8;;;2477.55;66387;65178;65682;64473
3053.53;120820;120115;0.185;-30.8;;;2477.61;66396;65188;65691;64483
3053.79;120840;120135;0.185;-30.7;;;2477.68;66406;65198;65701;64493
3054.06;120860;120154;0.185;-30.7;;;2477.74;66416;65208;65711;64504
3054.34;120880;120175;0.186;-30.6;;;2477.80;66425;65218;65720;64513
3054.61;120900;120196;0.186;-30.5;;;2477.87;66435;65228;65731;64523
3054.88;120920;120215;0.186;-30.5;;;2477.93;66444;65238;65740;64533
3055.15;120940;120235;0.187;-30.4;;;2477.99;66454;65248;65749;64543
3055.43;120960;120255;0.188;-30.3;;;2478.05;66463;65258;65758;64553
3055.71;120980;120276;0.188;-30.2;;;2478.12;66473;65268;65768;64563
3055.98;121000;120295;0.189;-30.1;;;2478.19;66483;65278;65778;64573
3056.25;121020;120315;0.189;-30.0;;;2478.25;66493;65288;65788;64583
3056.53;121040;120335;0.189;-29.9;;;2478.31;66502;65298;65797;64593
3056.81;121060;120356;0.190;-29.8;;;2478.38;66512;65308;65807;64603
3057.08;121080;120375;0.191;-29.6;;;2478.44;66522;65318;65818;64613
3057.36;121100;120394;0.192;-29.5;;;2478.51;66532;65328;65827;64623
3057.65;121120;120415;0.192;-29.4;;;2478.58;66543;65338;65838;64633
3057.92;121140;120435;0.193;-29.3;;;2478.65;66553;65348;65848;64643
3058.20;121160;120455;0.194;-29.2;;;2478.72;66563;65357;65858;64652
3058.49;121180;120475;0.195;-29.2;;;2478.78;66573;65367;65868;64662
3058.77;121200;120495;0.195;-29.2;;;2478.86;66584;65377;65879;64672
3059.05;121220;120515;0.195;-29.1;;;2478.92;66594;65387;65889;64681
3059.33;121240;120535;0.195;-29.0;;;2478.99;66605;65397;65900;64692
3059.62;121260;120555;0.195;-28.9;;;2479.06;66616;65407;65911;64702
3059.90;121280;120575;0.196;-28.7;;;2479.13;66627;65417;65922;64712
3060.18;121300;120595;0.196;-28.6;;;2479.20;66638;65427;65933;64722
3060.47;121320;120615;0.196;-28.6;;;2479.28;66649;65437;65944;64732
3060.75;121340;120635;0.197;-28.5;;;2479.35;66660;65447;65955;64742
3061.04;121360;120655;0.198;-28.5;;;2479.42;66671;65457;65966;64752
3061.33;121380;120675;0.198;-28.4;;;2479.50;66683;65468;65978;64763
3061.62;121400;120695;0.199;-28.4;;;2479.57;66694;65478;65989;64773
3061.89;121420;120715;0.199;-28.3;;;2479.65;66706;65488;66002;64783
3062.18;121440;120734;0.200;-28.1;;;2479.72;66717;65498;66012;64794
3062.47;121460;120755;0.201;-27.9;;;2479.80;66729;65508;66024;64803
3062.77;121480;120775;0.202;-27.7;;;2479.88;66740;65518;66035;64813
3063.06;121500;120795;0.202;-27.6;;;2479.95;66751;65528;66046;64823
3063.35;121520;120815;0.203;-27.5;;;2480.04;66763;65538;66058;64833
3063.63;121540;120835;0.203;-27.4;;;2480.12;66774;65548;66069;64843
3063.93;121560;120854;0.204;-27.3;;;2480.20;66785;65558;66080;64853
3064.23;121580;120875;0.205;-27.2;;;2480.27;66795;65568;66090;64863
3064.52;121600;120895;0.205;-27.1;;;2480.35;66806;65578;66101;64873
3064.82;121620;120915;0.205;-27.1;;;2480.43;66817;65588;66112;64883
3065.12;121640;120935;0.205;-27.0;;;2480.50;66827;65598;66122;64893
3065.39;121660;120955;0.204;-27.0;;;2480.58;66838;65608;66133;64903
3065.68;121680;120975;0.204;-27.0;;;2480.66;66848;65618;66144;64913
3065.98;121700;120995;0.205;-27.0;;;2480.74;66859;65628;66154;64923
3066.28;121720;121015;0.205;-27.1;;;2480.81;66869;65638;66164;64933
3066.57;121740;121035;0.206;-27.1;;;2480.89;66880;65648;66175;64943
3066.86;121760;121055;0.206;-27.1;;;2480.96;66890;65658;66185;64953
3067.15;121780;121075;0.206;-27.0;;;2481.05;66901;65668;66196;64963
3067.45;121800;121095;0.205;-26.8;;;2481.13;66912;65678;66208;64974
3067.74;121820;121115;0.205;-26.7;;;2481.20;66922;65688;66217;64984
3068.03;121840;121135;0.205;-26.5;;;2481.28;66933;65698;66228;64994
3068.33;121860;121156;0.206;-26.4;;;2481.36;66944;65708;66239;65004
3068.61;121880;121175;0.206;-26.3;;;2481.44;66954;65718;66249;65014
3068.91;121900;121194;0.207;-26.3;;;2481.52;66965;65728;66260;65024
3069.21;121920;121215;0.208;-26.3;;;2481.60;66976;65738;66271;65033
3069.50;121940;121235;0.208;-26.2;;;2481.67;66986;65748;66281;65043
3069.80;121960;121255;0.208;-26.2;;;2481.76;66997;65758;66292;65053
3070.10;121980;121275;0.208;-26.2;;;2481.83;67007;65768;66303;65063
3070.38;122000;121295;0.208;-26.2;;;2481.90;67017;65778;66312;65073
3070.68;122020;121315;0.209;-26.2;;;2481.98;67028;65788;66323;65083
3070.97;122040;121335;0.209;-26.2;;;2482.06;67038;65798;66333;65093
3071.27;122060;121355;0.209;-26.1;;;2482.13;67048;65808;66343;65103
3071.57;122080;121376;0.209;-26.1;;;2482.21;67059;65818;66354;65113
3071.85;122100;121395;0.209;-26.1;;;2482.28;67069;65828;66364;65123
3072.15;122120;121415;0.209;-26.0;;;2482.36;67080;65838;66375;65133
3072.45;122140;121435;0.209;-26.0;;;2482.44;67090;65848;66385;65143
3072.74;122160;121455;0.209;-26.0;;;2482.52;67101;65858;66396;65153
3073.04;122180;121475;0.210;-25.9;;;2482.59;67111;65868;66406;65163
3073.34;122200;121495;0.210;-25.8;;;2482.67;67122;65877;66417;65172
3073.62;122220;121515;0.210;-25.8;;;2482.74;67132;65887;66427;65182
3073.92;122240;121535;0.210;-25.7;;;2482.82;67143;65897;66438;65192
3074.22;122260;121555;0.210;-25.7;;;2482.89;67154;65907;66449;65202
3074.51;122280;121575;0.210;-25.6;;;2482.96;67165;65917;66461;65212
3074.81;122300;121595;0.210;-25.6;;;2483.04;67176;65927;66471;65221
3075.11;122320;121615;0.210;-25.6;;;2483.11;67187;65937;66482;65231
3075.40;122340;121635;0.210;-25.6;;;2483.19;67198;65947;66493;65242
3075.69;122360;121655;0.209;-25.6;;;2483.26;67209;65957;66504;65252
3075.97;122380;121675;0.209;-25.6;;;2483.34;67220;65967;66515;65262
3076.27;122400;121695;0.209;-25.6;;;2483.41;67230;65977;66525;65272
3076.56;122420;121715;0.209;-25.6;;;2483.49;67241;65988;66536;65283
3076.85;122440;121735;0.210;-25.6;;;2483.56;67251;65998;66546;65293
3077.14;122460;121755;0.211;-25.6;;;2483.64;67262;66008;66557;65303
3077.44;122480;121775;0.211;-25.5;;;2483.71;67272;66018;66567;65313
3077.74;122500;121795;0.210;-25.5;;;2483.78;67281;66028;66576;65322
3078.03;122520;121815;0.210;-25.5;;;2483.85;67291;66038;66586;65333
3078.32;122540;121835;0.209;-25.5;;;2483.92;67300;66047;66595;65342
3078.60;122560;121855;0.209;-25.5;;;2483.99;67310;66057;66605;65352
3078.90;122580;121875;0.209;-25.5;;;2484.05;67319;66067;66614;65362
3079.19;122600;121895;0.209;-25.6;;;2484.12;67328;66077;66623;65372
3079.48;122620;121915;0.209;-25.7;;;2484.19;67337;66087;66632;65382
3079.77;122640;121935;0.209;-25.7;;;2484.24;67345;66097;66641;65392
3080.06;122660;121955;0.209;-25.7;;;2484.31;67354;66107;66649;65402
3080.34;122680;121975;0.209;-25.8;;;2484.38;67363;66117;66658;65412
3080.64;122700;121995;0.208;-25.8;;;2484.44;67372;66127;66667;65422
3080.92;122720;122015;0.208;-25.8;;;2484.51;67381;66137;66676;65432
3081.21;122740;122035;0.208;-25.8;;;2484.57;67389;66147;66684;65442
3081.50;122760;122055;0.208;-25.7;;;2484.64;67398;66157;66693;65452
3081.78;122780;122075;0.209;-25.7;;;2484.70;67407;66167;66702;65462
3082.08;122800;122094;0.210;-25.6;;;2484.77;67416;66177;66711;65472
3082.37;122820;122115;0.210;-25.5;;;2484.83;67424;66187;66719;65482
3082.66;122840;122134;0.210;-25.5;;;2484.90;67433;66197;66728;65492
3082.95;122860;122155;0.209;-25.4;;;2484.96;67441;66207;66736;65503
3083.24;122880;122175;0.209;-25.5;;;2485.03;67450;66217;66745;65512
3083.51;122900;122195;0.208;-25.5;;;2485.10;67459;66227;66754;65522
3083.80;122920;122215;0.208;-25.6;;;2485.16;67467;66237;66762;65532
3084.09;122940;122235;0.208;-25.6;;;2485.23;67476;66247;66771;65542
3084.38;122960;122255;0.208;-25.5;;;2485.29;67484;66257;66779;65552
3084.66;122980;122275;0.209;-25.5;;;2485.36;67493;66267;66788;65561
3084.95;123000;122295;0.209;-25.5;;;2485.42;67501;66277;66796;65572
;;;;;;;2485.48;67509;66287;66804;65582
;;;;;;;2485.55;67518;66297;66813;65592
;;;;;;;2485.62;67526;66307;66821;65602
;;;;;;;2485.69;67535;66317;66830;65612
;;;;;;;2485.75;67543;66327;66838;65623
;;;;;;;2485.82;67552;66337;66847;65632
;;;;;;;2485.89;67560;66347;66855;65642
;;;;;;;2485.96;67569;66357;66864;65652
;;;;;;;2486.02;67577;66367;66872;65662
;;;;;;;2486.09;67586;66377;66881;65672
;;;;;;;2486.15;67594;66387;66889;65682
;;;;;;;2486.21;67603;66397;66898;65692
;;;;;;;2486.27;67611;66407;66906;65702
;;;;;;;2486.34;67620;66417;66915;65712
;;;;;;;2486.41;67629;66427;66924;65722
;;;;;;;2486.47;67637;66437;66932;65733
;;;;;;;2486.53;67646;66447;66941;65743
;;;;;;;2486.59;67654;66457;66949;65752
;;;;;;;2486.66;67663;66467;66958;65762
;;;;;;;2486.73;67672;66477;66967;65772
;;;;;;;2486.79;67680;66487;66974;65782
;;;;;;;2486.86;67689;66497;66984;65792
;;;;;;;2486.92;67697;66507;66992;65802
;;;;;;;2486.98;67706;66517;67002;65812
;;;;;;;2487.04;67714;66527;67010;65822
;;;;;;;2487.10;67722;66537;67017;65832
;;;;;;;2487.17;67731;66547;67026;65841
;;;;;;;2487.22;67739;66557;67034;65852
;;;;;;;2487.29;67748;66567;67043;65862
;;;;;;;2487.35;67756;66577;67051;65872
;;;;;;;2487.41;67765;66587;67060;65882
;;;;;;;2487.48;67774;66597;67069;65892
;;;;;;;2487.53;67782;66607;67077;65902
;;;;;;;2487.60;67791;66617;67086;65912
;;;;;;;2487.66;67800;66627;67095;65922
;;;;;;;2487.73;67809;66637;67104;65932
;;;;;;;2487.79;67818;66647;67113;65942
;;;;;;;2487.86;67828;66657;67123;65952
;;;;;;;2487.93;67837;66667;67132;65962
;;;;;;;2488.00;67847;66677;67142;65972
;;;;;;;2488.06;67856;66687;67151;65982
;;;;;;;2488.13;67866;66697;67161;65992
;;;;;;;2488.19;67875;66707;67170;66003
;;;;;;;2488.27;67885;66717;67180;66012
;;;;;;;2488.34;67895;66727;67190;66022
;;;;;;;2488.41;67904;66737;67199;66032
;;;;;;;2488.49;67914;66747;67209;66042
;;;;;;;2488.56;67924;66757;67219;66052
;;;;;;;2488.63;67933;66767;67228;66062
;;;;;;;2488.71;67943;66777;67238;66072
;;;;;;;2488.77;67952;66787;67247;66082
;;;;;;;2488.85;67961;66797;67256;66092
;;;;;;;2488.93;67971;66807;67266;66102
;;;;;;;2489.00;67980;66817;67275;66112
;;;;;;;2489.08;67989;66827;67284;66122
;;;;;;;2489.15;67998;66837;67293;66132
;;;;;;;2489.22;68007;66847;67302;66143
;;;;;;;2489.30;68016;66857;67311;66152
;;;;;;;2489.38;68026;66867;67321;66162
;;;;;;;2489.45;68035;66877;67330;66172
;;;;;;;2489.53;68044;66887;67339;66182
;;;;;;;2489.60;68053;66897;67348;66192
;;;;;;;2489.68;68062;66907;67357;66203
;;;;;;;2489.75;68071;66917;67366;66212
;;;;;;;2489.83;68081;66927;67376;66222
;;;;;;;2489.91;68090;66937;67385;66232
;;;;;;;2489.99;68099;66947;67394;66242
;;;;;;;2490.07;68108;66957;67403;66252
;;;;;;;2490.15;68117;66967;67412;66262
;;;;;;;2490.22;68125;66977;67420;66272
;;;;;;;2490.30;68134;66987;67429;66282
;;;;;;;2490.37;68143;66997;67438;66292
;;;;;;;2490.44;68151;67007;67446;66303
;;;;;;;2490.52;68160;67017;67455;66312
;;;;;;;2490.59;68168;67027;67463;66322
;;;;;;;2490.66;68177;67037;67472;66332
;;;;;;;2490.73;68185;67047;67480;66342
;;;;;;;2490.81;68194;67057;67489;66352
;;;;;;;2490.88;68202;67067;67497;66363
;;;;;;;2490.95;68211;67077;67506;66372
;;;;;;;2491.02;68219;67087;67514;66382
;;;;;;;2491.09;68228;67097;67523;66392
;;;;;;;2491.15;68236;67107;67531;66402
;;;;;;;2491.22;68245;67117;67540;66412
;;;;;;;2491.29;68254;67127;67549;66422
;;;;;;;2491.36;68263;67137;67558;66432
;;;;;;;2491.43;68272;67147;67567;66442
;;;;;;;2491.50;68281;67157;67576;66452
;;;;;;;2491.56;68290;67167;67585;66463
;;;;;;;2491.63;68299;67177;67594;66472
;;;;;;;2491.70;68308;67187;67604;66482
;;;;;;;2491.77;68318;67197;67613;66492
;;;;;;;2491.84;68327;67207;67622;66503
;;;;;;;2491.91;68337;67217;67632;66512
;;;;;;;2491.98;68347;67227;67642;66522
;;;;;;;2492.05;68356;67237;67651;66532
;;;;;;;2492.12;68366;67247;67661;66542
;;;;;;;2492.19;68376;67257;67671;66552
;;;;;;;2492.26;68387;67267;67682;66562
;;;;;;;2492.33;68397;67277;67692;66572
;;;;;;;2492.40;68407;67287;67701;66582
;;;;;;;2492.48;68418;67297;67713;66592
;;;;;;;2492.54;68428;67307;67723;66602
;;;;;;;2492.62;68439;67317;67734;66612
;;;;;;;2492.69;68450;67327;67745;66622
;;;;;;;2492.77;68461;67337;67756;66632
;;;;;;;2492.84;68472;67347;67767;66643
;;;;;;;2492.92;68483;67357;67778;66652
;;;;;;;2492.99;68494;67367;67789;66662
;;;;;;;2493.07;68505;67377;67800;66672
;;;;;;;2493.15;68517;67387;67812;66682
;;;;;;;2493.23;68528;67397;67822;66692
;;;;;;;2493.30;68539;67407;67834;66702
;;;;;;;2493.38;68551;67417;67846;66712
;;;;;;;2493.47;68563;67427;67858;66722
;;;;;;;2493.54;68574;67437;67869;66732
;;;;;;;2493.62;68586;67447;67880;66742
;;;;;;;2493.70;68597;67457;67892;66752
;;;;;;;2493.78;68609;67467;67904;66762
;;;;;;;2493.86;68620;67477;67915;66772
;;;;;;;2493.95;68632;67487;67927;66782
;;;;;;;2494.02;68643;67497;67938;66792
;;;;;;;2494.10;68654;67507;67949;66802
;;;;;;;2494.18;68665;67517;67960;66812
;;;;;;;2494.26;68676;67527;67971;66822
;;;;;;;2494.33;68687;67537;67982;66832
;;;;;;;2494.41;68698;67547;67993;66842
;;;;;;;2494.48;68709;67557;68004;66852
;;;;;;;2494.56;68720;67567;68015;66862
;;;;;;;2494.63;68731;67577;68026;66872
;;;;;;;2494.71;68742;67587;68037;66882
;;;;;;;2494.78;68753;67597;68048;66892
;;;;;;;2494.86;68764;67607;68059;66902
;;;;;;;2494.94;68775;67617;68070;66912
;;;;;;;2495.02;68786;67627;68081;66922
;;;;;;;2495.10;68797;67637;68092;66932
;;;;;;;2495.18;68808;67647;68102;66942
;;;;;;;2495.26;68819;67657;68114;66952
;;;;;;;2495.33;68830;67667;68125;66962
;;;;;;;2495.41;68840;67677;68135;66971
;;;;;;;2495.48;68851;67687;68146;66982
;;;;;;;2495.56;68861;67697;68156;66992
;;;;;;;2495.64;68872;67707;68166;67003
;;;;;;;2495.71;68882;67717;68177;67013
;;;;;;;2495.79;68893;67727;68188;67022
;;;;;;;2495.86;68903;67737;68198;67032
;;;;;;;2495.93;68913;67747;68208;67042
;;;;;;;2496.00;68923;67757;68218;67052
;;;;;;;2496.08;68934;67767;68229;67062
;;;;;;;2496.16;68944;67777;68239;67072
;;;;;;;2496.23;68954;67787;68249;67081
;;;;;;;2496.31;68965;67797;68260;67092
;;;;;;;2496.38;68975;67807;68270;67102
;;;;;;;2496.45;68985;67817;68281;67112
;;;;;;;2496.53;68996;67827;68292;67122
;;;;;;;2496.61;69007;67837;68303;67132
;;;;;;;2496.68;69017;67847;68313;67142
;;;;;;;2496.76;69028;67857;68323;67152
;;;;;;;2496.83;69039;67867;68334;67162
;;;;;;;2496.90;69049;67877;68343;67172
;;;;;;;2496.98;69060;67887;68354;67182
;;;;;;;2497.06;69071;67897;68366;67192
;;;;;;;2497.14;69082;67907;68377;67202
;;;;;;;2497.22;69093;67917;68388;67212
;;;;;;;2497.30;69104;67927;68400;67222
;;;;;;;2497.37;69114;67937;68409;67232
;;;;;;;2497.45;69125;67947;68420;67242
;;;;;;;2497.53;69136;67957;68431;67252
;;;;;;;2497.61;69147;67967;68442;67262
;;;;;;;2497.68;69158;67977;68453;67272
;;;;;;;2497.77;69170;67987;68465;67282
;;;;;;;2497.85;69181;67997;68476;67292
;;;;;;;2497.93;69193;68007;68488;67302
;;;;;;;2498.01;69204;68017;68499;67312
;;;;;;;2498.10;69216;68027;68511;67322
;;;;;;;2498.18;69228;68037;68523;67332
;;;;;;;2498.27;69240;68047;68535;67342
;;;;;;;2498.35;69252;68057;68547;67352
;;;;;;;2498.44;69264;68068;68558;67363
;;;;;;;2498.52;69276;68078;68570;67373
;;;;;;;2498.61;69288;68088;68583;67383
;;;;;;;2498.69;69300;68098;68595;67393
;;;;;;;2498.78;69312;68108;68607;67403
;;;;;;;2498.86;69324;68118;68619;67413
;;;;;;;2498.95;69336;68128;68631;67423
;;;;;;;2499.03;69348;68138;68643;67433
;;;;;;;2499.11;69359;68148;68654;67443
;;;;;;;2499.19;69371;68158;68666;67453
;;;;;;;2499.27;69382;68168;68676;67463
;;;;;;;2499.36;69393;68178;68688;67473
;;;;;;;2499.44;69404;68188;68700;67483
;;;;;;;2499.52;69415;68198;68711;67493
;;;;;;;2499.60;69426;68208;68722;67503
;;;;;;;2499.68;69436;68218;68732;67513
;;;;;;;2499.75;69446;68228;68742;67523
;;;;;;;2499.83;69456;68237;68751;67532
;;;;;;;2499.90;69466;68247;68761;67542
;;;;;;;2499.97;69476;68257;68771;67552
;;;;;;;2500.04;69485;68267;68780;67562
;;;;;;;2500.12;69495;68277;68790;67572
;;;;;;;2500.18;69504;68287;68799;67582
;;;;;;;2500.25;69513;68297;68808;67592
;;;;;;;2500.32;69523;68307;68818;67603
;;;;;;;2500.39;69532;68317;68827;67612
;;;;;;;2500.46;69541;68327;68837;67622
;;;;;;;2500.53;69550;68337;68845;67632
;;;;;;;2500.60;69559;68347;68854;67642
;;;;;;;2500.66;69567;68357;68862;67652
;;;;;;;2500.73;69576;68367;68871;67662
;;;;;;;2500.80;69585;68377;68881;67672
;;;;;;;2500.87;69593;68387;68888;67682
;;;;;;;2500.94;69602;68397;68897;67692
;;;;;;;2501.00;69610;68407;68905;67701
;;;;;;;2501.07;69619;68417;68914;67712
;;;;;;;2501.13;69627;68427;68923;67722
;;;;;;;2501.20;69636;68437;68931;67732
;;;;;;;2501.26;69644;68447;68939;67742
;;;;;;;2501.33;69653;68457;68948;67752
;;;;;;;2501.39;69661;68467;68956;67761
;;;;;;;2501.46;69670;68477;68965;67772
;;;;;;;2501.53;69678;68487;68973;67782
;;;;;;;2501.60;69687;68497;68982;67792
;;;;;;;2501.66;69695;68507;68990;67802
;;;;;;;2501.73;69704;68517;68999;67812
;;;;;;;2501.80;69713;68527;69008;67821
;;;;;;;2501.87;69721;68537;69016;67832
;;;;;;;2501.94;69730;68547;69025;67842
;;;;;;;2502.00;69739;68557;69034;67852
;;;;;;;2502.06;69747;68567;69042;67862
;;;;;;;2502.13;69756;68577;69051;67872
;;;;;;;2502.20;69765;68587;69059;67882
;;;;;;;2502.25;69773;68597;69068;67892
;;;;;;;2502.32;69782;68607;69077;67902
;;;;;;;2502.39;69791;68617;69086;67912
;;;;;;;2502.45;69800;68627;69095;67921
;;;;;;;2502.52;69809;68637;69104;67932
;;;;;;;2502.59;69818;68647;69113;67942
;;;;;;;2502.65;69827;68657;69122;67952
;;;;;;;2502.72;69836;68667;69131;67962
;;;;;;;2502.80;69846;68677;69141;67972
;;;;;;;2502.86;69855;68687;69150;67982
;;;;;;;2502.93;69864;68697;69159;67992
;;;;;;;2503.00;69873;68707;69168;68001
;;;;;;;2503.06;69882;68717;69176;68012
;;;;;;;2503.14;69892;68727;69187;68022
;;;;;;;2503.20;69901;68737;69196;68032
;;;;;;;2503.27;69910;68747;69205;68042
;;;;;;;2503.33;69919;68757;69214;68052
;;;;;;;2503.40;69928;68767;69223;68062
;;;;;;;2503.47;69938;68777;69233;68072
;;;;;;;2503.54;69947;68787;69243;68082
;;;;;;;2503.60;69956;68797;69251;68092
;;;;;;;2503.67;69965;68807;69260;68101
;;;;;;;2503.74;69974;68817;69269;68112
;;;;;;;2503.81;69983;68827;69278;68122
;;;;;;;2503.89;69993;68837;69288;68132
;;;;;;;2503.96;70002;68847;69297;68142
;;;;;;;2504.03;70011;68857;69306;68152
;;;;;;;2504.09;70019;68867;69314;68161
;;;;;;;2504.16;70028;68877;69323;68172
;;;;;;;2504.24;70037;68887;69332;68182
;;;;;;;2504.32;70046;68897;69341;68192
;;;;;;;2504.39;70054;68906;69349;68201
;;;;;;;2504.46;70062;68916;69357;68211
;;;;;;;2504.54;70071;68926;69366;68221
;;;;;;;2504.61;70079;68936;69374;68231
;;;;;;;2504.68;70087;68946;69382;68241
;;;;;;;2504.75;70094;68956;69389;68251
;;;;;;;2504.83;70102;68966;69397;68261
;;;;;;;2504.90;70109;68976;69404;68271
;;;;;;;2504.99;70117;68986;69412;68282
;;;;;;;2505.06;70124;68996;69419;68292
;;;;;;;2505.13;70131;69006;69426;68302
;;;;;;;2505.20;70137;69016;69432;68312
;;;;;;;2505.27;70144;69026;69439;68322
;;;;;;;2505.35;70150;69036;69445;68331
;;;;;;;2505.43;70157;69046;69452;68340
;;;;;;;2505.51;70163;69056;69458;68350
;;;;;;;2505.58;70169;69066;69464;68361
;;;;;;;2505.64;70174;69076;69469;68371
;;;;;;;2505.72;70180;69086;69475;68381
;;;;;;;2505.79;70186;69096;69481;68391
;;;;;;;2505.86;70191;69106;69486;68402
;;;;;;;2505.93;70196;69116;69491;68411
;;;;;;;2506.00;70201;69126;69496;68421
;;;;;;;2506.08;70207;69136;69502;68431
;;;;;;;2506.15;70212;69146;69507;68441
;;;;;;;2506.22;70217;69156;69512;68451
;;;;;;;2506.29;70222;69166;69517;68462
;;;;;;;2506.35;70226;69176;69521;68471
;;;;;;;2506.42;70231;69186;69526;68481
;;;;;;;2506.49;70236;69196;69531;68491
;;;;;;;2506.56;70241;69206;69536;68501
;;;;;;;2506.63;70246;69216;69541;68511
;;;;;;;2506.70;70251;69226;69546;68521
;;;;;;;2506.77;70256;69236;69551;68531
;;;;;;;2506.82;70260;69246;69555;68541
;;;;;;;2506.89;70265;69256;69560;68551
;;;;;;;2506.95;70270;69266;69565;68560
;;;;;;;2507.01;70275;69276;69570;68570
;;;;;;;2507.08;70281;69286;69576;68581
;;;;;;;2507.14;70286;69296;69581;68591
;;;;;;;2507.20;70291;69306;69586;68601
;;;;;;;2507.26;70296;69316;69591;68611
;;;;;;;2507.34;70302;69326;69597;68621
;;;;;;;2507.40;70307;69336;69602;68631
;;;;;;;2507.47;70313;69346;69608;68641
;;;;;;;2507.53;70319;69356;69614;68651
;;;;;;;2507.59;70325;69366;69620;68661
;;;;;;;2507.65;70331;69376;69626;68671
;;;;;;;2507.71;70337;69386;69632;68680
;;;;;;;2507.77;70343;69396;69638;68691
;;;;;;;2507.85;70350;69406;69645;68702
;;;;;;;2507.91;70356;69416;69651;68712
;;;;;;;2507.98;70363;69426;69658;68722
;;;;;;;2508.03;70370;69436;69665;68732
;;;;;;;2508.08;70377;69446;69672;68742
;;;;;;;2508.13;70384;69456;69679;68751
;;;;;;;2508.19;70392;69466;69687;68761
;;;;;;;2508.24;70400;69476;69695;68771
;;;;;;;2508.30;70408;69486;69703;68781
;;;;;;;2508.36;70417;69496;69712;68791
;;;;;;;2508.42;70426;69506;69722;68801
;;;;;;;2508.48;70435;69516;69731;68811
;;;;;;;2508.55;70445;69526;69740;68821
;;;;;;;2508.62;70456;69536;69751;68831
;;;;;;;2508.68;70467;69546;69762;68842
;;;;;;;2508.74;70478;69556;69773;68851
;;;;;;;2508.81;70490;69566;69785;68861
;;;;;;;2508.88;70502;69576;69797;68871
;;;;;;;2508.96;70515;69586;69810;68881
;;;;;;;2509.03;70528;69596;69823;68891
;;;;;;;2509.11;70541;69606;69836;68901
;;;;;;;2509.18;70554;69616;69849;68911
;;;;;;;2509.25;70567;69626;69862;68922
;;;;;;;2509.32;70580;69635;69875;68930
;;;;;;;2509.40;70594;69645;69889;68940
;;;;;;;2509.47;70607;69655;69902;68950
;;;;;;;2509.55;70621;69665;69916;68959
;;;;;;;2509.63;70635;69675;69930;68970
;;;;;;;2509.70;70648;69685;69942;68980
;;;;;;;2509.79;70662;69695;69958;68990
;;;;;;;2509.87;70676;69705;69972;69000
;;;;;;;2509.95;70689;69715;69985;69010
;;;;;;;2510.03;70703;69725;69999;69020
;;;;;;;2510.11;70716;69735;70012;69030
;;;;;;;2510.19;70729;69745;70025;69040
;;;;;;;2510.27;70742;69755;70038;69050
;;;;;;;2510.35;70755;69765;70050;69059
;;;;;;;2510.43;70768;69775;70063;69070
;;;;;;;2510.51;70781;69785;70076;69080
;;;;;;;2510.59;70794;69795;70089;69090
;;;;;;;2510.67;70807;69805;70103;69100
;;;;;;;2510.74;70819;69815;70114;69110
;;;;;;;2510.82;70832;69825;70127;69120
;;;;;;;2510.90;70844;69836;70138;69131
;;;;;;;2510.98;70857;69846;70152;69141
;;;;;;;2511.06;70869;69856;70164;69151
;;;;;;;2511.14;70882;69866;70177;69161
;;;;;;;2511.22;70894;69876;70189;69170
;;;;;;;2511.29;70906;69886;70200;69180
;;;;;;;2511.38;70919;69896;70214;69191
;;;;;;;2511.46;70931;69906;70226;69201
;;;;;;;2511.55;70944;69916;70239;69211
;;;;;;;2511.63;70956;69926;70251;69221
;;;;;;;2511.71;70968;69936;70262;69231
;;;;;;;2511.79;70981;69946;70276;69242
;;;;;;;2511.87;70993;69956;70288;69251
;;;;;;;2511.96;71005;69966;70300;69261
;;;;;;;2512.05;71018;69976;70313;69271
;;;;;;;2512.14;71030;69986;70325;69281
;;;;;;;2512.23;71043;69996;70338;69291
;;;;;;;2512.32;71055;70006;70350;69301
;;;;;;;2512.41;71068;70016;70363;69311
;;;;;;;2512.51;71081;70026;70376;69322
;;;;;;;2512.61;71094;70036;70389;69331
;;;;;;;2512.70;71107;70046;70402;69341
;;;;;;;2512.80;71120;70056;70415;69351
;;;;;;;2512.90;71133;70066;70428;69361
;;;;;;;2513.00;71146;70076;70441;69371
;;;;;;;2513.10;71159;70086;70454;69381
;;;;;;;2513.21;71173;70096;70469;69391
;;;;;;;2513.31;71186;70107;70481;69402
;;;;;;;2513.41;71199;70117;70494;69412
;;;;;;;2513.53;71213;70127;70508;69422
;;;;;;;2513.63;71226;70137;70521;69432
