GISP2 Stratigraphy

REFERENCES: 

Alley, R.B., C.A. Shuman, D.A. Meese, A.J. Gow, K.C. Taylor, K.M. Cuffey,
J.J. Fitzpatrick, P.M. Grootes, G.A. Zielinski, M. Ram, G. Spinelli, and
B.C. Elder. 1997. Visual-stratigraphic dating of the GISP2 ice core: Basis,
reproducibility, and application. Journal of Geophysical Research 102:26367
26381.

Meese, D.A., A.J. Gow, R.B. Alley, G.A. Zielinski, P.M. Grootes, M. Ram,
K.C. Taylor, P.A. Mayewski, and J.F. Bolzan. 1997. The Greenland Ice Sheet
Project 2 depth-age scale: Methods and results. Journal of Geophysical
Research 102:26411-26423.

Spinelli, G. 1996. A statistical analysis of ice-accumulation level and
variability in the GISP2 ice core and a reexamination of the age of the
termination of the Younger Dryas cooling episode. Earth System Science
Center Technical Report No. 96-001, University of New Hampshire, Durham.

Kapsner, W.R., R.B. Alley, C.A. Shuman, S. Anandakrishnan, and P.M.
Grootes. 1995. Dominant influence of atmospheric circulation on snow
accumulation in Greenland over the past 18,000 years. Nature 373:52-54.

Alley, R.B., D.A. Meese, C.A. Shuman, A.J. Gow, K.C. Taylor, P.M. Grootes,
J.W.C. White, M. Ram, E.D. Waddington, P.A. Mayewski, and G.A. Zielinski.
1993. Abrupt increase in Greenland snow accumulation at the end of the
Younger Dryas event. Nature 362:527-529.

Alley, R.B., E.S. Saltzman, K.M. Cuffey, and J.J. Fitzpatrick. 1990.
Summertime formation of depth hoar in central Greenland. Geophysical
Research Letters 17:2393-2396.

DATA DESCRIPTION: 

This file gives the depths of mid-summer as determined separately from ECM
and visual stratigraphy in the GISP2-D ice core.  Also given are
calculated layer thicknesses (true and ice equivalent) and calculated
accumulation rates, all in meters.  Factor A = (accum)/(layer thickness).
Summ. refers to the calender year associated with the mid-summer pick. 

DATA:

ECM Z	Strt Z	Summ.	Layer	Density	H2O Eqv	Fact. A	Corrected	Comments

153.29	153.24	1461	0.31	0.912	0.283	1.045	0.295	
153.52	153.5	1460	0.26	0.912	0.237	1.045	0.248	
153.81	153.78	1459	0.28	0.912	0.255	1.045	0.267	?
153.99	153.99	1458	0.21	0.912	0.192	1.045	0.2	
154.28	154.23	1457	0.24	0.912	0.219	1.045	0.229	
154.49	154.46	1456	0.23	0.912	0.21	1.045	0.219	
154.78	154.77	1455	0.31	0.912	0.283	1.045	0.296	
154.99	155.05	1454	0.28	0.912	0.255	1.045	0.267	
155.18	155.24	1453	0.19	0.912	0.173	1.046	0.181	
155.45	155.45	1452	0.21	0.912	0.192	1.046	0.2	
155.68	155.72	1451	0.27	0.912	0.246	1.046	0.257	
155.94	155.94	1450	0.22	0.912	0.201	1.046	0.21	
156.16	156.13	1449	0.19	0.913	0.173	1.046	0.181	
156.32	156.39	1448	0.26	0.913	0.237	1.046	0.248	
156.62	156.69	1447	0.3	0.913	0.274	1.046	0.287	
157.04	156.95	1446	0.26	0.913	0.237	1.046	0.248	?
157.14	157.16	1445	0.21	0.913	0.192	1.046	0.201	
157.3	157.32	1444	0.16	0.913	0.146	1.046	0.153	
157.51	157.55	1443	0.23	0.913	0.21	1.046	0.22	
157.77	157.81	1442	0.26	0.913	0.237	1.046	0.248	
158	158.01	1441	0.2	0.913	0.183	1.047	0.191	
158.12	158.13	1440	0.12	0.913	0.11	1.047	0.115	
158.25	158.24	1439	0.11	0.913	0.1	1.047	0.105	
158.47	158.42	1438	0.18	0.913	0.164	1.047	0.172	
158.67	158.64	1437	0.22	0.913	0.201	1.047	0.21	
158.78	158.81	1436	0.17	0.913	0.155	1.047	0.162	
159	159.02	1435	0.21	0.913	0.192	1.047	0.201	
159.3	159.23	1434	0.21	0.913	0.192	1.047	0.201	.23-.25 very fine-grained
159.52	159.51	1433	0.28	0.913	0.256	1.047	0.268	
159.72	159.7	1432	0.19	0.913	0.173	1.047	0.182	
159.98	159.99	1431	0.29	0.913	0.265	1.047	0.277	
160.16	160.22	1430	0.23	0.914	0.21	1.047	0.22	
160.46	160.52	1429	0.3	0.914	0.274	1.047	0.287	
160.74	160.72	1428	0.2	0.914	0.183	1.047	0.191	
161.03	161.03	1427	0.31	0.914	0.283	1.048	0.297	
161.3	161.27	1426	0.24	0.914	0.219	1.048	0.23	
161.54	161.54	1425	0.27	0.914	0.247	1.048	0.259	
161.72	161.71	1424	0.17	0.914	0.155	1.048	0.163	
161.96	161.96	1423	0.25	0.914	0.229	1.048	0.239	?
999999	162.13	1422	0.17	0.914	0.155	1.048	0.163	No ECM
162.24	162.31	1421	0.18	0.914	0.165	1.048	0.172	
162.5	162.51	1420	0.2	0.914	0.183	1.048	0.192	?
162.76	162.81	1419	0.3	0.914	0.274	1.048	0.287	? long summer
163.04	163.01	1418	0.2	0.914	0.183	1.048	0.192	
163.29	163.26	1417	0.25	0.914	0.229	1.048	0.24	
163.55	163.54	1416	0.28	0.914	0.256	1.048	0.268	
163.78	163.71	1415	0.17	0.914	0.155	1.048	0.163	
999999	163.88	1414	0.17	0.914	0.155	1.049	0.163	No ECM
164	164.03	1413	0.15	0.914	0.137	1.049	0.144	
164.2	164.24	1412	0.21	0.914	0.192	1.049	0.201	
164.38	164.49	1411	0.25	0.914	0.229	1.049	0.24	
164.7	164.7	1410	0.21	0.914	0.192	1.049	0.201	
164.9	164.89	1409	0.19	0.914	0.174	1.049	0.182	
165.12	165.09	1408	0.2	0.914	0.183	1.049	0.192	
165.3	165.3	1407	0.21	0.914	0.192	1.049	0.201	? or .36 long summer
165.44	165.45	1406	0.15	0.914	0.137	1.049	0.144	?
165.7	165.69	1405	0.24	0.914	0.219	1.049	0.23	
165.88	165.9	1404	0.21	0.914	0.192	1.049	0.201	
166.13	166.1	1403	0.2	0.914	0.183	1.049	0.192	
166.45	166.43	1402	0.33	0.914	0.302	1.049	0.317	
166.68	166.82	1401	0.39	0.914	0.356	1.05	0.374
166.96	166.96	1400	0.14	0.914	0.128	1.05	0.134
