GISP2-D Borehole Diameter

REFERENCES: 

Clow, G.D., R.W. Saltus, and E.D. Waddington. 1996. A new high-precision
borehole-temperature logging system used at GISP2, Greenland, and Taylor
Dome, Antarctica. Journal of Glaciology 42:576-584.

Gundestrup, N.S., H.B. Clausen, and B.L. Hansen. 1994. The UCPH borehole
logger. Mem. National Institute Polar Research, Special Issue 49:224-233.

DATA DESCRIPTION:

The diameter of the 3-km borehole (GISP-D) at the GISP2 site was measured
during 1993, 1994, and 1995 using University of Copenhagen's geophysical
logging system (UCPH); the UCPH logging system is described in Gundestrup
et al.(1994). 

The data in this file correspond to the minimum and maximum diameters
detected by the upper calipers on the UCPH logging tool during the most
recent borehole deformation experiment (1 July, 1995).  These data, and
those from previous years, are described in Clow and Gundestrup, (1997). 

==================================================================	
name	parameter	units	
------------------------------------------------------------------	
TVD	true vertical depth	m	
UC_max	maximum diameter	mm	
UC_min	minimum diameter	mm	
==================================================================		

DATA:

TVD	UC_max	UC_min
2582.3	181.79	181.74
2583.3	181.79	181.74
2584	181.79	181.69
2585	181.74	181.69
2585.8	181.74	181.69
2586.9	181.9	181.74
2587.5	181.9	181.84
2588.4	181.95	181.84
2589.3	181.9	181.79
2590.1	181.95	181.74
2591.1	182.05	181.95
2592.3	182.25	182
2593	182.25	182.25
2593.6	182.25	182.1
2594.6	182.15	182.1
2595.2	182.1	181.95
2596.2	181.95	181.84
2597	181.9	181.79
2597.8	181.84	181.79
2598.7	181.79	181.74
2599.6	181.79	181.74
2600.5	181.79	181.74
2600.6	181.79	181.74
2601.8	181.79	181.74
2602.2	181.79	181.79
2603.4	182.15	181.79
2604.2	182.2	182.15
2604.7	182.2	182.05
2605.7	182.15	182.05
2606.4	182.15	182.05
2607.4	182.1	182.05
2608.3	182.1	182
2609.2	182.05	182
2610.1	182.15	182.05
2610.9	182.05	181.95
2611.8	182.05	181.95
2612.8	182	181.95
2613.7	181.95	181.95
2615	182	181.95
2615.6	182.05	181.95
2616.3	182	181.95
2617.2	181.95	181.95
2618	181.95	181.9
2618.9	181.95	181.95
2619.8	181.95	181.95
2620.6	181.95	181.9
2621.5	181.95	181.9
2622.4	181.95	181.9
2623.3	181.95	181.9
2624.3	181.95	181.9
2625.1	181.95	181.9
2625.3	181.95	181.9
2625.7	181.95	181.9
2626.4	181.95	181.9
2627.5	182	181.95
2628.1	181.95	181.9
2629.1	181.95	181.9
2629.9	181.95	181.9
2630.8	181.95	181.9
2631.7	181.9	181.9
2632.6	181.9	181.9
2633.4	181.9	181.9
2634.3	181.95	181.9
2635.3	181.95	181.9
2636	181.95	181.9
2636.9	181.95	181.9
2637.9	181.95	181.9
2638.8	181.95	181.9
2639.6	182	181.9
2640.5	182.05	181.95
2641.4	182.1	182.05
2642.3	182.2	182.1
2643.1	182.35	182.15
2644	182.3	182.2
2644.9	182.25	182.15
2646.2	182.25	182.15
2646.7	182.3	182.15
2647.6	182.3	182.2
2648.4	182.25	182.15
2649.2	182.25	182.15
2650.1	182.2	182.15
2650.2	182.2	182.15
2650.4	182.2	182.15
2651.4	182	181.9
2652.3	181.95	181.9
2653.1	182.1	181.9
2654.4	182.15	182
2655	182.15	182
2655.9	182.2	182.1
2656.8	182.25	182.15
2657.9	182.2	182.1
2658.7	182.15	182.1
2659.4	182.15	182.05
2660.5	182.1	181.79
2661.1	181.84	181.74
2662.2	181.79	181.74
2663	181.79	181.74
2663.8	181.84	181.74
2664.8	181.9	181.74
2666.7	181.95	181.79
2667.6	181.95	181.84
2668.4	182.25	182.15
2669.3	182.3	182.2
2670.2	182.2	182.15
2671.1	182.2	182.15
2671.9	182.15	182.1
2673.2	182.1	182
2673.7	182.15	182
2674.7	182.15	182
2675.1	182.05	182
2675.5	182	181.95
2676.6	182	181.95
2677.4	181.95	181.79
2678.3	181.95	181.79
2679.1	182	181.9
2680	182.1	181.95
2680.9	182.1	182
2681.9	182	181.79
2682.8	181.79	181.69
2683.6	181.74	181.64
2684.6	181.74	181.64
2685.4	181.95	181.69
2686.2	181.9	181.79
2687.1	181.84	181.79
2688.1	182.05	181.79
2689	182	181.69
2689.9	181.74	181.64
2690.7	181.9	181.69
2691.6	182.1	181.84
2692.4	182.1	181.95
2693.3	182.05	181.95
2694.3	182	181.95
2695.1	182	181.9
2696.1	182	181.95
2696.9	181.95	181.84
2697.8	181.9	181.84
2698.7	181.95	181.84
2699.5	182	181.9
2700.4	181.95	181.9
2700.5	181.95	181.9
2700.8	182	181.9
2701.8	181.95	181.9
2703.3	182.15	181.9
2703.6	182.15	182
2704.6	182.15	182.1
2705.4	182.15	182.05
2706.3	182.05	182
2707.2	182.1	182
2708	182.1	182.05
2708.9	182.1	182
2709.8	182.1	182.05
2710.8	182.15	182.05
2711.6	182.15	182
2712.4	182.05	181.95
2714.1	182.1	181.95
2714.5	182.2	182
2715.1	182.3	182.1
2716.1	182.3	182.15
2717.3	182.3	182.2
2718.1	182.2	182.15
2718.7	182.55	182.15
2719.6	182.35	182.1
2720.4	182.1	181.95
2721.3	182	181.95
2722.3	182	181.9
2723	182	181.9
2724.1	182	181.9
2724.9	182	181.9
2725.4	182	181.95
2725.9	182.25	181.95
2726.1	182.25	182.15
2726.8	182.25	182.1
2727.6	182.2	181.95
2729.4	182.2	181.95
2729.7	182.15	182.05
2730.4	182.15	182.05
2731.3	182.2	182.05
2732.5	182.15	182.05
2733.7	182.25	182.05
2734.4	182.15	182.05
2735	182.2	182.05
2736.1	182.1	182.05
2737.6	182.1	181.9
2738.1	181.95	181.84
2739	181.9	181.84
2740	181.95	181.84
2740.7	181.95	181.9
2741.7	181.95	181.9
2742.5	182.05	181.9
2743.5	182.1	182
2744.3	182.1	182.05
2745.2	182.1	182.05
2746.1	182.2	182.05
2747.6	182.15	182.1
2748.4	182.2	182.15
2749.4	182.15	182
2750.1	182.05	182
2750.5	182.05	181.95
2751.2	182	181.95
2752.1	182	181.95
2753.1	182	181.95
2754	182	181.95
2755	182	181.95
2755.8	182.1	181.9
2756.8	182.15	182.05
2757.7	182.15	182
2758.7	182.1	182.05
2759.6	182.1	182
2760.6	182.1	182.05
2761.3	182.15	182.05
2762.6	182.15	182.05
2763.3	182.2	182.05
2764.3	182.15	182.05
2765	182.2	182.05
2765.9	182.2	182.05
2766.9	182.2	182.05
2767.8	182.15	182.05
2768.6	182.1	182.05
2769.6	182.05	182
2771.1	182.05	182
2771.5	182	181.84
2772.5	181.84	181.79
2773.4	181.84	181.79
2774.4	181.84	181.79
2774.7	181.79	181.79
2774.8	181.79	181.74
2775.7	181.79	181.74
2776.4	181.74	181.69
2777.4	181.74	181.69
2778.4	181.74	181.69
2780	181.84	181.69
2780.1	181.84	181.69
2781	181.74	181.64
2782	181.9	181.69
2783.1	182.2	181.9
2784.1	182.3	182.1
2784.6	182.3	182.1
2785.4	182.15	182.05
2786.4	182.1	181.95
2787.3	181.95	181.9
2788.2	181.95	181.84
2789.2	181.9	181.84
2790.2	181.95	181.74
2791.2	181.79	181.74
2792	181.84	181.74
2792.7	181.84	181.74
2793.8	181.74	181.69
2794.6	181.74	181.74
2795.5	181.74	181.74
2796.3	181.74	181.74
2797.2	181.74	181.69
2798.1	181.9	181.74
2799.1	181.84	181.79
2799.4	181.84	181.79
2799.6	181.84	181.79
2800.1	181.84	181.69
2800.8	181.74	181.64
2801.9	181.79	181.64
2802.6	181.74	181.64
2803.5	181.69	181.64
2804.6	181.69	181.64
2805.6	181.69	181.64
2806.5	181.69	181.64
2807.4	181.69	181.64
2808.4	181.79	181.69
2809.2	181.84	181.64
2810.1	182	181.79
2810.9	182	181.84
2811.9	181.9	181.74
2812.8	181.79	181.74
2813.6	181.79	181.74
2814.5	181.74	181.64
2815.5	181.69	181.64
2816.4	181.69	181.64
2817.4	181.69	181.64
2818.2	181.69	181.64
2819.1	181.74	181.64
2819.9	181.74	181.64
2821.1	181.79	181.69
2821.8	181.74	181.69
2822.7	181.74	181.69
2823.7	181.69	181.64
2824.5	181.69	181.64
2824.7	181.69	181.64
2825.7	181.74	181.58
2826.5	181.69	181.58
2827.4	181.64	181.53
2828.5	181.58	181.43
2829.4	181.53	181.43
2830	181.48	181.43
2831	181.48	181.43
2832.7	181.53	181.43
2833.6	181.48	181.43
2834.4	181.48	181.37
2835.3	181.43	181.22
2836.4	181.32	181.22
2837.1	181.27	181.22
2838	181.27	181.22
2838.8	181.32	181.22
2839.8	181.79	181.22
2840.6	182	181.74
2841.9	182.1	181.95
2843.1	182	181.95
2843.3	182.1	181.95
2844.1	182	181.95
2844.3	182	181.95
2844.9	181.95	181.84
2845.7	181.84	181.64
2846.6	181.69	181.58
2847.4	181.58	181.43
2848.9	181.48	181.43
2849.4	181.48	181.11
2850	181.43	181.11
2851.4	181.53	181.43
2851.9	181.58	181.48
2852.7	181.74	181.53
2853.6	181.84	181.69
2855	181.84	181.53
2855.3	181.53	181.37
2856.3	181.74	181.37
2857.1	181.74	181.64
2858.2	181.64	181.64
2858.9	181.64	181.48
2860.6	181.53	181.48
2861	181.58	181.53
2861.4	181.58	181.53
2862.7	181.58	181.53
2863.5	181.74	181.58
2864.4	181.79	181.69
2865.5	181.74	181.64
2865.9	181.69	181.64
2867	181.69	181.64
2867.8	181.69	181.53
2868.7	181.58	181.48
2869.5	181.53	181.48
2870.5	181.53	181.48
2871.4	181.53	181.48
2872.2	181.74	181.53
2873.1	181.74	181.69
2873.9	181.74	181.69
2874.8	181.74	181.69
2875.4	181.95	181.79
2876.2	181.84	181.79
2877.2	181.84	181.74
2878.2	181.79	181.43
2878.9	181.58	181.48
2879.8	181.64	181.58
2881.5	181.69	181.58
2882.4	181.69	181.58
2882.5	181.74	181.58
2883.5	181.95	181.69
2884.4	181.9	181.79
2885.9	181.9	181.48
2886.8	181.84	181.69
2886.9	182.05	181.69
2887.9	182.2	182
2889.2	182.25	182.2
2890.2	182.2	182.1
2890.8	182.2	182.1
2891.6	182.25	182.1
2892.9	182.25	182.1
2893.3	182.25	182.1
2894.2	182.25	182.15
2895.2	182.3	182.2
2896	182.35	182.25
2896.9	182.5	182.35
2897.9	182.55	182.45
2898.7	182.55	182.5
2899	182.55	182.5
2900	182.5	182.45
2900.7	182.5	182.45
2901.9	182.45	182.25
2902.3	182.25	182.15
2903.2	182.2	182.05
2904	182.1	181.9
2904.9	182	181.95
2905.7	182	181.9
2906.6	181.95	181.74
2908.1	181.95	181.79
2908.4	181.95	181.84
2909.3	181.84	181.74
2910.1	181.74	181.64
2911.3	181.69	181.53
2912	181.58	181.53
2912.7	181.58	181.53
2914.4	181.64	181.53
2915	181.58	181.53
2915.4	181.58	181.32
2917.1	181.58	181.43
2917.1	181.58	181.43
2918.6	181.79	181.48
2919.1	181.84	181.74
2919.9	181.79	181.69
2920.8	181.74	181.69
2921.8	181.84	181.69
2922.6	181.74	181.69
2923.5	181.69	181.69
2923.9	181.69	181.69
2924.1	181.69	181.69
2924.9	181.9	181.69
2925.6	182.1	181.84
2926.5	182.05	181.95
2927.2	182	181.9
2927.9	181.9	181.69
2928.6	181.9	181.69
2929.9	182	181.9
2930.2	182.05	182
2930.9	182.05	181.95
2931.6	182	181.9
2932.3	182	181.95
2933.1	181.95	181.9
2933.9	181.9	181.79
2934.6	181.95	181.79
2935.4	181.84	181.79
2936.1	181.84	181.74
2936.8	181.79	181.69
2937.6	181.74	181.69
2938.4	181.74	181.69
2939.1	181.69	181.53
2939.8	181.53	181.48
2940.5	181.9	181.48
2941.2	181.95	181.84
2942.1	181.84	181.69
2942.9	181.74	181.64
2943.7	181.69	181.48
2944.4	181.69	181.53
2945.1	181.58	181.48
2945.8	181.53	181.48
2946.8	181.69	181.27
2947.2	181.58	181.43
2948.3	181.74	181.48
2948.5	181.64	181.48
2948.8	181.64	181.58
2948.9	181.64	181.58
2949.8	181.43	181.27
2950.2	181.79	181.37
2951.5	181.95	181.74
2951.6	182	181.79
2952.3	181.95	181.58
2953.4	181.74	181.53
2953.7	181.74	181.22
2954.6	181.58	181.27
2955.7	181.84	181.53
2956.4	181.69	181.16
2956.9	181.37	181.11
2958.1	181.43	181.11
2958.3	181.58	181.48
2958.4	181.74	181.53
2958.6	181.79	181.69
2958.9	181.74	181.69
2959.4	181.95	181.58
2960.4	181.58	181.48
2960.7	181.48	181.48
2961.9	181.48	181.48
2962.2	181.48	181.43
2963.2	181.9	181.48
2963.8	182.05	181.84
2964.5	182	181.74
2965.2	182	181.79
2965.5	182	181.9
2966.3	182	181.9
2967	182.05	181.95
2967.7	182.05	181.95
2968.4	182.1	181.95
2969	182.1	182.05
2969.4	182.15	182
2969.9	182.3	182
2970.6	182	181.48
2970.9	181.53	181.48
2971.4	181.69	181.53
2972.6	181.69	181.53
2973	181.64	181.53
2973.4	181.58	181.48
2974.8	181.58	181.48
2975.4	181.69	181.48
2975.5	181.69	181.58
2976.2	181.64	181.43
2977.1	181.84	181.53
2977.7	182.2	181.69
2978.2	182.2	182
2978.8	182.05	182.05
2978.9	182.1	182.05
2979.9	181.16	181.06
2980.1	181.16	181.11
2980.6	181.27	181.11
2981.2	181.37	181.27
2981.8	181.32	181.06
2982.3	181.22	181.11
2983.1	181.22	181.11
2983.9	181.27	181.16
2984.3	181.32	181.22
2985.3	181.32	181.22
2985.5	181.27	181.22
2986	181.27	181.22
2987	181.32	181.22
2987.7	181.27	181.16
2988.1	181.32	181.16
2988.6	181.32	181.16
2988.7	181.22	181.22
2988.9	181.22	181.22
2989.1	181.95	181.16
2989.4	182.3	181.79
2990	182.1	181.69
2991.1	182.2	181.95
2991.3	182	181.64
2992.1	181.64	181.43
2992.5	181.64	181.48
2993.1	181.64	181.48
2994.1	181.53	181.43
2994.9	181.48	181.32
2995.3	181.53	181.43
2995.6	181.74	181.53
2996.2	181.95	181.74
2997.2	181.95	181.58
2997.5	181.84	181.58
2998.6	181.9	181.69
2998.6	181.84	181.79
2999	181.79	181.79
2999.6	182	181.79
2999.9	182.1	181.79
3000.1	181.9	181.79
3000.7	181.9	181.79
3001.6	182.15	181.84
3002.1	182.35	182
3002.7	182.2	182.05
3002.8	182.35	182.15
3003.7	182.3	181.84
3004.4	181.84	181.64
3004.9	181.74	181.64
3005.5	181.74	181.53
3005.9	181.69	181.48
3006.4	181.53	181.43
3006.9	181.53	181.43
3007.5	181.53	181.48
3007.9	181.64	181.48
3008.5	181.58	181.53
3008.8	181.58	181.58
3009	181.69	181.58
3009.8	181.74	181.58
3010.9	181.95	181.74
3011.7	182.2	181.95
3011.9	182	181.32
3012.6	181.43	181.32
3013.4	181.37	181.27
3013.7	181.43	181.37
3014.1	181.37	181.22
3015.1	181.27	181.16
3016.1	181.16	181.06
3016.4	181.11	181
3017	181.11	181
3017.7	181.27	181.11
3017.9	183.9	181.22
3018.1	184.31	181.37
3018.5	183.19	181.37
3018.6	183.24	183.19
3018.9	184.31	181.27
3019.6	181.69	181.32
3019.8	181.48	181.37
3020.5	181.48	181.43
3020.6	181.53	181.43
3021.5	182.55	181.43
3021.6	183.19	181.48
3022.3	183.19	181.48
3023.1	183.94	182.05
3023.4	182.25	181.95
3023.6	182.4	182.2
3023.8	182.3	182.3
3024	182.3	182.3
3024.3	182.15	181.95
3024.7	182.05	181.84
3025.1	182.35	181.79
3025.5	182	181.9
3026.1	182.1	181.9
3026.2	182.15	181.95
3026.7	182.15	182
3027.1	182.05	181.84
3027.8	182.2	181.9
3028.1	182.3	181.9
3028.6	182.05	181.9
3028.8	182	181.95
3029.2	182	181.79
3029.6	182	181.9
3030.1	182.15	181.9
3030.6	182	181.74
3030.9	181.74	181.69
3031	181.69	181.69
3031.3	181.69	181.22
3031.5	181.53	181.37
3031.8	182.35	181.32
3032	181.43	181.32
3032.3	182.5	181.37
3032.6	182.3	181.43
3032.7	182.2	182.2
3032.9	182.2	180.62
3033	181.43	180.62
3033.3	181.53	181.37
3033.4	181.69	181.53
3033.7	181.9	181.53
3033.9	181.79	181.74
3034	181.79	181.74
3034.4	181.84	181.69
3034.6	181.84	181.69
3034.7	181.95	181.69
3035	182	181.74
3035.1	182.45	181.95
3035.6	182.35	182.2
3035.8	182.4	182.3
3036.2	182.3	181.64
3036.4	181.79	181.64
3036.6	181.69	181.37
3036.9	181.43	181.37
3037.1	181.9	181.43
3037.3	181.9	181.53
3037.6	182	181.58
3037.8	182.1	181.95
3038.1	182.5	182.05
3038.3	183.62	182.6
3038.6	182.9	182.7
3038.8	182.8	182.75
3039	182.65	182
3039.2	184.08	182.85
3039.5	184.44	184.03
3039.6	184.53	184.44
3039.9	184.49	184.44
3040	184.53	184.44
3040.4	184.75	184.44
3040.7	184.62	184.53
3040.9	184.8	184.58
3041.3	184.67	182.9
3041.4	184.49	184.49
3041.7	184.62	184.44
3041.9	185.14	184.71
3042	185.02	184.13
3042.1	184.44	184.08
3042.6	184.17	182.2
3042.7	183.62	183.09
3042.9	183.57	183.52
3043	183.85	183.66
3043.1	183.94	183.8
3043.3	184.03	183.85
3043.4	184.03	183.99
3043.6	184.22	184.13
3043.8	184.58	184.17
3044	184.49	184.22
3044.1	184.35	184.31
3044.3	184.44	184.22
3044.5	184.44	184.4
3044.8	184.44	184.4
3045.1	184.8	184.75
3045.2	184.8	184.75
3045.5	184.88	184.71
3045.8	184.93	184.71
3045.9	184.8	184.8
